Артикул|Кол-во|Склад ID
ПТ201060|40|5
Р1084|40|5
Р1320|40|5
РС110|40|5
РС135|40|5
РС138|40|5
Р2440|40|5
РС220|40|5
РС230|40|5
РС261|40|5
Р3010|40|5
Р3020|40|5
Р3520|40|5
Р3530|40|5
РС150|40|5
РС160|40|5
Р4222|40|5
Р4390|40|5
Р4816|40|5
РС171|40|5
РС174|40|5
РС175|40|5
РС461|40|5
РС492|40|5
Р5080|40|5
Р5300|40|5
Р5543|40|5
РС500|40|5
РС505|40|5
РС506|40|5
РС530|40|5
РС570|40|5
РС572|40|5
Р6210|40|5
Р6290|40|5
РС680|40|5
РС680|40|5
Е-С210|40|5
Е-С401|40|5
РС601|40|5
РС607|40|5
РС702|40|5
РС741|40|5
РС884|40|5
РС886|40|5
ТР151|40|5
ТР152|40|5
ТР154|40|5
ТР162|40|5
ТР163|40|5
ТР164|40|5
Р1900|40|5
ФДБ|40|5
ФДЖ|40|5
ФДЗ|40|5
ФДО|40|5
ФДС|40|5
ФОЗ|40|5
ФОК|40|5
ФОС|40|5
