Product ID|Active (0/1)|Name *|Categories (x,y,z...)|Price|Макс скидка|Налог ID|Оптовая цена|Распродажа (0/1)|Величина скидки|Процент скидки|Скидка с (yyyy-mm-dd)|Скидка по (yyyy-mm-dd)|Артикул|Артикул поставщика|Поставщик|Производитель|R1|R2|R3|Штрих EAN13|Штрих EAN13|Штрих EAN13|Штрих UPC|Экол. налог|Ширина|Высота|Глубина|Вес|Кол-во|Мин. кол-во|Видимость|Доп расходы доставка|Ед. изм|Ед. изм Пост|К-нт передачи|Текст фасовки|Страна происх.|Сертификат|Сертификат полный|ГТД|Ед. изм 2|Цена|Короткое описание|Описание|Метки (x,y,z...)|Meta title|Meta keywords|Meta description|URL rewritten|Текст в наличии|Текст на заказ|Доступен (0/1)|Дата доступен|Дата создания|Отображать цену (0/1)|URL фото (x,y,z...)|Удалить фото (0/1)|Характеристика (Name:Value:Position)|Доступен только онлайн (0/1)|Состояние|Настраиваемый (0 = No, 1 = Yes)|Загружаемые файлы (0 = No, 1 = Yes)|Текстовые поля (0 = No, 1 = Yes)|Действия когда нет в наличии|ID магазина|Расширенное управление (0 = No, 1 = Yes)|Количество (0 = Страница, 1 = Склад)|Склад ID
16|1|Световое фейерверк-шоу "Волшебный фонарь"  (игрушк|21|1018.50|100|0|477.95||||||2170|2170|1|4|1|1|4||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|2|                    |                                                                                                                                                                                                                                                          |                         ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/2170.jpg|1|||new||||2|1^2|1|1|
17|1|Световая бенгальская свеча "Звёздная пыль" (игрушк|21|147.87|100|0|77.00||||||2402|2402|1|4|1|1|36||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|2|                    |                                                                                                                                                                                                                                                          |                         ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/2402.jpg|1|||new||||2|1^2|1|1|
18|1|Светящаяся ракета "Дракон" (игрушка "Dragonfire Ni|21|636.13|100|0|326.98||||||2406|2406|1|4|1|1|6||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|2|                    |                                                                                                                                                                                                                                                          |                         ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/2406.jpg|1|||new||||2|1^2|1|1|
19|1|Помповый бластер "Римская свеча" (игровой набор "R|21|636.13|100|0|288.04||||||2408|2408|1|4|1|1|6||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|2|                    |                                                                                                                                                                                                                                                          |                         ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/2408.jpg|1|||new||||2|1^2|1|1|
20|1|Светящаяся ракета "Молния"|21|254.62|100|0|121.00||||||2410|2410|1|4|1|1|8||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|2|                    |                                                                                                                                                                                                                                                          |                         ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/2410.jpg|1|||new||||2|1^2|1|1|
21|1|Шоу "Весёлая карусель"|21|381.50|100|0|193.55||||||2412|2412|1|4|1|1|20||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|2|                    |                                                                                                                                                                                                                                                          |                         ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/2412.jpg|1|||new||||2|1^2|1|1|
22|1|Свистящие шары "Весёлый проныра" (игровой набор "S|21|381.50|100|0|181.50||||||2415|2415|1|4|1|1|6||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|2|                    |                                                                                                                                                                                                                                                          |                         ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/2415.jpg|1|||new||||2|1^2|1|1|
24|1|Шоу конусных фонтанов "Огненная фантазия" (игровой|21|1315.12|100|0|549.45||||||2451|2451|1|4|1|1|4||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|2|                    |                                                                                                                                                                                                                                                          |                         ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/2451.jpg|1|||new||||2|1^2|1|1|
61|1|Компенсация доставки|21|500.00|100|0|275.00||||||9999|9999|1|0|1|1|1||||||0.000000|0.000000|0.000000|3.000000||1|||0|0|1|за 1 шт.|2|нет                 |                                                                                                                                                                                                                                                          |                         ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/|1|||new||||2|1|1|1|
70|1|Зимняя сказка|9^65^71^74^78^87^107^109^114^119|2880.00|100|0|1584.00||||||DF701010048|DF701010048|1|14|1|1|4||||||0.000000|0.000000|0.000000|3.109250||1|||0|0|1|за 1 шт.|1|ЦЦ07.А.00413        |ЦЦ07.А.00413 0328099 "ПИРОТЭКС" ООО "Стэнтон" 14/11-78 от 28.11.2014 08.10.2015-07.10.2018                                                                                                                                                                |10130080/070714/0013188  ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/df701010048.jpg^http://cx14726.tmweb.ru/images/df701010048-1.jpg^http://cx14726.tmweb.ru/images/df701010048-2.jpg|1|Количество залпов:48:1^Калибр, дюйм:1:2^Время, сек.:0:4||new||||2|1|1|1|
