Название заказа|ID товара|ID аттр|Цена|Количество|Скидка|Налог
Приход из FoxPro_291|583||189.15|72|0|0
Приход из FoxPro_291|585||55.25|250|0|0
Приход из FoxPro_291|526||347.10|32|0|0
Приход из FoxPro_291|528||211.90|120|0|0
Приход из FoxPro_291|534||280.80|200|0|0
Приход из FoxPro_291|538||452.40|16|0|0
Приход из FoxPro_291|555||382.20|25|0|0
Приход из FoxPro_291|559||144.95|144|0|0
Приход из FoxPro_291|569||214.50|120|0|0
Приход из FoxPro_291|582||518.70|32|0|0
Приход из FoxPro_291|598||566.80|18|0|0
Приход из FoxPro_291|614||185.90|36|0|0
Приход из FoxPro_291|1850||215.80|72|0|0
Приход из FoxPro_291|672||258.70|120|0|0
Приход из FoxPro_291|1853||258.70|120|0|0
Приход из FoxPro_291|1943||781.30|16|0|0
Приход из FoxPro_291|720||233.35|36|0|0
Приход из FoxPro_291|1944||161.85|120|0|0
Приход из FoxPro_291|737||194.35|72|0|0
Приход из FoxPro_291|753||621.40|24|0|0
Приход из FoxPro_291|1855||669.50|48|0|0
Приход из FoxPro_291|794||598.00|24|0|0
Приход из FoxPro_291|796||624.00|54|0|0
Приход из FoxPro_291|1857||734.50|36|0|0
Приход из FoxPro_291|838||1039.35|16|0|0
Приход из FoxPro_291|844||790.40|8|0|0
Приход из FoxPro_291|1927||13747.50|1|0|0
