Имя |Артикул|Артикул поставщика|Поставщик|Производитель|Действия когда нет в наличии|Расширенное управление (0 = No|Количество (0 = Страница|Склад ID
"  Семицветик  (0,8""х7)   1/36/1"|D7010|1|1|16|1|1|1|1
