Product ID|Active (0/1)|Name *|Categories (x,y,z...)|Price|Налог ID|Оптовая цена|Распродажа (0/1)|Величина скидки|Процент скидки|Скидка с (yyyy-mm-dd)|Скидка по (yyyy-mm-dd)|Артикул|Артикул поставщика|Поставщик|Производитель|R1|R2|R3|Штрих EAN13|Штрих EAN13|Штрих EAN13|Штрих UPC|Экол. налог|Ширина|Высота|Глубина|Вес|Кол-во|Мин. кол-во|Видимость|Доп расходы доставка|Ед. изм|Ед. изм Пост|К-нт передачи|Текст фасовки|Страна происх.|Сертификат|Сертификат полный|ГТД|Ед. изм 2|Цена|Короткое описание|Описание|Метки (x,y,z...)|Meta title|Meta keywords|Meta description|URL rewritten|Текст в наличии|Текст на заказ|Доступен (0/1)|Дата доступен|Дата создания|Отображать цену (0/1)|URL фото (x,y,z...)|Удалить фото (0/1)|Характеристика (Name:Value:Position)|Доступен только онлайн (0/1)|Состояние|Настраиваемый (0 = No, 1 = Yes)|Загружаемые файлы (0 = No, 1 = Yes)|Текстовые поля (0 = No, 1 = Yes)|Действия когда нет в наличии|ID магазина|Расширенное управление (0 = No, 1 = Yes)|Количество (0 = Страница, 1 = Склад)|Склад ID
65|1|Огневушка-поскакушка (волчок)|3^35^40|532.00|0|292.60||||||РС108|РС108|1|3|12|1|80||||||12.000000|5.500000|8.000000|0.300000||1|||1|1|1|за 1 уп.из 12 шт.|1|ЦЦ09.А.00554        |ЦЦ09.А.00554 157803 ООО "Пуск" ОАО "ФНПЦ "НИИ прикладной химии" RP-02/16 ОТ 22.01.2016 29.09.2016-28.09.2019                                                                                                                                              |10130080/230617/0014265  |шт.|44.33|Разлетающиеся с жужжанием  разноцветные огоньки.|Разлетающиеся с жужжанием  разноцветные огоньки.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/Tz5CB2AzPCg?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс108.jpg|1|||new||||2|1^4^5^6|1|1|
66|1|Мега-Супер-ЖУК|3^5^35^40|112.00|0|61.60||||||РС109|РС109|1|3|4|1|108||||||8.000000|2.400000|5.500000|0.101852||1|||1|1|1|за 1 уп.из 4 шт.|1|ЦЦ09.А.00698        |ЦЦ09.А.00698 0159065 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-02/17 от 08.02.2017 07.09.2017-06.09.2020                                                                                                                                                             |10130080/230617/0014265  |шт.|28.00||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/AHYG4LYcU-s?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс109.jpg|1|||new||||2|1^4^5^6|1|1|
67|1|Джамбо (петарда фитильная)|3^33^39|281.00|0|154.55||||||РС110|РС110|1|3|3|1|48||||||16.500000|4.500000|9.000000|0.270833||1|||1|1|1|за 1 уп.из 3 шт.|1|АБ11.А.00028        |АБ11.А.00028 0369991 АНО "Независимый орган по сертификации пиротехники" АО "ФНПЦ "НИИПХ" RP-02/16 22.01.2016 30.08.2016-29.08.2019                                                                                                                       |10130080/230617/0014265  |шт.|93.67|Имитация пулеметной очереди|Имитация пулеметной очереди<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/u2bOEfocvJA?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс110.jpg|1|||new||||2|1^4^5^6|1|1|
69|1|Корсар-1|3^40|497.00|0|273.35||||||РС121|РС121|1|3|60|12|20||||||19.500000|7.600000|8.600000|0.675000||1|||2|2|1|за 1 бл.из 12 уп.по 60 шт.|1|ЦЦ09.А.00564        |ЦЦ09.А.00564 0157814 ООО "Пуск" АО "ФНПЦ "НИИПХ" RP-02/16 от 22.01.2016 31.10.2016-30.10.2019                                                                                                                                                             |10130080/200517/0000820  |уп.|41.42|1 хлопок|1 хлопок<br><BR>||||||||1|||1|http://ogonek.beget.tech/images/рс121.jpg|1|||new||||2|1^4^5^6|1|1|
71|1|Корсар-3 (3 баха терочный)|3^40|319.00|0|175.45||||||РС123|РС123|1|3|12|10|42||||||0.000000|0.000000|0.000000|0.571429||1|||2|2|1|за 1 бл.из 10 уп.по 12 шт.|1|ЦЦ09.А.00597        |ЦЦ09.А.00597 0157851 ООО "Пуск" АО "ФНПЦ "НИИПХ" RP-01/16 от 22.01.2016 22.12.2016-21.12.2019                                                                                                                                                             |10130080/200517/0000820  |уп.|31.90||<br><BR>||||||||1|||1|http://ogonek.beget.tech/images/pc123.jpg|1|||new||||2|1^4^5^6|1|1|
76|1|Пуля-дура|3^39|76.00|0|41.80||||||РС131|РС131|1|3|10|1|320||||||16.500000|3.500000|12.500000|0.078125||1|||1|1|1|за 1 уп.из 10 шт.|1|ЦЦ09.А.00422        |ЦЦ09.А.00422 0153777 ООО "Пуск" ОАО "ФНПЦ "НИИ прикладной химии" RP-02/15 от 17.02.2015 16.10.2015-15.10.2018                                                                                                                                             |10130080/230617/0014265  |шт.|7.60|Громкий хлопок|Громкий хлопок<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/tEiPVOteBhs?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс131.jpg|1|||new||||2|1^4^5^6|1|1|
78|1|Бомбейка|3^33^39|200.00|0|110.00||||||РС133|РС133|1|3|50|1|100||||||14.500000|13.500000|13.500000|0.100000||1|||1|1|1|за 1 уп.из 50 шт.|1|ЦЦ09.А.00698        |ЦЦ09.А.00698 0159065 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-02/17 от 08.02.2017 07.09.2017-06.09.2020                                                                                                                                                             |10130080/230617/0014265  |шт.|4.00|хлопок|хлопок<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/F4YldCZ2NFM?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс133.jpg|1|||new||||2|1^4^5^6|1|1|
80|1|Граната РГД (петарда фитильная)|3^39|463.00|0|254.65||||||РС137|РС137|1|3|4|1|36||||||16.200000|4.200000|10.500000|0.138889||1|||1|1|1|за 1 уп.из 4 шт.|1|АБ11.А.00028        |АБ11.А.00028 0369991 АНО "Независимый орган по сертификации пиротехники" АО "ФНПЦ "НИИПХ" RP-02/16 22.01.2016 30.08.2016-29.08.2019                                                                                                                       |10130080/230617/0014265  |шт.|115.75|хлопок|хлопок<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/haqc6R59Y1Q?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс137.jpg|1|||new||||2|1^4^5^6|1|1|
95|1|Пугач|4|567.00|0|311.85||||||Р2010|Р2010|1|1|12|12|25||||||27.300000|0.500000|4.000000|0.320000||1|||2|2|1|за 1 бл.из 12 уп.по 12 шт.|1|СЗ25.А.00038        |СЗ25.А.00038 0155678 ООО "Северо-Западная НПЛ" ООО "Русский фейерверк" RR-01/16 от 02.02.2016 11.10.2016-10.10.2019                                                                                                                                       |10130080/180517/0011277  |уп.|47.25|Взлетает со шлейфом, хлопает|Взлетает со шлейфом, хлопает<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/WQv2INFM7mA?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/р2010.jpg^http://ogonek.beget.tech/images/р2010-1.jpg|1|Высота, м.:20:3||new||||2|1^4^5^6|1|1|
99|1|Ракета "Ассорти"|4^38|223.00|0|122.65||||||Р2300|Р2300|1|1|6|1|72||||||43.600000|1.500000|12.000000|0.138889||1|||1|1|1|за 1 уп.из 6 шт.|1|ЩШ01.А.00025        |ЩШ01.А.00025 0464042 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 18.07.2017-17.07.2020                                                                                                                             |10130080/180517/0011277  |шт.|37.17|Набор ракет с различными эффектами: Взлетают со шлейфом, выстреливают красные, красно-зеленые или синие трещащие звезды|Набор ракет с различными эффектами: Взлетают со шлейфом, выстреливают красные, красно-зеленые или синие трещащие звезды<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/Y06y-eYnbOQ?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/р2300.jpg^http://ogonek.beget.tech/images/р2300-1.jpg^http://ogonek.beget.tech/images/р2300-2.jpg^http://ogonek.beget.tech/images/р2300-3.jpg|1|Высота, м.:30:3||new||||2|1^4^5^6|1|1|
114|1|Ариэль набор|4^38|150.00|0|82.50||||||РС220|РС220|1|3|6|1|72||||||40.000000|11.000000|11.000000|0.111111||1|||1|1|1|за 1 уп.из 6 шт.|1|ЦЦ09.А.00704        |ЦЦ09.А.00704 0159071 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-02/17 от 08.02.2017 08.09.2017-07.09.2020                                                                                                                                                             |10130080/230617/0014265  |шт.|25.00|6 эффектов. В каждой ракете свой эффект.<BR>1. золотые падающие огоньки.<BR>2. красные падающие огоньки и 2 вспышки.<BR>3. серебряные мерцающие огни.<BR>4. букет из красных огней.<BR>5. букет из желтых огней.<BR>6. букет из зеленых огней.|6 эффектов. В каждой ракете свой эффект.<BR>1. золотые падающие огоньки.<BR>2. красные падающие огоньки и 2 вспышки.<BR>3. серебряные мерцающие огни.<BR>4. букет из красных огней.<BR>5. букет из желтых огней.<BR>6. букет из зеленых огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/rNCTslkA6Co?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс220.jpg|1|Калибр, дюйм:0.6:2^Высота, м.:40:3^Время, сек.:0:4||new||||2|1^4^5^6|1|1|
117|1|Сириус набор|4^38|883.00|0|485.65||||||РС240|РС240|1|3|4|1|16||||||82.000000|4.100000|18.000000|0.687500||1|||1|1|1|за 1 уп.из 4 шт.|1|ЦЦ09.А.00576        |ЦЦ09.А.00576 0157826 ООО "Пуск" АО "ФНПЦ "НИИ прикладной химии" RP-01/16 от 22.01.2016 22.11.2016-21.11.2019                                                                                                                                              |10130080/200517/0000820  |шт.|220.75|4 эффекта.  В каждой ракете свой эффект <BR>1. сфера из зеленых и трещащих огней. <BR>2. сфера из красных огней с форсами и белых огней. <BR>3. сфера из золотых форсов с серебряными искрами и красных огней. <BR>4. сфера из синих огней с серебряными рыбками в центре.|4 эффекта.  В каждой ракете свой эффект <BR>1. сфера из зеленых и трещащих огней. <BR>2. сфера из красных огней с форсами и белых огней. <BR>3. сфера из золотых форсов с серебряными искрами и красных огней. <BR>4. сфера из синих огней с серебряными рыбками в центре.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/qaEs_boxmVE?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс240.jpg|1|Калибр, дюйм:1.65:2^Высота, м.:90:3^Время, сек.:0:4||new||||2|1^4^5^6|1|1|
120|1|Андромеда набор|4^38|2340.00|0|1287.00||||||РС250|РС250|1|3|2|1|12||||||15.000000|0.000000|155.000000|1.083333||1|||1|1|1|за 1 уп.из 2 шт.|1|ЦЦ09.А.00443        |ЦЦ09.А.00443 0153798 ООО "Пуск" ОАО "ФНПЦ "НИИ прикладной химии" RP-02/15 от 17.02.2015 25.11.2015-24.11.2018                                                                                                                                             |10130080/020614/0002535  |шт.|1170.00|2 эффекта.<BR>1. сфера из золотых форсов с белыми мерцающими огнями в центре.<BR>2. сфера из золотых трещащих форсов с красными мерцающими огнями в центре.|2 эффекта.<BR>1. сфера из золотых форсов с белыми мерцающими огнями в центре.<BR>2. сфера из золотых трещащих форсов с красными мерцающими огнями в центре.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/6CidAuhcUZU?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс250.jpg|1|Калибр, дюйм:3:2^Высота, м.:70:3^Время, сек.:0:4||new||||2|1^4^5^6|1|1|
121|1|Сверхновая|4^49|1474.00|0|810.70||||||РС251|РС251|1|3|1|1|24||||||780.000000|40.000000|85.000000|0.583333||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00687        |ЦЦ09.А.00687 0159054 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RR-02/17 от 08.02.2017 22.08.2017-21.08.2020                                                                                                                                                             |10130080/230617/0014265  |||Кольцо из серебряных форсов, кольцо из серебряных мерцающих огней, красные огни в центре. <BR>Складной стабилизатор|Кольцо из серебряных форсов, кольцо из серебряных мерцающих огней, красные огни в центре. <BR>Складной стабилизатор<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/FaFCoycdnl4?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс251.jpg|1|Количество залпов:1:1^Калибр, дюйм:3:2^Высота, м.:100:3^Время, сек.:0:4||new||||2|1^4^5^6|1|1|
127|1|Огненные пчёлы|5^36|588.00|0|323.40||||||Р3010|Р3010|1|1|12|10|30||||||4.500000|2.800000|2.800000|0.400000||1|||2|2|1|за 1 бл.из 10 уп.по 12 шт.|1|ЩШ01.А.00027        |ЩШ01.А.00027 0464045 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 22.08.2017-21.08.2020                                                                                                                             |10130080/180517/0011277  |уп.|58.80|Взлетает, жужжит, разбрасывает искры, вспыхивает зеленым огоньком|Взлетает, жужжит, разбрасывает искры, вспыхивает зеленым огоньком<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/wIvq8rgRYOk?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/р3010.jpg^http://ogonek.beget.tech/images/р3010-1.jpg|1|||new||||2|1^4^5^6|1|1|
130|1|Лунный цветок|5^36|118.00|0|64.90||||||Р3110|Р3110|1|1|6|1|120||||||11.000000|6.900000|6.900000|0.116667||1|||1|1|1|за 1 уп.из 6 шт.|1|ЩШ01.А.00027        |ЩШ01.А.00027 0464045 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 22.08.2017-21.08.2020                                                                                                                             |10130080/180517/0011277  |шт.|19.67|Взлетает, разбрасывает огненные искры, образует цветной круг|Взлетает, разбрасывает огненные искры, образует цветной круг<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/9HCXthHrxVY?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/р3110.jpg^http://ogonek.beget.tech/images/р3110-1.jpg^http://ogonek.beget.tech/images/р3110-2.jpg|1|||new||||2|1^4^5^6|1|1|
131|1|Акробат|5^36|85.00|0|46.75||||||Р3200|Р3200|1|1|4|1|250||||||0.000000|0.000000|0.000000|0.072000||1|||1|1|1|за 1 уп.из 4 шт.|1|СЗ25.А.00031        |СЗ25.А.00031 0155671 ООО "Северо-Западная НПЛ" ООО "Русский фейерверк" RR-01/16 от 02.02.2016 06.10.2016-05.10.2019                                                                                                                                       |10130080/180517/0011277  |шт.|21.25||<br><BR>||||||||1|||1|http://ogonek.beget.tech/images/p3200.jpg|1|||new||||2|1^4^5^6|1|1|
134|1|Супер жук|5^35|772.00|0|424.60||||||Р3530|Р3530|1|1|6|12|20||||||5.300000|1.600000|1.600000|0.700000||1|||2|2|1|за 1 бл.из 12 уп.по 6 шт.|1|ЩШ01.А.00027        |ЩШ01.А.00027 0464045 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 22.08.2017-21.08.2020                                                                                                                             |10130080/180517/0011277  |уп.|64.33|Вертится, образуя круг красного, зеленого, желтого огня, хлопает|Вертится, образуя круг красного, зеленого, желтого огня, хлопает<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/bthR1d1K3kY?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/р3530.jpg^http://ogonek.beget.tech/images/р3530-1.jpg^http://ogonek.beget.tech/images/р3530-2.jpg|1|||new||||2|1^4^5^6|1|1|
136|1|Мега-Супер-Жук|5^5^35^35^40|112.00|0|55.00||||||РС109|РС109|1|3|4|1|108||||||8.000000|2.400000|5.500000|0.101852||1|||1|1|1|за 1 уп.из 4 шт.|1|ЦЦ09.А.00698        |ЦЦ09.А.00698 0159065 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-02/17 от 08.02.2017 07.09.2017-06.09.2020                                                                                                                                                             |10130080/160615/0011510  |шт.|28.00|Огненный волчок – при вращении меняет цвет  огня: красный, зеленый, желтый. <BR>Вращение заканчивается взрывом.|Огненный волчок – при вращении меняет цвет  огня: красный, зеленый, желтый. <BR>Вращение заканчивается взрывом.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/AHYG4LYcU-s?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс109.jpg|1|||new||||2|1^4^5^6|1|1|
137|1|Дикие пчёлы (летающая вертушка)|5^36|73.00|0|40.15||||||РС140|РС140|1|3|12|1|240||||||13.600000|2.000000|6.700000|0.042292||1|||1|1|1|за 1 уп.из 12 шт.|1|ЦЦ09.А.00704        |ЦЦ09.А.00704 0159071 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-02/17 от 08.02.2017 08.09.2017-07.09.2020                                                                                                                                                             |10130080/230617/0014265  |шт.|6.08|Взлетает с огненными искрами и жужжит.|Взлетает с огненными искрами и жужжит.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/jbrvbBp6ewk?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс140.jpg|1|||new||||2|1^4^5^6|1|1|
139|1|Волшебный мотылёк|5^36|232.00|0|127.60||||||РС142|РС142|1|3|12|1|60||||||24.000000|2.000000|14.000000|0.166667||1|||1|1|1|за 1 уп.из 12 шт.|1|ЦЦ09.А.00704        |ЦЦ09.А.00704 0159071 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-02/17 от 08.02.2017 08.09.2017-07.09.2020                                                                                                                                                             |10130080/230617/0014265  |шт.|19.33|Взлетает с огненными искрами,  ускоряется и жужжит.|Взлетает с огненными искрами,  ускоряется и жужжит.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/rYBsmsG_ofk?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс142.jpg|1|||new||||2|1^4^5^6|1|1|
140|1|Майский жук|5^36|291.00|0|160.05||||||РС144|РС144|1|3|6|1|36||||||33.000000|3.000000|16.000000|0.277778||1|||1|1|1|за 1 уп.из 6 шт.|1|ЦЦ09.А.00697        |ЦЦ09.А.00697 0159064 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-02/17 от 08.02.2017 28.08.2017-27.08.2020                                                                                                                                                             |10130080/230617/0014265  |шт.|48.50|взлетает с шумом, разбрасывает огненные искры, горит фиолетовым, потом  зеленым огнем, в конце полета   взрывается с сильным хлопком|взлетает с шумом, разбрасывает огненные искры, горит фиолетовым, потом  зеленым огнем, в конце полета   взрывается с сильным хлопком<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/_iBkuycA-wc?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс144.jpg|1|||new||||2|1^4^5^6|1|1|
