Product ID|Active (0/1)|Name *|Categories (x,y,z...)|Price|Макс скидка|Налог ID|Оптовая цена|Распродажа (0/1)|Величина скидки|Процент скидки|Скидка с (yyyy-mm-dd)|Скидка по (yyyy-mm-dd)|Артикул|Артикул поставщика|Поставщик|Производитель|R1|R2|R3|Годен до|Срок годности|Осн. категория|Акционный?|Розн.наим.|К-нт для розницы|Розн.цена|Розн.ед.изм.|Для агенств|Объем коробки|Штрих EAN13|Штрих EAN13|Штрих EAN13|Штрих UPC|Экол. налог|Ширина|Высота|Глубина|Вес|Кол-во|Мин. кол-во|Видимость|Доп расходы доставка|Ед. изм|Ед. изм Пост|К-нт передачи|Текст фасовки|Страна происх.|Сертификат|Сертификат полный|ГТД|Ед. изм 2|Цена|Короткое описание|Описание|Метки (x,y,z...)|Meta title|Meta keywords|Meta description|URL rewritten|Текст в наличии|Текст на заказ|Доступен (0/1)|Дата доступен|Дата создания|Отображать цену (0/1)|URL фото (x,y,z...)|Удалить фото (0/1)|Характеристика (Name:Value:Position)|Доступен только онлайн (0/1)|Состояние|Настраиваемый (0 = No, 1 = Yes)|Загружаемые файлы (0 = No, 1 = Yes)|Текстовые поля (0 = No, 1 = Yes)|Действия когда нет в наличии|ID магазина|Расширенное управление (0 = No, 1 = Yes)|Количество (0 = Страница, 1 = Склад)|Склад ID
340|1|Золотая серия 100 (1,25" х 100)|9^66^72^75^107^114^122|10600.00|100|0|5830.00||||||А7610|А7610|1|10|1|1|1|01-19|2|7|0|Золотая серия 100|1|13800.00|0|0|0.025700||||||39.000000|23.000000|39.000000|12.080000||1|||0|0|1|за 1 шт.|1|ЦЦ07.А.00418        |ЦЦ07.А.00418 0329104 НПЭБиС "Пиротекс" ЗАО "НПП "Русперфоратор" RPК-032 от 12.02.2015 13.10.2015-12.10.2018                                                                                                                                               |10130080/230615/0014265  |||на нижнем уровне золотое мерцание, золотой бурак в синих жемчужинах; на верхнем уровне трещащее золотое мерцание, эффект тысячи хризантем.|на нижнем уровне золотое мерцание, золотой бурак в синих жемчужинах; на верхнем уровне трещащее золотое мерцание, эффект тысячи хризантем.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/diDFvEol9NA?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Золотая серия 100 (1,25" х 100) А7610 ОПТОМ                                                                                                                                                                                                   |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Золотая серия 100 (1,25" х 100) А7610 ОПТОМ по самым низким ценам!                                                                                                                                                     ||||1|||1|http://cx14726.tmweb.ru/images/a7610.jpg|1|Количество залпов:100:1^Калибр, дюйм:1.25:2^Высота, м.:30:3^Время, сек.:58:4||new||||2|1|1|1|
341|1|Дикая орхидея (1,25" х 100)|9^66^71^82^83^107^114^122|10600.00|100|0|5830.00||||||А7611|А7611|1|10|1|1|1|01-19|2|7|0|Дикая орхидея|1|13800.00|0|0|0.025700||||||39.000000|23.000000|39.000000|16.750000||1|||0|0|1|за 1 шт.|1|ЦЦ07.А.00418        |ЦЦ07.А.00418 0329104 НПЭБиС "Пиротекс" ЗАО "НПП "Русперфоратор" RPК-032 от 12.02.2015 13.10.2015-12.10.2018                                                                                                                                               |10130080/230615/0014265  |||Свистящие вертушки раскрываются синими звездами и красными хризантемами.|Свистящие вертушки раскрываются синими звездами и красными хризантемами.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/wmV-S_L0pUI?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Дикая орхидея (1,25" х 100) А7611 ОПТОМ                                                                                                                                                                                                       |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Дикая орхидея (1,25" х 100) А7611 ОПТОМ по самым низким ценам!                                                                                                                                                         ||||1|||1|http://cx14726.tmweb.ru/images/a7611.jpg|1|Количество залпов:100:1^Калибр, дюйм:1.25:2^Высота, м.:30:3^Время, сек.:58:4||new||||2|1|1|1|
342|1|Жемчужные волны (1,25" х 100)|9^66^72^73^107^114^122|10600.00|100|0|5830.00||||||А7612|А7612|1|10|1|1|1|01-19|2|7|0|Жемчужные волны|1|13800.00|0|0|0.025700||||||39.000000|23.000000|39.000000|12.430000||1|||0|0|1|за 1 шт.|1|ЦЦ07.А.00418        |ЦЦ07.А.00418 0329104 НПЭБиС "Пиротекс" ЗАО "НПП "Русперфоратор" RPК-032 от 12.02.2015 13.10.2015-12.10.2018                                                                                                                                               |10130080/230615/0014265  |||на нижнем уровне золотой трещащий бурак, на верхнем уровне красные и зеленые звезды раскрываются золотыми шипящими кокосами с красными и зелеными георгинами. В финале одновременный залп нескольких зарядов.|на нижнем уровне золотой трещащий бурак, на верхнем уровне красные и зеленые звезды раскрываются золотыми шипящими кокосами с красными и зелеными георгинами. В финале одновременный залп нескольких зарядов.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/HFsSNdqooLs?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Жемчужные волны (1,25" х 100) А7612 ОПТОМ                                                                                                                                                                                                     |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Жемчужные волны (1,25" х 100) А7612 ОПТОМ по самым низким ценам!                                                                                                                                                       ||||1|||1|http://cx14726.tmweb.ru/images/a7612.jpg|1|Количество залпов:100:1^Калибр, дюйм:1.25:2^Высота, м.:30:3^Время, сек.:58:4||new||||2|1|1|1|
343|1|В гостях у сказки (1,25" х 100)|9^66^71^72^73^85^87^107^114^122|10600.00|100|0|5830.00||||||А7613|А7613|1|10|1|1|1|01-19|2|7|0|В гостях у сказки|1|13800.00|0|0|0.025700||||||39.000000|23.000000|39.000000|18.680000||1|||0|0|1|за 1 шт.|1|ЦЦ07.А.00418        |ЦЦ07.А.00418 0329104 НПЭБиС "Пиротекс" ЗАО "НПП "Русперфоратор" RPК-032 от 12.02.2015 13.10.2015-12.10.2018                                                                                                                                               |10130080/230615/0014265  |||на нижнем уровне золотой трещащий бурак, на верхнем уровне синие звезды раскрываются большими золотыми кокосами в серебряном мерцании с сине-красными падающими листьями. В финале одновременный залп нескольких зарядов.|на нижнем уровне золотой трещащий бурак, на верхнем уровне синие звезды раскрываются большими золотыми кокосами в серебряном мерцании с сине-красными падающими листьями. В финале одновременный залп нескольких зарядов.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/yr4xMGHtjgA?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов В гостях у сказки (1,25" х 100) А7613 ОПТОМ                                                                                                                                                                                                   |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов В гостях у сказки (1,25" х 100) А7613 ОПТОМ по самым низким ценам!                                                                                                                                                     ||||1|||1|http://cx14726.tmweb.ru/images/a7613.jpg|1|Количество залпов:100:1^Калибр, дюйм:1.25:2^Высота, м.:30:3^Время, сек.:58:4||new||||2|1|1|1|
344|1|Новогодняя карусель (1,25"х100)|9^66^71^74^78^87^107^109^114^122|10600.00|100|0|5830.00||||||А7616|А7616|1|10|1|1|1|01-19|2|7|1|Новогод. Карусель|1|13800.00|0|1|0.000000||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|1|ПИ01.А00005         |ПИ01.А00005 0465029 "ПИРОТЕКС" АО "НПП "Русперфоратор" RPK-028 от 01.10.2012 06.10.2016-30.01.2019                                                                                                                                                        |10130080/230615/0014265  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/fTTVQeF5-GU?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Новогодняя карусель (1,25"х100) А7616 ОПТОМ                                                                                                                                                                                                   |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Новогодняя карусель (1,25"х100) А7616 ОПТОМ по самым низким ценам!                                                                                                                                                     ||||1|||1|http://cx14726.tmweb.ru/images/a7616.jpg|1|Количество залпов:100:1^Калибр, дюйм:1.25:2^Время, сек.:0:4||new||||2|1|1|1|
345|1|Карнавальная ночь (1,25"х100)|9^66^107^114^122|10600.00|100|0|5830.00||||||А7617|А7617|1|10|1|1|1|01-19|2|7|1|Карнавальная ночь|1|13800.00|0|1|0.000000||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|1|ПИ01.А00005         |ПИ01.А00005 0465029 "ПИРОТЕКС" АО "НПП "Русперфоратор" RPK-028 от 01.10.2012 06.10.2016-30.01.2019                                                                                                                                                        |10130080/230615/0014265  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/Ew60LV1G-7M?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Карнавальная ночь (1,25"х100) А7617 ОПТОМ                                                                                                                                                                                                     |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Карнавальная ночь (1,25"х100) А7617 ОПТОМ по самым низким ценам!                                                                                                                                                       ||||1|||1|http://cx14726.tmweb.ru/images/a7617.jpg|1|Количество залпов:100:1^Калибр, дюйм:1.25:2^Время, сек.:0:4||new||||2|1|1|1|
346|1|Поле Чудес (1,25"х100)|9^66^71^85^87^107^114^122|10600.00|100|0|5830.00||||||А7618|А7618|1|10|1|1|1|01-19|2|7|1|Поле Чудес|1|13800.00|0|1|0.000000||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|1|ПИ01.А00005         |ПИ01.А00005 0465029 "ПИРОТЕКС" АО "НПП "Русперфоратор" RPK-028 от 01.10.2012 06.10.2016-30.01.2019                                                                                                                                                        |10130080/230615/0014265  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/2p8pZC0-gdE?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Поле Чудес (1,25"х100) А7618 ОПТОМ                                                                                                                                                                                                            |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Поле Чудес (1,25"х100) А7618 ОПТОМ по самым низким ценам!                                                                                                                                                              ||||1|||1|http://cx14726.tmweb.ru/images/a7618.jpg|1|Количество залпов:100:1^Калибр, дюйм:1.25:2^Время, сек.:0:4||new||||2|1|1|1|
347|1|Малиновые сны (1,25"х150)|9^66^73^107^114^123|16000.00|100|0|8800.00||||||А7619|А7619|1|10|1|1|1|01-19|2|7|1|Малиновые сны|1|19800.00|0|1|0.000000||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|1|ПИ01.А00005         |ПИ01.А00005 0465029 "ПИРОТЕКС" АО "НПП "Русперфоратор" RPK-028 от 01.10.2012 06.10.2016-30.01.2019                                                                                                                                                        |10130080/230615/0014265  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/7eyuVzbcFIg?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Малиновые сны (1,25"х150) А7619 ОПТОМ                                                                                                                                                                                                         |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Малиновые сны (1,25"х150) А7619 ОПТОМ по самым низким ценам!                                                                                                                                                           ||||1|||1|http://cx14726.tmweb.ru/images/a7619.jpg|1|Количество залпов:150:1^Калибр, дюйм:1.25:2^Время, сек.:0:4||new||||2|1|1|1|
352|1|Москва Златоглавая (1,25" х 150)|9^66^73^107^114^123|16000.00|100|0|8800.00||||||А7642|А7642|1|10|1|1|1|01-19|2|7|1|Москва Златоглав.|1|19800.00|0|1|0.025700||||||58.500000|23.000000|38.000000|12.550000||1|||0|0|1|за 1 шт.|1|ЦЦ07.А.00420        |ЦЦ07.А.00420 0329108 НПЭБиС "Пиротекс" ЗАО "НПП "Русперфоратор" RPК-032 от 12.02.2015 19.10.2015-18.10.2018                                                                                                                                               |10130080/230615/0014265  |||Красные звезды раскрываются красными георгинами в серебряном мерцании, зеленые звезды раскрываются цветными кокосами в мерцании, красные кометы раскрываются кокосами, в финале - залп комет раскрывается мерцающей ивой|Красные звезды раскрываются красными георгинами в серебряном мерцании, зеленые звезды раскрываются цветными кокосами в мерцании, красные кометы раскрываются кокосами, в финале - залп комет раскрывается мерцающей ивой<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/8Z7SyS784Rc?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Москва Златоглавая (1,25" х 150) А7642 ОПТОМ                                                                                                                                                                                                  |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Москва Златоглавая (1,25" х 150) А7642 ОПТОМ по самым низким ценам!                                                                                                                                                    ||||1|||1|http://cx14726.tmweb.ru/images/a7642.jpg|1|Количество залпов:150:1^Калибр, дюйм:1.25:2^Высота, м.:30:3^Время, сек.:55:4||new||||2|1|1|1|
354|1|Ромео и Джульетта (1,25"х150)|9^66^71^82^107^114^123|16000.00|100|0|8800.00||||||А7644|А7644|1|10|1|1|1|01-19|2|7|1|Ромео и Джульетта|1|19800.00|0|1|0.000000||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|1|ПИ01.А00005         |ПИ01.А00005 0465029 "ПИРОТЕКС" АО "НПП "Русперфоратор" RPK-028 от 01.10.2012 06.10.2016-30.01.2019                                                                                                                                                        |10130080/230615/0014265  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/Nj7K3irYmIk?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Ромео и Джульетта (1,25"х150) А7644 ОПТОМ                                                                                                                                                                                                     |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Ромео и Джульетта (1,25"х150) А7644 ОПТОМ по самым низким ценам!                                                                                                                                                       ||||1|||1|http://cx14726.tmweb.ru/images/a7644.jpg|1|Количество залпов:150:1^Калибр, дюйм:1.25:2^Время, сек.:0:4||new||||2|1|1|1|
