Артикул|Кол-во|Склад ID
ПТ201060|22|2
Р1084|22|2
Р1320|22|2
РС110|22|2
РС135|22|2
РС138|22|2
Р2440|22|2
РС220|22|2
РС230|22|2
РС261|22|2
Р3010|22|2
Р3020|22|2
Р3520|22|2
Р3530|22|2
РС150|22|2
РС160|22|2
Р4222|22|2
Р4390|22|2
Р4816|22|2
РС171|22|2
РС174|22|2
РС175|22|2
РС461|22|2
РС492|22|2
Р5080|22|2
Р5300|22|2
Р5543|22|2
РС500|22|2
РС505|22|2
РС506|22|2
РС530|22|2
РС570|22|2
РС572|22|2
Р6210|22|2
Р6290|22|2
РС680|22|2
РС680|22|2
Е-С210|22|2
Е-С401|22|2
РС601|22|2
РС607|22|2
РС702|22|2
РС741|22|2
РС884|22|2
РС886|22|2
ТР151|22|2
ТР152|22|2
ТР154|22|2
ТР162|22|2
ТР163|22|2
ТР164|22|2
Р1900|22|2
ФДБ|22|2
ФДЖ|22|2
ФДЗ|22|2
ФДО|22|2
ФДС|22|2
ФОЗ|22|2
ФОК|22|2
ФОС|22|2
