Артикул|Объем коробки2170|0.000000
Р4115|0.046000
Р4120|0.047000
Р4206|0.055000
Р4210|0.057000
Р4213|0.019000
Р4350|0.000000
Р4810|0.057000
Р4830|0.000000
Р4840|0.000000
Р5510|0.033000
Р5512|0.039000
Р5516|0.052000
Р5540|0.032000
Р5541|0.032000
Р5604|0.052000
Р5606|0.054000
Р5720|0.000000
Р5726|0.051000
Р5800|0.044000
Р6210|0.068000
Р6260|0.000000
Р6290|0.000000
Р6720|0.042000
Р6780|0.040000
Р6820|0.000000
Р7010|0.043000
Р7040|0.021000
Р7045|0.029000
Р7064|0.040000
Р7065|0.041000
Р7130|0.032000
Р7150|0.025000
Р7160|0.041000
Р7200|0.051000
Р7205|0.000000
Р7210|0.044000
Р7215|0.037000
Р7220|0.000000
Р7300|0.047000
Р7302|0.039000
Р7311|0.056000
Р7312|0.044000
Р7321|0.041000
Р7324|0.067000
Р7325|0.045000
Р7326|0.035000
Р7328|0.053000
Р7333|0.026000
Р7340|0.052000
Р7342|0.034000
Р7350|0.059000
Р7360|0.038000
Р7453|0.037000
Р7456|0.086000
Р7460|0.073000
Р7462|0.000000
Р7463|0.041000
Р7468|0.000000
Р7471|0.044000
Р7473|0.058000
Р7482|0.058000
Р7486|0.041000
Р7491|0.061000
Р7494|0.040000
Р7500|0.049000
Р7502|0.044000
Р7511|0.046000
Р7513|0.042000
Р7545|0.034000
Р7556|0.044000
Р7563|0.000000
Р7564|0.070000
Р7591|0.043000
Р7592|0.090000
Р7593|0.043000
Р7612|0.116000
Р7690|0.046000
Р7700|0.042000
Р7750|0.064000
Р7808|0.064000
Р7812|0.041000
Р7822|0.055000
Р7832|0.053000
Р7844|0.063000
Р7926|0.035000
Р7951|0.000000
Р7956|0.000000
Р8180|0.000000
Р8272|0.000000
Р8315|0.000000
Р8452|0.000000
Р8463|0.000000
Р8605|0.000000
Р8700|0.000000
Р9020|0.083000
Р9033|0.090000
Р9060|0.061500
Р9062|0.059500
Р9063|0.060000
Р9064|0.057500
Р9100|0.091000
РС018|0.026000
РС020|0.000000
РС021|0.000000
РС024|0.000000
РС025|0.000000
РС026|0.000000
РС027|0.000000
РС106|0.000000
РС107|0.059000
РС108|0.040000
РС109|0.018000
РС110|0.047000
РС111|0.029000
РС121|0.031000
РС122|0.000000
РС123|0.053000
РС126|0.000000
РС128|0.000000
РС130|0.066000
РС131|0.049000
РС132|0.033000
РС133|0.046000
РС137|0.032000
РС138|0.129000
РС140|0.059000
РС142|0.054000
РС144|0.054000
РС148|0.037000
РС149|0.074000
РС170|0.103700
РС171|0.054000
РС172|0.000000
РС174|0.044000
РС220|0.044000
РС230|0.065000
РС231|0.061000
РС240|0.067000
РС245|0.000000
РС250|0.126000
РС251|0.092500
РС345|0.000000
РС347|0.042000
РС455|0.026000
РС456|0.000000
РС459|0.059300
РС461|0.055000
РС462|0.029000
РС463|0.048000
РС470|0.066000
РС471|0.000000
РС473|0.062000
РС474|0.067000
РС475|0.000000
РС476|0.000000
РС478|0.075000
РС479|0.000000
РС480|0.089000
РС481|0.089000
РС484|0.056000
РС492|0.067000
РС494|0.062000
РС500|0.058000
РС501|0.058000
РС502|0.058000
РС503|0.042000
РС507|0.042000
РС508|0.042000
РС511|0.040000
РС513|0.042000
РС514|0.042000
РС515|0.042000
РС516|0.029000
РС517|0.037000
РС518|0.044000
РС519|0.043000
РС520|0.058000
РС521|0.058300
РС522|0.039000
РС530|0.058000
РС531|0.058000
РС532|0.042000
РС533|0.042000
РС534|0.036000
РС535|0.052000
РС540|0.058000
РС541|0.053000
РС542|0.051000
РС550|0.055000
РС551|0.056000
РС552|0.042000
РС553|0.048000
РС554|0.048000
РС565|0.000000
РС566|0.026000
РС603|0.053000
РС604|0.040000
РС605|0.040500
РС606|0.040000
РС608|0.052000
РС610|0.041000
РС611|0.061000
РС613|0.041000
РС614|0.041000
РС615|0.041000
РС620|0.070300
РС621|0.035000
РС622|0.042000
РС623|0.052000
РС625|0.040000
РС627|0.035000
РС629|0.035000
РС640|0.000000
РС657|0.000000
РС659|0.058000
РС680|0.066000
РС682|0.072000
РС684|0.000000
РС686|0.020000
РС691|0.033000
РС692|0.031000
РС693|0.046000
РС702|0.042000
РС703|0.040500
РС704|0.033000
РС705|0.026000
РС706|0.049000
РС707|0.064700
РС715|0.000000
РС716|0.041000
РС717|0.035000
РС719|0.035000
РС720|0.035000
РС722|0.046300
РС723|0.033000
РС725|0.065000
РС726|0.065000
РС727|0.046000
РС728|0.000000
РС741|0.085000
РС742|0.063000
РС743|0.061000
РС781|0.000000
РС801|0.099500
РС805|0.050000
РС806|0.050000
РС807|0.040000
РС808|0.048700
РС809|0.049000
РС810|0.049000
РС811|0.048700
РС818|0.050700
РС819|0.050500
РС821|0.040000
РС822|0.040000
РС824|0.050700
РС825|0.053500
РС828|0.053000
РС831|0.054500
РС836|0.054500
РС840|0.050000
РС871|0.000000
РС890|0.000000
РС900|0.000000
РС901|0.000000
РТ210|0.036000
РТ211|0.036000
РТ303|0.052000
РТ305|0.058000
РФ103|0.120000
С059|0.000000
С066|0.000000
СРС005|0.000000
ТР104|0.016000
ТР107|0.038000
ТР108|0.038000
ТР109|0.016000
ТР110|0.016000
ТР111|0.040000
ТР112|0.040000
ТР114|0.027000
ТР115|0.027000
ТР151|0.009000
ТР152|0.008000
ТР154|0.009000
ТР155|0.010000
ТР156|0.010000
ТР157|0.010000
ТР158|0.010000
ТР160|0.010000
ТР161|0.010000
ТР162|0.012000
ТР163|0.012000
ТР164|0.008000
ТР705|0.009000
ТР707|0.009000
ТР708|0.009000
ТР709|0.009000
ТС610|0.035000
ТС620|0.032000
ТС630|0.034000
ТС641|0.041000
ТС642|0.041000
ТС643|0.029000
ТС652|0.041000
ТС653|0.041000
ТС661|0.035000
ТС662|0.038000
ТС671|0.000000
ТС681|0.035000
ТС682|0.035000
ТС710|0.054000
ТС720|0.033000
ТС730|0.064700
ТС741|0.051800
ТС742|0.052000
ТС752|0.050000
ТС761|0.033000
ТС831|0.038000
ТС832|0.054000
ТС841|0.044000
ТС842|0.040000
ТС851|0.053700
ТС861|0.057000
ФДЖ|0.025700
ФДО|0.025700
ФДС|0.025700
ФОЖ|0.025700
ФОК|0.025700
ФОС|0.025700
брил40бел|0.025700
овал31бел|0.025700
цил40бел|0.025700
