Артикул|Объем коробки2170|0.000000
2402|0.000000
2406|0.000000
2408|0.000000
2410|0.000000
2412|0.000000
2415|0.000000
2451|0.000000
DF701010048|0.000000
DF701012020|0.026000
DF701012100|0.000000
DF701015025|0.026000
DF702015050|0.000000
F11049|0.000000
K00203|0.000000
K00204|0.000000
K00208|0.000000
K0202-1|0.000000
K0202-2|0.000000
K0204CE|0.000000
R0445|0.000000
R09012|0.000000
S01002|0.000000
TKF358|0.000000
TKF361|0.000000
TXB021|0.000000
TXB022|0.000000
TXB038|0.000000
TXB039|0.000000
TXB045|0.000000
TXB070|0.000000
TXB071|0.000000
TXB073|0.000000
TXB093|0.000000
TXB132|0.000000
TXB133|0.000000
TXB171|0.000000
TXB172|0.000000
TXB173|0.000000
TXB174|0.000000
TXB189|0.000000
TXB205|0.000000
TXB206|0.000000
TXB216|0.000000
TXB271|0.000000
TXB280C|0.000000
TXB284|0.000000
TXB293|0.000000
TXB315|0.000000
TXB316|0.000000
TXB389|0.000000
TXB394|0.000000
TXB422|0.000000
TXB462|0.000000
TXB497|0.000000
TXB498|0.000000
TXB561|0.000000
TXB592|0.000000
TXB603|0.000000
TXB644|0.000000
TXB646|0.000000
TXB662|0.000000
TXB664|0.000000
TXB667|0.000000
TXB756|0.000000
TXB801|0.000000
TXB821|0.000000
TXB826|0.000000
TXB827|0.000000
TXB828|0.000000
TXB849|0.000000
TXB906|0.000000
TXB908|0.000000
TXC494|0.000000
TXC495|0.000000
TXC842|0.000000
TXD484|0.000000
TXF359|0.000000
TXF426|0.000000
TXF637|0.000000
TXF748-А|0.000000
TXF837|0.000000
TXF838|0.000000
TXM434|0.000000
TXP001|0.000000
TXP066|0.000000
TXP082|0.000000
TXP226|0.000000
TXP384|0.000000
TXP485|0.000000
TXP786|0.000000
TXR141|0.000000
TXR371|0.000000
TXR606|0.000000
YHW009|0.000000
А7528|0.000000
А7600|0.000000
А7605|0.025700
А7606|0.025700
А7609|0.025700
А7610|0.025700
А7611|0.025700
А7612|0.025700
А7613|0.025700
А7616|0.000000
А7617|0.000000
А7618|0.000000
А7619|0.000000
А7642|0.025700
А7644|0.000000
А7667|0.000000
А7668|0.000000
БСП0530012|0.025700
Е-С226|0.026000
Е-С350|0.026000
Е-С440|0.026000
Е-С463|0.000000
Е-С535|0.000000
Е-С650|0.026000
Е-С680|0.000000
ЕС217|0.025700
ЕС300|0.025700
ЕС301|0.025700
ЕС304|0.025700
ЕС307|0.025700
ЕС308|0.025700
ЕС315|0.025700
Р1030|0.026000
Р1040|0.043000
Р1050|0.051000
Р1060|0.150000
Р1080|0.036000
Р1082|0.046000
Р1084|0.082000
Р1090|0.088000
Р1106|0.032000
Р1202|0.037000
Р1400|0.042000
Р1600|0.027000
Р1750|0.000000
Р1751|0.000000
Р1752|0.000000
Р1753|0.000000
Р2010|0.034000
Р2300|0.047000
Р2440|0.087000
Р2600|0.099000
Р3010|0.039000
Р3020|0.052000
Р3100|0.062000
Р3110|0.089000
Р3200|0.037000
Р3520|0.026000
Р3530|0.025000
Р4066|0.034000
Р4070|0.059000
Р4110|0.046000
Р4114|0.046000
