Название заказа|ID товара|ID аттр|Цена|Количество|Скидка|Налог
Приход из FoxPro_273|526||347.10|96|0|0
Приход из FoxPro_273|528||211.90|180|0|0
Приход из FoxPro_273|533||393.25|108|0|0
Приход из FoxPro_273|534||280.80|400|0|0
Приход из FoxPro_273|538||452.40|32|0|0
Приход из FoxPro_273|559||144.95|72|0|0
Приход из FoxPro_273|569||214.50|60|0|0
Приход из FoxPro_273|576||621.40|48|0|0
Приход из FoxPro_273|581||382.20|60|0|0
Приход из FoxPro_273|582||518.70|64|0|0
Приход из FoxPro_273|584||83.20|360|0|0
Приход из FoxPro_273|587||448.50|60|0|0
Приход из FoxPro_273|588||501.80|60|0|0
Приход из FoxPro_273|606||449.80|60|0|0
Приход из FoxPro_273|607||492.70|20|0|0
Приход из FoxPro_273|610||921.05|12|0|0
Приход из FoxPro_273|615||64.35|72|0|0
Приход из FoxPro_273|643||767.52|20|0|0
Приход из FoxPro_273|649||257.40|48|0|0
Приход из FoxPro_273|664||327.60|120|0|0
Приход из FoxPro_273|665||348.40|120|0|0
Приход из FoxPro_273|667||431.60|80|0|0
Приход из FoxPro_273|670||299.00|192|0|0
Приход из FoxPro_273|671||299.00|144|0|0
Приход из FoxPro_273|696||348.40|150|0|0
Приход из FoxPro_273|701||458.25|108|0|0
Приход из FoxPro_273|715||192.40|120|0|0
Приход из FoxPro_273|717||440.05|64|0|0
Приход из FoxPro_273|720||233.35|144|0|0
Приход из FoxPro_273|723||481.00|60|0|0
Приход из FoxPro_273|725||218.40|120|0|0
Приход из FoxPro_273|729||344.50|24|0|0
Приход из FoxPro_273|730||404.30|24|0|0
Приход из FoxPro_273|734||161.85|100|0|0
Приход из FoxPro_273|737||194.35|72|0|0
Приход из FoxPro_273|741||302.25|72|0|0
Приход из FoxPro_273|742||304.85|72|0|0
Приход из FoxPro_273|743||364.00|120|0|0
Приход из FoxPro_273|747||432.25|48|0|0
Приход из FoxPro_273|752||539.50|48|0|0
Приход из FoxPro_273|753||621.40|48|0|0
Приход из FoxPro_273|754||519.35|72|0|0
Приход из FoxPro_273|761||1261.00|40|0|0
Приход из FoxPro_273|763||2210.00|8|0|0
Приход из FoxPro_273|764||2899.00|4|0|0
Приход из FoxPro_273|768||2392.00|20|0|0
Приход из FoxPro_273|771||566.80|96|0|0
Приход из FoxPro_273|773||519.35|36|0|0
Приход из FoxPro_273|783||484.90|120|0|0
Приход из FoxPro_273|785||551.85|24|0|0
Приход из FoxPro_273|791||702.00|12|0|0
Приход из FoxPro_273|792||649.35|36|0|0
Приход из FoxPro_273|794||598.00|36|0|0
Приход из FoxPro_273|796||624.00|36|0|0
Приход из FoxPro_273|798||769.60|24|0|0
Приход из FoxPro_273|806||1039.35|8|0|0
Приход из FoxPro_273|807||1445.60|12|0|0
Приход из FoxPro_273|808||1299.35|16|0|0
Приход из FoxPro_273|810||1635.40|16|0|0
Приход из FoxPro_273|834||669.50|24|0|0
Приход из FoxPro_273|837||974.35|24|0|0
Приход из FoxPro_273|838||1039.35|16|0|0
Приход из FoxPro_273|855||967.20|24|0|0
Приход из FoxPro_273|857||1547.00|8|0|0
Приход из FoxPro_273|858||1127.75|8|0|0
Приход из FoxPro_273|869||2922.40|6|0|0
Приход из FoxPro_273|876||1986.40|8|0|0
Приход из FoxPro_273|880||2353.00|8|0|0
Приход из FoxPro_273|909||3094.00|4|0|0
Приход из FoxPro_273|913||2567.50|4|0|0
Приход из FoxPro_273|965||4420.00|2|0|0
Приход из FoxPro_273|1003||3568.50|2|0|0
