Product ID|Active (0/1)|Name *|Categories (x,y,z...)|Price|Макс скидка|Налог ID|Оптовая цена|Распродажа (0/1)|Величина скидки|Процент скидки|Скидка с (yyyy-mm-dd)|Скидка по (yyyy-mm-dd)|Артикул|Артикул поставщика|Поставщик|Производитель|R1|R2|R3|Годен до|Срок годности|Осн. категория|Акционный?|Розн.наим.|К-нт для розницы|Розн.цена|Розн.ед.изм.|Для агенств|Объем коробки|Штрих EAN13|Штрих EAN13|Штрих EAN13|Штрих UPC|Экол. налог|Ширина|Высота|Глубина|Вес|Кол-во|Мин. кол-во|Видимость|Доп расходы доставка|Ед. изм|Ед. изм Пост|К-нт передачи|Текст фасовки|Страна происх.|Сертификат|Сертификат полный|ГТД|Ед. изм 2|Цена|Короткое описание|Описание|Метки (x,y,z...)|Meta title|Meta keywords|Meta description|URL rewritten|Текст в наличии|Текст на заказ|Доступен (0/1)|Дата доступен|Дата создания|Отображать цену (0/1)|URL фото (x,y,z...)|Удалить фото (0/1)|Характеристика (Name:Value:Position)|Доступен только онлайн (0/1)|Состояние|Настраиваемый (0 = No, 1 = Yes)|Загружаемые файлы (0 = No, 1 = Yes)|Текстовые поля (0 = No, 1 = Yes)|Действия когда нет в наличии|ID магазина|Расширенное управление (0 = No, 1 = Yes)|Количество (0 = Страница, 1 = Склад)|Склад ID
1490|1|Для уважаемых людей (202 : 1,0"  1,2")|9^68^71^72^75^80^107^114^124|27858.00|100|0|15321.90||||||РС914|РС914|1|3|1|1|1|04-21|3|7|0|Для уважаемых людей (202 : 1,0"  1,2"  веерные зал|1|0.00|0|0|0.000000||||||65.000000|22.500000|44.000000|25.000000||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00687        |ЦЦ09.А.00687 0159054 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RR-02/17 от 08.02.2017 22.08.2017-21.08.2020                                                                                                                                                             |10130080/230617/0014265  |||2 уровня. 12 эффектов. <BR>Нижний уровень. <BR>1. искристые  трещащие трассы (веер);<BR>2. букеты из красных мерцающих огней;<BR>3. букеты из золотых мерцающих огней.<BR>Верхний уровень.<BR>Разноцветные кометы разрываются сферами из: <BR>4. красных огней и шуршащих серебряных искристых форсов;<BR>5. зеленых мерцающих огней и шуршащих серебряных искристых форсов;<BR>6. золотых форсов и красных мерцающих огней;<BR>7. золотых форсов и белых мерцающих огней;<BR>8.красных, зеленых и серебряных мерцающих огней;<BR>9. крупных зеленых и красных мерцающих огней;<BR>10. крупных зеленых и золотых мерцающих огней;<BR>11. красных огней и золотых форсов с серебряными искрами (веер);<BR>12. голубых огней и множества трещащих сфер (веер).|2 уровня. 12 эффектов. <BR>Нижний уровень. <BR>1. искристые  трещащие трассы (веер);<BR>2. букеты из красных мерцающих огней;<BR>3. букеты из золотых мерцающих огней.<BR>Верхний уровень.<BR>Разноцветные кометы разрываются сферами из: <BR>4. красных огней и шуршащих серебряных искристых форсов;<BR>5. зеленых мерцающих огней и шуршащих серебряных искристых форсов;<BR>6. золотых форсов и красных мерцающих огней;<BR>7. золотых форсов и белых мерцающих огней;<BR>8.красных, зеленых и серебряных мерцающих огней;<BR>9. крупных зеленых и красных мерцающих огней;<BR>10. крупных зеленых и золотых мерцающих огней;<BR>11. красных огней и золотых форсов с серебряными искрами (веер);<BR>12. голубых огней и множества трещащих сфер (веер).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/P1FRvbE-aHc?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Для уважаемых людей (202 : 1,0"; 1,2") РС914 ОПТОМ                                                                                                                                                                                            |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Для уважаемых людей (202 : 1,0"; 1,2") РС914 ОПТОМ по самым низким ценам!                                                                                                                                              ||||1|||1|http://cx14726.tmweb.ru/images/рс914.jpg|1|Количество залпов:202:1^Калибр, дюйм:1-1.2:2^Высота, м.:60:3^Время, сек.:85:4||new||||2|1^9|1|1|
