Имя;Артикул;r1 Штук в упаковке ;r2 Упаковок в блоке ;r3 Блоков в коробке;Краткое описание;Описание;Закупочная цена без НДС;Цена без налогов или Цена c налогами;Розничная цена без НДС;Налоговые правила;Мета-заголовок;Мета описание;Категории (x,y,z...);Основная категория;ID / Название магазина ;Расширенное Управление Запасами ;В зависимости от наличия ;Артикул поставщика №;Поставщик;Производитель
"ПАЛЬМИРА (1""-1,2"" x 369)";БСК0236910-12;1;1;1;<p>Более 20 эффектов.</p>;<p>Более 20 эффектов.</p>;26700;;26700;1;"ПАЛЬМИРА (1"";1.2"" x 369)";БСК0236910-12;9,107,114,65,64,124;9;1,14,16;1;1;БСК0236910-12;1;5
