Артикул №;Имя;Категории (x,y,z...);Цена без налогов или Цена c налогами;Макс скидка;ID налога;Оптовая цена;Артикул поставщика №;Поставщик;Производитель;r1;r2;r3;Основная категория;Минимальное количество;Единица измерения;Единица измерения поставщика;Описание фасовки;Единица измерения для цены товара;Цена;Краткое описание;Описание;Метки (x,y,z...);Мета-заголовок;Мета ключевые слова;Мета описание;URL изображений (x,y,z...);Действия когда нет в наличии;ID / Название магазина ;Расширенное Управление Запасами ;В зависимости от наличия ;Склад 
D0440;Свеча бенгальская 400 мм, набор 4 шт;10;130,00;;0;58,50;D0440;1;16;;;;10;;;;;;;Разлетающиеся сверкающие искры;;;Свеча бенгальская 400 мм, набор 4 шт;;Разлетающиеся сверкающие искры;/img/Divo/D0440.jpg;2;;1;1;
