Артикул|Кол-во|Склад ID
ПТ201060|16|1
Р1084|16|1
Р1320|16|1
РС110|16|1
РС135|16|1
РС138|16|1
Р2440|16|1
РС220|16|1
РС230|16|1
РС261|16|1
Р3010|16|1
Р3020|16|1
Р3520|16|1
Р3530|16|1
РС150|16|1
РС160|16|1
Р4222|16|1
Р4390|16|1
Р4816|16|1
РС171|16|1
РС174|16|1
РС175|16|1
РС461|16|1
РС492|16|1
Р5080|16|1
Р5300|16|1
Р5543|16|1
РС500|16|1
РС505|16|1
РС506|16|1
РС530|16|1
РС570|16|1
РС572|16|1
Р6210|16|1
Р6290|16|1
РС680|16|1
РС680|16|1
Е-С210|16|1
Е-С401|16|1
РС601|16|1
РС607|16|1
РС702|16|1
РС741|16|1
РС884|16|1
РС886|16|1
ТР151|16|1
ТР152|16|1
ТР154|16|1
ТР162|16|1
ТР163|16|1
ТР164|16|1
Р1900|16|1
ФДБ|16|1
ФДЖ|16|1
ФДЗ|16|1
ФДО|16|1
ФДС|16|1
ФОЗ|16|1
ФОК|16|1
ФОС|16|1
