Category ID|Active (0/1)|Name *|Parent category|Root category (0/1)|Description|Meta title|Meta keywords|Meta description|URL rewritten|Image URL|Shop ID
3|1|Петарды|2|0||||||http://cc68339.tmweb.ru/images/рс121.jpg|1^4^5^6
39|1|Фитильные|3|0|||||||1^4^5^6
40|1|Терочные|3|0|||||||1^4^5^6
32|1|С чекой|3|0|||||||1^4^5^6
31|1|Связки|3|0|||||||1^4^5^6
33|1|С эффектами|3|0|||||||1^4^5^6
4|1|Ракеты|2|0||||||http://cc68339.tmweb.ru/images/рс250.jpg|1^4^5^6
38|1|Наборы|4|0|||||||1^4^5^6
34|1|Со свистом|4|0|||||||1^4^5^6
49|1|Складные|4|0|||||||1^4^5^6
5|1|Вертушки|2|0||||||http://cc68339.tmweb.ru/images/рс140.jpg|1^4^5^6
35|1|Наземные|5|0|||||||1^4^5^6
36|1|Летающие|5|0|||||||1^4^5^6
41|1|С салютом|5|0|||||||1^4^5^6
6|1|Фонтаны|2|0||||||http://cc68339.tmweb.ru/images/рс479.jpg|1^4^5^6
37|1|Дымовые|6|0|||||||1^4^5^6
42|1|Конусные|6|0|||||||1^4^5^6
43|1|Фигурные|6|0|||||||1^4^5^6
44|1|Вращающиеся|6|0|||||||1^4^5^6
45|1|С салютом|6|0|||||||1^4^5^6
106|1|Настольные|6|0|||||||1^4^5^6
7|1|Рим.свечи|2|0||||||http://cc68339.tmweb.ru/images/рс511.jpg|1^4^5^6
108|1|По калибрам|7|0|||||||1^4^5^6
55|1|менее 0,7 дюйма|108|0|||||||1^4^5^6
50|1|0,7-0,9 дюйма|108|0|||||||1^4^5^6
51|1|1,0-1,4 дюйма|108|0|||||||1^4^5^6
52|1|более 1,4 дюйма|108|0|||||||1^4^5^6
110|1|Кол. залпов|7|0|||||||1^4^5^6
111|1|менее 8 залпов|110|0|||||||1^4^5^6
112|1|8-10 залпов|110|0|||||||1^4^5^6
113|1|более 10 залпов|110|0|||||||1^4^5^6
46|1|1 эффект|7|0|||||||1^4^5^6
47|1|Неск.эффектов|7|0|||||||1^4^5^6
48|1|Связки свечей|7|0|||||||1^4^5^6
8|1|Фестивальные шары|2|0||||||http://cc68339.tmweb.ru/images/рс682.jpg|1^4^5^6
57|1|1,5 дюйма (38 мм)|8|0|||||||1^4^5^6
58|1|1,7 дюйма (43 мм)|8|0|||||||1^4^5^6
60|1|1,9 дюйма (48 мм)|8|0|||||||1^4^5^6
59|1|2,0 дюйма (51 мм)|8|0|||||||1^4^5^6
61|1|2,5 дюйма (64 мм)|8|0|||||||1^4^5^6
9|1|Бат.салютов|2|0||||||http://cc68339.tmweb.ru/images/рс721.jpg|1^4^5^6
107|1|По калибрам|9|0|||||||1^4^5^6
62|1|менее 0,8 дюйма|107|0|||||||1^4^5^6
63|1|0.8 дюйма|107|0|||||||1^4^5^6
65|1|1,0 дюйм|107|0|||||||1^4^5^6
125|1|1,1 дюйма|107|0|||||||1^4^5^6
64|1|1.2 дюйма|107|0|||||||1^4^5^6
66|1|1,25 дюйма|107|0|||||||1^4^5^6
67|1|более 1,3 дюйма|107|0|||||||1^4^5^6
68|1|Комбинированные|107|0|||||||1^4^5^6
114|1|Кол. залпов|9|0|||||||1^4^5^6
115|1|менее 10 залпов|114|0|||||||1^4^5^6
116|1|10-19 залпов|114|0|||||||1^4^5^6
117|1|20-29 залпов|114|0|||||||1^4^5^6
118|1|30-39 залпов|114|0|||||||1^4^5^6
119|1|40-49 залпов|114|0|||||||1^4^5^6
120|1|50-69 залпов|114|0|||||||1^4^5^6
121|1|70-99 залпов|114|0|||||||1^4^5^6
122|1|100-149 залпов|114|0|||||||1^4^5^6
123|1|150-199 залпов|114|0|||||||1^4^5^6
72|1|Многоуровневый|9|0|||||||1^4^5^6
124|1|более 200 залпов|114|0|||||||1^4^5^6
73|1|С оконцовкой|9|0|||||||1^4^5^6
69|1|Веерные|9|0|||||||1^4^5^6
70|1|С фонтаном|9|0|||||||1^4^5^6
76|1|Модульная|9|0|||||||1^4^5^6
77|1|3Д|9|0|||||||1^4^5^6
75|1|Элитная|9|0|||||||1^4^5^6
71|1|Тематика|9|0|||||||1^4^5^6
74|1|Зимняя|71|0|||||||1^4^5^6
78|1|Новогодняя|71|0|||||||1^4^5^6
109|1|Рождество|71|0|||||||1^4^5^6
79|1|Военная|71|0|||||||1^4^5^6
