Product ID|Active (0/1)|Name *|Categories (x,y,z...)|Price|Налог ID|Оптовая цена|Распродажа (0/1)|Величина скидки|Процент скидки|Скидка с (yyyy-mm-dd)|Скидка по (yyyy-mm-dd)|Артикул|Артикул поставщика|Поставщик|Производитель|R1|R2|R3|Штрих EAN13|Штрих EAN13|Штрих EAN13|Штрих UPC|Экол. налог|Ширина|Высота|Глубина|Вес|Кол-во|Мин. кол-во|Видимость|Доп расходы доставка|Ед. изм|Ед. изм Пост|К-нт передачи|Текст фасовки|Ед. изм 2|Цена|Короткое описание|Описание|Метки (x,y,z...)|Meta title|Meta keywords|Meta description|URL rewritten|Текст в наличии|Текст на заказ|Доступен (0/1)|Дата доступен|Дата создания|Отображать цену (0/1)|URL фото (x,y,z...)|Удалить фото (0/1)|Характеристика (Name:Value:Position)|Доступен только онлайн (0/1)|Состояние|Настраиваемый (0 = No, 1 = Yes)|Загружаемые файлы (0 = No, 1 = Yes)|Текстовые поля (0 = No, 1 = Yes)|Действия когда нет в наличии|ID магазина|Расширенное управление (0 = No, 1 = Yes)|Количество (0 = Страница, 1 = Склад)|Склад ID
28|1|Танец  огня|7^47^108^50^110^112|280.00|0|280.00||||||РС500|РС500|1|3|2|1|36||||||53.000000|3.400000|3.400000|0.763889||1|||0|1|2|за 1 шт.|уп.|5000|Разноцветные кометы разрываются сферами из:<BR><BR>красных огней;<BR>зеленых огней;<BR>разноцветных огней;<BR>трещащих огней.|Разноцветные кометы разрываются сферами из:<BR><BR>красных огней;<BR>зеленых огней;<BR>разноцветных огней;<BR>трещащих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/HmHVuK8W6Cc?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс500.jpg|1|Фасовка:уп.:1^Количество залпов:8:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
29|1|Травиата|7^47^108^50^110^112|290.00|0|290.00||||||РС505|РС505|1|3|2|1|36||||||53.000000|3.400000|3.400000|0.666667||1|||0|1|2|за 1 шт.|уп.|5000|4 эффекта. Разноцветные кометы разрываются сферами из: <BR>красных и белых мерцающих огней;<BR>серебряных форсов и золотых мерцающих огней;<BR>серебряных форсов и белых мерцающих огней;<BR>серебряных форсов и трещащих огней.|4 эффекта. Разноцветные кометы разрываются сферами из: <BR>красных и белых мерцающих огней;<BR>серебряных форсов и золотых мерцающих огней;<BR>серебряных форсов и белых мерцающих огней;<BR>серебряных форсов и трещащих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/hqvUifFh2Dw?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс505.jpg|1|Фасовка:уп.:1^Количество залпов:8:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
30|1|Пиковая дама|7^47^108^50^110^112|300.00|0|300.00||||||РС506|РС506|1|3|2|1|36||||||53.000000|3.400000|3.400000|0.666667||1|||0|1|2|за 1 шт.|уп.|5000|Разноцветные кометы разрываются сферами из: <BR>синих огней;<BR>золотых форсов и красных мерцающих огней;<BR>золотых форсов и золотых мерцающих огней;<BR>трещащих огней.|Разноцветные кометы разрываются сферами из: <BR>синих огней;<BR>золотых форсов и красных мерцающих огней;<BR>золотых форсов и золотых мерцающих огней;<BR>трещащих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/pvNUq75c-S4?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс506.jpg^http://presta6.newogonek.ru/images/рс506-1.jpg^http://presta6.newogonek.ru/images/рс506-2.jpg^http://presta6.newogonek.ru/images/рс506-3.jpg|1|Фасовка:уп.:1^Количество залпов:8:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
31|1|Нов. калейдоскоп|7^47^108^51^110^112|310.00|0|310.00||||||РС530|РС530|1|3|1|1|36||||||89.000000|4.000000|4.000000|0.736111||1|||0|0|1|за 1 шт.|уп.|5000|4 эффекта. Разноцветные кометы разрываются сферами из: <BR>золотых форсов и зеленых мерцающих огней;<BR>оранжевых огней с форсами, зеленых огней с форсами и трещащих огней в центре;<BR>серебряных мерцающих огней;<BR>красных огней с форсами, зеленых огней с форсами и трещащих огней в центре.|4 эффекта. Разноцветные кометы разрываются сферами из: <BR>золотых форсов и зеленых мерцающих огней;<BR>оранжевых огней с форсами, зеленых огней с форсами и трещащих огней в центре;<BR>серебряных мерцающих огней;<BR>красных огней с форсами, зеленых огней с форсами и трещащих огней в центре.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/MDXm5-N6T5Q?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс530.jpg|1|Фасовка:шт.:1^Количество залпов:8:2^Калибр:1.2:3||new||||2|1^4^5^6|1|1|
32|1|Южный крест|7^48^47^108^50^110^113|320.00|0|320.00||||||РС570|РС570|1|3|1|1|18||||||59.000000|6.800000|6.800000|1.333333||1|||0|0|1|за 1 шт.|уп.|5000|8 эффектов. <BR>Разноцветные кометы разрываются сферами из: <BR>1. серебряных форсов; <BR>2. зеленых огней; <BR>3. синих огней; <BR>4. красных огней; <BR>5. белых мерцающих огней; <BR>6. зеленых и фиолетовых огней; <BR>7. красных и зеленых огней; <BR>8. синих и белых мерцающих огней.|8 эффектов. <BR>Разноцветные кометы разрываются сферами из: <BR>1. серебряных форсов; <BR>2. зеленых огней; <BR>3. синих огней; <BR>4. красных огней; <BR>5. белых мерцающих огней; <BR>6. зеленых и фиолетовых огней; <BR>7. красных и зеленых огней; <BR>8. синих и белых мерцающих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/RX5KRa3Hicw?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс570.jpg|1|Фасовка:шт.:1^Количество залпов:40:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
33|1|Гончие псы|7^47^48^108^50^110^113|330.00|0|330.00||||||РС572|РС572|1|3|1|1|18||||||59.000000|7.200000|7.200000|1.333333||1|||0|0|1|за 1 шт.|уп.|5000|15 эффектов. <BR>Разноцветные кометы разрываются сферами из:<BR>1. золотых форсов;<BR>2. серебряных форсов;<BR>3. красных и синих огней;<BR>4. красных и серебряных мерцающих огней;<BR>5. золотых форсов и серебряных трещащих огней;<BR>6. фиолетовых огнй;<BR>7. оранжевых и зеленых огней;<BR>8. множества трещащих сфер;<BR>9. золотых форсов и зеленых мерцающих огней;<BR>10. золотых огней с золотыми форсами;<BR>11. красных и зеленых огней; <BR>12. множества серебряных трещащих огней;<BR>13. серебряных форсов и красных мерцающих огней;<BR>14. красных огней с серебряными форсами;<BR>15. зеленых и фиолетовых огней.|15 эффектов. <BR>Разноцветные кометы разрываются сферами из:<BR>1. золотых форсов;<BR>2. серебряных форсов;<BR>3. красных и синих огней;<BR>4. красных и серебряных мерцающих огней;<BR>5. золотых форсов и серебряных трещащих огней;<BR>6. фиолетовых огнй;<BR>7. оранжевых и зеленых огней;<BR>8. множества трещащих сфер;<BR>9. золотых форсов и зеленых мерцающих огней;<BR>10. золотых огней с золотыми форсами;<BR>11. красных и зеленых огней; <BR>12. множества серебряных трещащих огней;<BR>13. серебряных форсов и красных мерцающих огней;<BR>14. красных огней с серебряными форсами;<BR>15. зеленых и фиолетовых огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/qkudeI27w88?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс572.jpg|1|Фасовка:шт.:1^Количество залпов:40:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
34|1|Матрёшка ( 1,7" x 6 )|8^58|340.00|0|340.00||||||Р6210|Р6210|1|1|1|1|15||||||27.500000|5.200000|5.200000|0.000000||1|||0|0|1|за 1 шт.|уп.|5000|1. Разрыв красными зведами. 2. Разрыв зелеными звездами. 3. Разрыв белыми звездами.|1. Разрыв красными зведами. 2. Разрыв зелеными звездами. 3. Разрыв белыми звездами.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/V50z3UMvO4A?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/р6210.jpg^http://presta6.newogonek.ru/images/р6210-1.jpg^http://presta6.newogonek.ru/images/р6210-2.jpg^http://presta6.newogonek.ru/images/р6210-3.jpg|1|Фасовка:шт.:1^Количество залпов:6:2^Калибр:1.7:3||new||||2|1^4^5^6|1|1|
35|1|Салют наций|8^60|350.00|0|350.00||||||Р6290|Р6290|1|0|1|1|6||||||35.500000|5.400000|5.400000|30.000000||1|||0|0|1|за 1 шт.|уп.|5000|Набор шаров с различными эффектами:<BR><BR>1. Сфера красных звезд.<BR><BR>2. Сфера синих звезд.<BR><BR>3. Сфера зеленых звезд.<BR><BR>4. Золотые и зеленые звезды.<BR><BR>5. Белые хвосты и красные звезды.<BR><BR>6. Белые хвосты и облако трещащих разрывов.<BR><BR>7. Угольные хвосты и красные, зеленые звезды.<BR><BR>8. Разрыв золотыми звездами и букет красных звезд.<BR><BR>9. Угольные хвосты, белые звезды и белые хвосты.<BR><BR>10. Малиновые звезды, красные и зеленые звезды, облако трещащих разрывов.<BR><BR>11. Синие звезды с белыми хвостами, золотые звезды и облако трещащих разрывов.<BR><BR>12. Угольные хвосты, белые звезды и зеленые звезды с белыми хвостами.|Набор шаров с различными эффектами:<BR><BR>1. Сфера красных звезд.<BR><BR>2. Сфера синих звезд.<BR><BR>3. Сфера зеленых звезд.<BR><BR>4. Золотые и зеленые звезды.<BR><BR>5. Белые хвосты и красные звезды.<BR><BR>6. Белые хвосты и облако трещащих разрывов.<BR><BR>7. Угольные хвосты и красные, зеленые звезды.<BR><BR>8. Разрыв золотыми звездами и букет красных звезд.<BR><BR>9. Угольные хвосты, белые звезды и белые хвосты.<BR><BR>10. Малиновые звезды, красные и зеленые звезды, облако трещащих разрывов.<BR><BR>11. Синие звезды с белыми хвостами, золотые звезды и облако трещащих разрывов.<BR><BR>12. Угольные хвосты, белые звезды и зеленые звезды с белыми хвостами.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/mO0JQVY8Tk8?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/р6290.jpg^http://presta6.newogonek.ru/images/р6290-1.jpg^http://presta6.newogonek.ru/images/р6290-2.jpg^http://presta6.newogonek.ru/images/р6290-3.jpg^http://presta6.newogonek.ru/images/р6290-4.jpg^http://presta6.newogonek.ru/images/р6290-5.jpg^http://presta6.newogonek.ru/images/р6290-6.jpg^http://presta6.newogonek.ru/images/р6290-7.jpg^http://presta6.newogonek.ru/images/р6290-8.jpg^http://presta6.newogonek.ru/images/р6290-9.jpg|1|Фасовка:шт.:1^Количество залпов:18:2^Калибр:1.9:3||new||||2|1^4^5^6|1|1|
36|1|Неваляшка|8^58|360.00|0|360.00||||||РС680|РС680|1|3|1|1|15||||||30.000000|10.000000|15.000000|0.666667||1|||0|0|1|за 1 шт.|уп.|5000|6 эффектов: <BR>сфера из красных огней;<BR>сфера из зеленых огней;<BR>сфера из золотых огней;<BR>сфера из серебряных огней;<BR>сфера из красных и зеленых огней;<BR>сфера из разноцветных огней.|6 эффектов: <BR>сфера из красных огней;<BR>сфера из зеленых огней;<BR>сфера из золотых огней;<BR>сфера из серебряных огней;<BR>сфера из красных и зеленых огней;<BR>сфера из разноцветных огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/Hc6jr8UmQiQ?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс680.jpg|1|Фасовка:шт.:1^Количество залпов:6:2^Калибр:1.75:3||new||||2|1^4^5^6|1|1|
37|1|Неваляшка|8^58|370.00|0|370.00||||||РС680|РС680|1|3|1|1|15||||||30.000000|10.000000|15.000000|0.666667||1|||0|0|1|за 1 шт.|уп.|5000|6 эффектов: <BR>сфера из красных огней;<BR>сфера из зеленых огней;<BR>сфера из золотых огней;<BR>сфера из серебряных огней;<BR>сфера из красных и зеленых огней;<BR>сфера из разноцветных огней.|6 эффектов: <BR>сфера из красных огней;<BR>сфера из зеленых огней;<BR>сфера из золотых огней;<BR>сфера из серебряных огней;<BR>сфера из красных и зеленых огней;<BR>сфера из разноцветных огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/Hc6jr8UmQiQ?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс680.jpg|1|Фасовка:шт.:1^Количество залпов:6:2^Калибр:1.75:3||new||||2|1^4^5^6|1|1|
38|1|Ха-ра-шо!|9^71^88^117^117^107^63^114^117|380.00|0|380.00||||||Е-С210|Е-С210|1|0|1|1|24||||||12.500000|12.500000|12.500000|1.083333||1|||0|0|1|за 1 шт.|уп.|5000|1. Красные звезды с золотыми хвостами и белым мерцанием.<BR>2. Зеленые звезды с золотыми хвостами и трещащими разрывами.<BR>3. Фиолетовые звезды с золотыми хвостами и треском.<BR>4. Синие звезды с золотыми хвостами и треском.<BR>5. Сфера разноцветных звезд, облако трещащих разрывов и мерцание|1. Красные звезды с золотыми хвостами и белым мерцанием.<BR>2. Зеленые звезды с золотыми хвостами и трещащими разрывами.<BR>3. Фиолетовые звезды с золотыми хвостами и треском.<BR>4. Синие звезды с золотыми хвостами и треском.<BR>5. Сфера разноцветных звезд, облако трещащих разрывов и мерцание<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/dYWQfpNszCU?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/е-с210.jpg^http://presta6.newogonek.ru/images/е-с210-1.jpg^http://presta6.newogonek.ru/images/е-с210-2.jpg^http://presta6.newogonek.ru/images/е-с210-3.jpg^http://presta6.newogonek.ru/images/е-с210-4.jpg^http://presta6.newogonek.ru/images/е-с210-5.jpg|1|Фасовка:шт.:1^Количество залпов:25:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
39|1|Флеш-моб|9^73^117^117^107^65^114^117|390.00|0|390.00||||||Е-С401|Е-С401|1|0|1|1|12||||||17.500000|15.500000|15.500000|2.208333||1|||0|0|1|за 1 шт.|уп.|5000|1. Синие звезды с белыми хвостами.<BR>2. Красные звезды и белое мерцание.<BR>3. Фиолетовые звезды с переходом в зеленые звезды с бронзовыми хвостами.<BR>4. Красочная концовка: залп из сфер красных и зеленых звезд с белым мерцанием и треском|1. Синие звезды с белыми хвостами.<BR>2. Красные звезды и белое мерцание.<BR>3. Фиолетовые звезды с переходом в зеленые звезды с бронзовыми хвостами.<BR>4. Красочная концовка: залп из сфер красных и зеленых звезд с белым мерцанием и треском<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/m0e0ZZd5coU?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/е-с401.jpg^http://presta6.newogonek.ru/images/е-с401-1.jpg^http://presta6.newogonek.ru/images/е-с401-2.jpg^http://presta6.newogonek.ru/images/е-с401-3.jpg^http://presta6.newogonek.ru/images/е-с401-4.jpg|1|Фасовка:шт.:1^Количество залпов:25:2^Калибр:1:3||new||||2|1^4^5^6|1|1|
40|1|Нано-салют|9^107^63^114^115|400.00|0|400.00||||||РС601|РС601|1|3|1|1|24||||||11.000000|8.000000|8.000000|0.520833||1|||0|0|1|за 1 шт.|уп.|5000|Красные огни и множества трещащих сфер.<BR>Зеленые огни и множества трещащих сфер|Красные огни и множества трещащих сфер.<BR>Зеленые огни и множества трещащих сфер<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/ug4PUVgix68?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс601.jpg^http://presta6.newogonek.ru/images/рс601-1.jpg^http://presta6.newogonek.ru/images/рс601-2.jpg|1|Фасовка:шт.:1^Количество залпов:7:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
41|1|Не тормози!|9^71^88^76^107^63^114^116|410.00|0|410.00||||||РС607|РС607|1|3|1|1|24||||||12.500000|10.500000|10.500000|0.854167||1|||0|0|1|за 1 шт.|уп.|5000|Разноцветные кометы разрываются сферами из: <BR>1. красных огней  и серебряных форсов; <BR>2. зеленых огней  и серебряных форсов; <BR>3. синих огней  и серебряных форсов; <BR>4. красных огней с серебряными форсами и  трещащих огней.|Разноцветные кометы разрываются сферами из: <BR>1. красных огней  и серебряных форсов; <BR>2. зеленых огней  и серебряных форсов; <BR>3. синих огней  и серебряных форсов; <BR>4. красных огней с серебряными форсами и  трещащих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/JkcRJiuxf0I?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс607.jpg^http://presta6.newogonek.ru/images/рс607-1.jpg^http://presta6.newogonek.ru/images/рс607-2.jpg^http://presta6.newogonek.ru/images/рс607-3.jpg^http://presta6.newogonek.ru/images/рс607-4.jpg|1|Фасовка:шт.:1^Количество залпов:16:2^Калибр:0.8:3||new||||2|1^4^5^6|1|1|
42|1|Ура! Каникулы!|9^71^85^86^107^65^114^116|420.00|0|420.00||||||РС702|РС702|1|3|1|1|24||||||15.000000|10.000000|12.000000|0.770833||1|||0|0|1|за 1 шт.|уп.|5000|Разноцветные кометы разрываются сферами из: <BR>красных трещащих форсов;<BR>серебряных трещащих форсов;<BR>золотых форсов и синих огней.<BR><BR>|Разноцветные кометы разрываются сферами из: <BR>красных трещащих форсов;<BR>серебряных трещащих форсов;<BR>золотых форсов и синих огней.<BR><BR><br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/_3Zzls04jJo?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс702.jpg^http://presta6.newogonek.ru/images/рс702-1.jpg^http://presta6.newogonek.ru/images/рс702-2.jpg^http://presta6.newogonek.ru/images/рс702-3.jpg|1|Фасовка:шт.:1^Количество залпов:10:2^Калибр:1:3||new||||2|1^4^5^6|1|1|
43|1|Старый Новый год|9^71^74^78^107^65^114^119|430.00|0|430.00||||||РС741|РС741|1|3|1|1|8||||||21.800000|17.500000|21.800000|3.750000||1|||0|0|1|за 1 шт.|уп.|5000|Красные огни и золотые мерцающие форсы.<BR>Зеленые огни и золотые мерцающие форсы.<BR>Синие огни и золотые мерцающие форсы.<BR>Разноцветные огни и золотые мерцающие форсы.<BR>Золотые трещащие огни и золотые мерцающие форсы (залп).<BR>Серебряные рыбки.<BR>Синие букетики.|Красные огни и золотые мерцающие форсы.<BR>Зеленые огни и золотые мерцающие форсы.<BR>Синие огни и золотые мерцающие форсы.<BR>Разноцветные огни и золотые мерцающие форсы.<BR>Золотые трещащие огни и золотые мерцающие форсы (залп).<BR>Серебряные рыбки.<BR>Синие букетики.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/0rgaX9HNHW4?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс741.jpg^http://presta6.newogonek.ru/images/рс741-1.jpg^http://presta6.newogonek.ru/images/рс741-2.jpg^http://presta6.newogonek.ru/images/рс741-3.jpg^http://presta6.newogonek.ru/images/рс741-4.jpg^http://presta6.newogonek.ru/images/рс741-5.jpg^http://presta6.newogonek.ru/images/рс741-6.jpg|1|Фасовка:шт.:1^Количество залпов:49:2^Калибр:1:3||new||||2|1^4^5^6|1|1|
44|1|Коралловый риф|9^73^107^64^114^123|440.00|0|440.00||||||РС884|РС884|1|3|1|1|1||||||56.000000|22.500000|37.500000|22.000000||1|||0|0|1|за 1 шт.|уп.|5000|Разноцветные или трещащие кометы; мерцающие трассы разрываются сферами из: <BR>красных огней;<BR>белых мерцающих огней;<BR>фиолетовых огней;<BR>зеленых мерцающих огней;<BR>красных огней с красными и синими букетиками в центре;<BR>белых мерцающих форсов с красными и синими букетиками в центре;<BR>зеленых мерцающих огней с зелеными и фиолетовыми букетиками в центре;<BR>красных огней с трещащими форсами;<BR>красных и трещащих огней;<BR>зеленых и трещащих огней;<BR>синих и трещащих огней,<BR>трещащих огней;<BR>множества трещащих сфер (залп).|Разноцветные или трещащие кометы; мерцающие трассы разрываются сферами из: <BR>красных огней;<BR>белых мерцающих огней;<BR>фиолетовых огней;<BR>зеленых мерцающих огней;<BR>красных огней с красными и синими букетиками в центре;<BR>белых мерцающих форсов с красными и синими букетиками в центре;<BR>зеленых мерцающих огней с зелеными и фиолетовыми букетиками в центре;<BR>красных огней с трещащими форсами;<BR>красных и трещащих огней;<BR>зеленых и трещащих огней;<BR>синих и трещащих огней,<BR>трещащих огней;<BR>множества трещащих сфер (залп).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/sE37QogECFQ?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс884.jpg^http://presta6.newogonek.ru/images/рс884-1.jpg^http://presta6.newogonek.ru/images/рс884-2.jpg^http://presta6.newogonek.ru/images/рс884-3.jpg^http://presta6.newogonek.ru/images/рс884-4.jpg^http://presta6.newogonek.ru/images/рс884-5.jpg^http://presta6.newogonek.ru/images/рс884-6.jpg^http://presta6.newogonek.ru/images/рс884-7.jpg^http://presta6.newogonek.ru/images/рс884-8.jpg|1|Фасовка:шт.:1^Количество залпов:150:2^Калибр:1.2:3||new||||2|1^4^5^6|1|1|
45|1|Нижегор. Ярмарка|9^72^107^64^114^123|450.00|0|450.00||||||РС886|РС886|1|3|1|1|1||||||55.000000|22.500000|37.000000|22.000000||1|||0|0|1|за 1 шт.|уп.|5000|Нижний уровень: <BR>букеты из трещащих огней;<BR>букеты из синих огней.<BR>Верхний уровень. Разноцветные кометы разрываются сферами из: <BR>синих огней и серебряных форсов;<BR>зеленых мерцающих огней и серебряных форсов;<BR>синих и трещащих огней и форсов с белыми мерцающими искрами;<BR>крупных зеленых огней и трещащих форсов с красными мерцающими искрами;<BR>синих огней и золотых форсов;<BR>синих огней и искристых трещащих форсов|Нижний уровень: <BR>букеты из трещащих огней;<BR>букеты из синих огней.<BR>Верхний уровень. Разноцветные кометы разрываются сферами из: <BR>синих огней и серебряных форсов;<BR>зеленых мерцающих огней и серебряных форсов;<BR>синих и трещащих огней и форсов с белыми мерцающими искрами;<BR>крупных зеленых огней и трещащих форсов с красными мерцающими искрами;<BR>синих огней и золотых форсов;<BR>синих огней и искристых трещащих форсов<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/_NNJ0Ad0X6E?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/рс886.jpg^http://presta6.newogonek.ru/images/рс886-1.jpg^http://presta6.newogonek.ru/images/рс886-2.jpg^http://presta6.newogonek.ru/images/рс886-3.jpg^http://presta6.newogonek.ru/images/рс886-4.jpg^http://presta6.newogonek.ru/images/рс886-5.jpg^http://presta6.newogonek.ru/images/рс886-7.jpg|1|Фасовка:шт.:1^Количество залпов:150:2^Калибр:1.2:3||new||||2|1^4^5^6|1|1|
46|1|Бенг. свечи 400|10^23|460.00|0|460.00||||||ТР151|ТР151|1|0|3|1|50||||||41.000000|1.000000|3.300000|0.160000||1|||1|1|1|за 1 уп.из 3 шт.|уп.|5000|Разлетающиеся сверкающие искры|Разлетающиеся сверкающие искры<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/lO-hQMWh2kY?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/тр151.jpg|1|Фасовка:уп.:1||new||||2|1^4^5^6|1|1|
47|1|Бенг. свечи 350|10^23|470.00|0|470.00||||||ТР152|ТР152|1|0|3|1|44||||||36.000000|2.600000|2.600000|0.159091||1|||1|1|1|за 1 уп.из 3 шт.|уп.|5000|Разлетающиеся сверкающие искры|Разлетающиеся сверкающие искры<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/IJkukv3PNPA?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/тр152.jpg|1|Фасовка:уп.:1||new||||2|1^4^5^6|1|1|
48|1|Бенг. свечи 600|10^24|480.00|0|480.00||||||ТР154|ТР154|1|0|3|1|20||||||60.000000|1.200000|3.800000|0.350000||1|||1|1|1|за 1 уп.из 3 шт.|уп.|5000|Разлетающиеся сверкающие искры|Разлетающиеся сверкающие искры<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/Jm5cu0i8FoY?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/тр154.jpg|1|Фасовка:уп.:1||new||||2|1^4^5^6|1|1|
49|1|Сердечко|10^22^26|490.00|0|490.00||||||ТР162|ТР162|1|0|2|1|100||||||27.500000|1.500000|9.000000|0.021000||1|||1|1|1|за 1 уп.из 2 шт.|уп.|5000|Разлетающиеся сверкающие искры|Разлетающиеся сверкающие искры<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/cWdIzU7ku9o?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/тр162.jpg^http://presta6.newogonek.ru/images/тр162-1.jpg|1|Фасовка:уп.:1||new||||2|1^4^5^6|1|1|
50|1|Елочка|10^22^26|500.00|0|500.00||||||ТР163|ТР163|1|0|2|1|100||||||27.500000|1.500000|9.000000|0.020000||1|||1|1|1|за 1 уп.из 2 шт.|уп.|5000|Разлетающиеся сверкающие искры|Разлетающиеся сверкающие искры<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/btwgH4msRnk?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/тр163.jpg^http://presta6.newogonek.ru/images/тр163-1.jpg^http://presta6.newogonek.ru/images/тр163-2.jpg|1|Фасовка:уп.:1||new||||2|1^4^5^6|1|1|
51|1|Свиристель|10^27^22|510.00|0|510.00||||||ТР164|ТР164|1|0|5|1|120||||||36.500000|1.000000|3.500000|0.043333||1|||1|1|1|за 1 уп.из 5 шт.|уп.|5000|Разлетающиеся сверкающие искры, свист|Разлетающиеся сверкающие искры, свист<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/xhHddSHKpf0?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/тр164.jpg^http://presta6.newogonek.ru/images/тр164-1.jpg^http://presta6.newogonek.ru/images/тр164-2.jpg^http://presta6.newogonek.ru/images/тр164-3.jpg^http://presta6.newogonek.ru/images/тр164-4.jpg^http://presta6.newogonek.ru/images/тр164-5.jpg|1|Фасовка:уп.:1||new||||2|1^4^5^6|1|1|
52|1|Хлопушка|11^101|520.00|0|520.00||||||Р1900|Р1900|1|0|5|1|72||||||11.000000|2.600000|7.500000|0.055556||1|||0|1|5|за 1 шт.|уп.|5000|Хлопок и выброс<BR>разноцветного конфетти|Хлопок и выброс<BR>разноцветного конфетти<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/pV8D67fPeWo?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/р1900.jpg|1|Фасовка:уп.:1||new||||2|1^4^5^6|1|1|
53|1|Факел дым. белый|17^94|530.00|0|530.00||||||ФДБ|ФДБ|1|7|4|1|18||||||20.500000|3.500000|3.500000|0.166667||1|||0|1|4|за 1 шт.|уп.|5000|белый дым|белый дым<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/J3y71YM_teQ?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://presta6.newogonek.ru/images/фдб.jpg|1|Фасовка:уп.:1||new||||2|1^4^5^6|1|1|
