Product ID|Active (0/1)|Name *|Categories (x,y,z...)|Price|Макс скидка|Налог ID|Оптовая цена|Распродажа (0/1)|Величина скидки|Процент скидки|Скидка с (yyyy-mm-dd)|Скидка по (yyyy-mm-dd)|Артикул|Артикул поставщика|Поставщик|Производитель|R1|R2|R3|Штрих EAN13|Штрих EAN13|Штрих EAN13|Штрих UPC|Экол. налог|Ширина|Высота|Глубина|Вес|Кол-во|Мин. кол-во|Видимость|Доп расходы доставка|Ед. изм|Ед. изм Пост|К-нт передачи|Текст фасовки|Страна происх.|Сертификат|Сертификат полный|ГТД|Ед. изм 2|Цена|Короткое описание|Описание|Метки (x,y,z...)|Meta title|Meta keywords|Meta description|URL rewritten|Текст в наличии|Текст на заказ|Доступен (0/1)|Дата доступен|Дата создания|Отображать цену (0/1)|URL фото (x,y,z...)|Удалить фото (0/1)|Характеристика (Name:Value:Position)|Доступен только онлайн (0/1)|Состояние|Настраиваемый (0 = No, 1 = Yes)|Загружаемые файлы (0 = No, 1 = Yes)|Текстовые поля (0 = No, 1 = Yes)|Действия когда нет в наличии|ID магазина|Расширенное управление (0 = No, 1 = Yes)|Количество (0 = Страница, 1 = Склад)|Склад ID
714|1|Салют наций ( 1,9" х 3-од., 6-дв., 9-тр. )|8^60|4170.00|100|0|2293.50||||||Р6290|Р6290|1|1|1|1|6||||||35.500000|5.400000|5.400000|30.000000||1|||0|0|1|за 1 шт.|1|ЦЦ07.А.00412        |ЦЦ07.А.00412 0328098 НПЭБиС "Пиротекс" ООО "Русский фейерверк" RR-04/14 от 19.02.2014 08.10.2015-07.10.2018                                                                                                                                               |10130080/240414/0010877  |||Набор шаров с различными эффектами:<BR><BR>1. Сфера красных звезд.<BR><BR>2. Сфера синих звезд.<BR><BR>3. Сфера зеленых звезд.<BR><BR>4. Золотые и зеленые звезды.<BR><BR>5. Белые хвосты и красные звезды.<BR><BR>6. Белые хвосты и облако трещащих разрывов.<BR><BR>7. Угольные хвосты и красные, зеленые звезды.<BR><BR>8. Разрыв золотыми звездами и букет красных звезд.<BR><BR>9. Угольные хвосты, белые звезды и белые хвосты.<BR><BR>10. Малиновые звезды, красные и зеленые звезды, облако трещащих разрывов.<BR><BR>11. Синие звезды с белыми хвостами, золотые звезды и облако трещащих разрывов.<BR><BR>12. Угольные хвосты, белые звезды и зеленые звезды с белыми хвостами.|Набор шаров с различными эффектами:<BR><BR>1. Сфера красных звезд.<BR><BR>2. Сфера синих звезд.<BR><BR>3. Сфера зеленых звезд.<BR><BR>4. Золотые и зеленые звезды.<BR><BR>5. Белые хвосты и красные звезды.<BR><BR>6. Белые хвосты и облако трещащих разрывов.<BR><BR>7. Угольные хвосты и красные, зеленые звезды.<BR><BR>8. Разрыв золотыми звездами и букет красных звезд.<BR><BR>9. Угольные хвосты, белые звезды и белые хвосты.<BR><BR>10. Малиновые звезды, красные и зеленые звезды, облако трещащих разрывов.<BR><BR>11. Синие звезды с белыми хвостами, золотые звезды и облако трещащих разрывов.<BR><BR>12. Угольные хвосты, белые звезды и зеленые звезды с белыми хвостами.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/mO0JQVY8Tk8?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р6290.jpg^http://cx14726.tmweb.ru/images/р6290-1.jpg^http://cx14726.tmweb.ru/images/р6290-2.jpg^http://cx14726.tmweb.ru/images/р6290-3.jpg^http://cx14726.tmweb.ru/images/р6290-4.jpg^http://cx14726.tmweb.ru/images/р6290-5.jpg^http://cx14726.tmweb.ru/images/р6290-6.jpg^http://cx14726.tmweb.ru/images/р6290-7.jpg^http://cx14726.tmweb.ru/images/р6290-8.jpg^http://cx14726.tmweb.ru/images/р6290-9.jpg|1|Количество залпов:18:1^Калибр, дюйм:1.9:2^Высота, м.:75:3^Время, сек.:0:4||new||||2|1^2|1|1|
715|1|Салют-проказник|6^45|296.00|100|0|162.80||||||Р6720|Р6720|1|1|1|1|40||||||15.000000|0.000000|8.600000|0.325000||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00024        |ЩШ01.А.00024 046041 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.07.2017-11.07.2020                                                                                                                              |10130080/180517/0011277  |||4 эффекта:<BR><BR>1. Фонтан: Красные огни и треск.<BR><BR>Выстреливает салюты:<BR><BR>2. Зеленые звезды с пышными хвостами (кокос).<BR><BR>3. Красные звезды с пышными хвостами (кокос).<BR><BR>4. Облако трещащих разрывов (трещащая хризантема).|4 эффекта:<BR><BR>1. Фонтан: Красные огни и треск.<BR><BR>Выстреливает салюты:<BR><BR>2. Зеленые звезды с пышными хвостами (кокос).<BR><BR>3. Красные звезды с пышными хвостами (кокос).<BR><BR>4. Облако трещащих разрывов (трещащая хризантема).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/u21m8Soj3_E?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р6720.jpg^http://cx14726.tmweb.ru/images/р6720-1.jpg^http://cx14726.tmweb.ru/images/р6720-2.jpg^http://cx14726.tmweb.ru/images/р6720-3.jpg^http://cx14726.tmweb.ru/images/р6720-4.jpg|1|||new||||2|1^2|1|1|
717|1|Торт с сюрпризом|6^45|980.00|100|0|539.00||||||Р6780|Р6780|1|1|1|1|12||||||17.500000|0.000000|12.500000|1.083333||1|||0|0|1|за 1 шт.|1|СЗ25.А.00031        |СЗ25.А.00031 0155671 ООО "Северо-Западная НПЛ" ООО "Русский фейерверк" RR-01/16 от 02.02.2016 06.10.2016-05.10.2019                                                                                                                                       |10130080/180517/0011277  |||5 эффектов:<BR><BR>1. Фонтан: Красно-синие звезды и треск.<BR><BR>Выстреливает салюты:<BR><BR>2. Сине- золотая мерцающая сфера (пион).<BR><BR>3. Множество золотых ниспадающих нитей (парча) и зеленое мерцание.<BR><BR>4. Множество серебряных ниспадающих нитей (парча) и белое мерцание.<BR><BR>5. Облако золотых трещащих разрывов (трещащая хризантема).|5 эффектов:<BR><BR>1. Фонтан: Красно-синие звезды и треск.<BR><BR>Выстреливает салюты:<BR><BR>2. Сине- золотая мерцающая сфера (пион).<BR><BR>3. Множество золотых ниспадающих нитей (парча) и зеленое мерцание.<BR><BR>4. Множество серебряных ниспадающих нитей (парча) и белое мерцание.<BR><BR>5. Облако золотых трещащих разрывов (трещащая хризантема).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/esV8gfkVjtA?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р6780.jpg^http://cx14726.tmweb.ru/images/р6780-2.jpg^http://cx14726.tmweb.ru/images/р6780-3.jpg^http://cx14726.tmweb.ru/images/р6780-4.jpg^http://cx14726.tmweb.ru/images/р6780-5.jpg^http://cx14726.tmweb.ru/images/р6780-6.jpg|1|||new||||2|1^2|1|1|
720|1|Ананас (0,6"х 12) 3 эфф|9^62^107^114^116|359.00|100|0|197.45||||||Р7010|Р7010|1|1|1|1|36||||||0.000000|0.000000|0.000000|0.388889||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00028        |ЩШ01.А.00028 046046 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/180517/0011277  ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/р7010.jpg|1|Количество залпов:12:1^Калибр, дюйм:0.6:2^Время, сек.:0:4||new||||2|1^2|1|1|
723|1|Пли - 36 (0,3"х 36)|9^62^71^79^107^114^118|692.00|100|0|380.60||||||Р7040|Р7040|1|1|4|1|12||||||7.500000|7.000000|7.000000|0.750000||1|||1|1|1|за 1 уп. из 4 шт.|1|ЩШ01.А.00028        |ЩШ01.А.00028 046046 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/180517/0011277  |шт.|173.00|2 эффекта:<BR><BR>1. Вспышки.<BR><BR>2. Свистящие змейки.|2 эффекта:<BR><BR>1. Вспышки.<BR><BR>2. Свистящие змейки.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/xU45BsbA8ac?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7040.jpg^http://cx14726.tmweb.ru/images/р7040-1.jpg|1|Количество залпов:36:1^Калибр, дюйм:0.3:2^Высота, м.:10:3^Время, сек.:18:4||new||||2|1^2|1|1|
729|1|Фиеста (0,8"х 16)|9^63^76^107^114^116|699.00|100|0|384.45||||||Р7064|Р7064|1|1|1|1|24||||||12.500000|10.000000|10.000000|0.750000||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00028        |ЩШ01.А.00028 046046 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/180517/0011277  |||1. Красные звезды и белое мерцание.<BR>2. Зеленые звезды и трещащие разрывы.<BR>3. Ниспадающие нити и зеленое мерцание.<BR>4. Красочная концовка: белое мерцание и облако трещащих разрывов|1. Красные звезды и белое мерцание.<BR>2. Зеленые звезды и трещащие разрывы.<BR>3. Ниспадающие нити и зеленое мерцание.<BR>4. Красочная концовка: белое мерцание и облако трещащих разрывов<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/h5YszHm-qR0?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7064.jpg^http://cx14726.tmweb.ru/images/р7064-1.jpg^http://cx14726.tmweb.ru/images/р7064-2.jpg^http://cx14726.tmweb.ru/images/р7064-3.jpg^http://cx14726.tmweb.ru/images/р7064-4.jpg|1|Количество залпов:16:1^Калибр, дюйм:0.8:2^Высота, м.:35:3^Время, сек.:20:4||new||||2|1^2|1|1|
730|1|Морозушко|9^63^71^74^78^85^87^107^114^116|622.00|100|0|342.10||||||Р7065|Р7065|1|1|1|1|24||||||12.500000|10.000000|10.000000|0.729167||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00028        |ЩШ01.А.00028 046046 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/180517/0011277  |||4 эффекта:<BR><BR>1. Красно-синяя сфера (пион).<BR><BR>2. Золотые хвосты с переходом в красные звезды (красная хризантема).<BR><BR>3. Зелено-розовая мерцающая сфера (пион).<BR><BR>4. Синяя сфера (пион) и облако трещащих разрывов (трещащий дождь).|4 эффекта:<BR><BR>1. Красно-синяя сфера (пион).<BR><BR>2. Золотые хвосты с переходом в красные звезды (красная хризантема).<BR><BR>3. Зелено-розовая мерцающая сфера (пион).<BR><BR>4. Синяя сфера (пион) и облако трещащих разрывов (трещащий дождь).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/KBTHz2X8WdU?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7065.jpg^http://cx14726.tmweb.ru/images/р7065-1.jpg^http://cx14726.tmweb.ru/images/р7065-2.jpg^http://cx14726.tmweb.ru/images/р7065-3.jpg^http://cx14726.tmweb.ru/images/р7065-4.jpg|1|Количество залпов:16:1^Калибр, дюйм:0.8:2^Высота, м.:35:3^Время, сек.:20:4||new||||2|1^2|1|1|
733|1|Банзай (0,6"х 16) НОВЫЙ ЭФФЕКТ|9^62^71^85^86^107^114^116|534.00|100|0|293.70||||||Р7072|Р7072|1|1|1|1|24||||||10.000000|5.000000|9.500000|0.500000||1|||0|0|1|за 1 шт.|1|СЗ25.А.00030        |СЗ25.А.00030 0155670 ООО "Северо-Западная НПЛ" ООО "Русский фейерверк" RR-01/16 от 02.02.2016 28.09.2016-27.09.2019                                                                                                                                       |10130080/180517/0011277  |||Разрыв сферами трещащих золотых звезд.|Разрыв сферами трещащих золотых звезд.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/31f1B_Sxje4?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7072.jpg^http://cx14726.tmweb.ru/images/р7072-1.jpg^http://cx14726.tmweb.ru/images/р7072-2.jpg|1|Количество залпов:16:1^Калибр, дюйм:0.6:2^Высота, м.:25:3^Время, сек.:45:4||new||||2|1^2|1|1|
734|1|Тролль (0,8"х 6) 3 эфф|9^63^107^114^115|249.00|100|0|136.95||||||Р7130|Р7130|1|1|1|1|50||||||0.000000|0.000000|0.000000|0.280000||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00028        |ЩШ01.А.00028 046046 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/180517/0011277  ||||<br><BR>||||||||1|||1|http://cx14726.tmweb.ru/images/р7130.jpg|1|Количество залпов:6:1^Калибр, дюйм:0.8:2^Время, сек.:0:4||new||||2|1^2|1|1|
739|1|Сивка-Бурка (0,8" х 9)|9^63^107^114^115|460.00|100|0|253.00||||||Р7160|Р7160|1|1|1|1|24||||||15.000000|9.500000|9.500000|0.625000||1|||0|0|1|за 1 шт.|1|МН09.А.00175        |МН09.А.00175 0333408 ООО "НПК "ТехСервис" ООО "Русский фейерверк" RR-01/15 от 05.02.2015 06.11.2015-05.11.2018                                                                                                                                            |10130080/180517/0011277  |||Красные и зеленые звезды разрываются большими звездами того же цвета с серебряными хвостами.|Красные и зеленые звезды разрываются большими звездами того же цвета с серебряными хвостами.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/TswvNdrH1g0?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://cx14726.tmweb.ru/images/р7160.jpg^http://cx14726.tmweb.ru/images/р7160-1.jpg^http://cx14726.tmweb.ru/images/р7160-2.jpg^http://cx14726.tmweb.ru/images/р7160-3.jpg^http://cx14726.tmweb.ru/images/р7160-4.jpg|1|Количество залпов:9:1^Калибр, дюйм:0.8:2^Высота, м.:35:3^Время, сек.:20:4||new||||2|1^2|1|1|
