Category ID;Active (0/1);Name *;Parent category;Root category (0/1);Description;Meta title;Meta keywords;Meta description;URL rewritten;Image URL;Shop ID
3;1;Пиротехника;2;0;;;;;;;1,4
4;1;Петарды;3;0;;;;;;;1,4
5;1;Фитильные;4;0;;;;;;;1,4
6;1;Терочные;4;0;;;;;;;1,4
7;1;С чекой;4;0;;;;;;;1,4
8;1;Связки ;4;0;;;;;;;1,4
9;1;С эффектами;4;0;;;;;;;1,4
10;1;Ракеты;3;0;;;;;;;1,4
11;1;Наборы;10;0;;;;;;;1,4
12;1;Со свистом;10;0;;;;;;;1,4
13;1;Складные;10;0;;;;;;;1,4
14;1;Вертушки;3;0;;;;;;;1,4
15;1;Наземные;14;0;;;;;;;1,4
16;1;Летающие;14;0;;;;;;;1,4
17;1;Фонтаны;3;0;;;;;;;1,4
18;1;Дымовые;17;0;;;;;;;1,4
19;1;Конусные;17;0;;;;;;;1,4
20;1;Фигурные;17;0;;;;;;;1,4
21;1;Вращающиеся;17;0;;;;;;;1,4
22;1;С салютом;17;0;;;;;;;1,4
23;1;Настольные;17;0;;;;;;;1,4
24;1;Римские свечи;3;0;;;;;;;1,4
25;1;По калибрам;24;0;;;;;;;1,4
26;1;< 0.7 дюйма ;25;0;;;;;;;1,4
27;1;0.7 - 0.9 дюйма;25;0;;;;;;;1,4
28;1;1.0 - 1.4 дюйма;25;0;;;;;;;1,4
29;1;> 1.4 дюйма ;25;0;;;;;;;1,4
30;1;По кол. Залпов;24;0;;;;;;;1,4
31;1;< 8;30;0;;;;;;;1,4
32;1;8 - 10;30;0;;;;;;;1,4
33;1;> 10;30;0;;;;;;;1,4
34;1;C одним эффектом;24;0;;;;;;;1,4
35;1;Несколько эффектов;24;0;;;;;;;1,4
36;1;Связки свечей;24;0;;;;;;;1,4
37;1;Фестивальные шары;3;0;;;;;;;1,4
38;1;1.5 дюйма;37;0;;;;;;;1,4
39;1;1.7 дюйма;37;0;;;;;;;1,4
40;1;1.9 дюйма;37;0;;;;;;;1,4
41;1;2.0 дюйма;37;0;;;;;;;1,4
42;1;2.5 дюйма;37;0;;;;;;;1,4
43;1;Батареи салютов;3;0;;;;;;;1,4
44;1;По калибрам;43;0;;;;;;;1,4
45;1;< 0.8 дюйма;44;0;;;;;;;1,4
46;1;0.8 дюйма;44;0;;;;;;;1,4
47;1;1.0  дюйма;44;0;;;;;;;1,4
48;1;1.1  дюйма;44;0;;;;;;;1,4
49;1;1.2 дюйма;44;0;;;;;;;1,4
50;1;1.25 дюйма;44;0;;;;;;;1,4
51;1;> 1.3 дюйма;44;0;;;;;;;1,4
52;1;Комбинированные;44;0;;;;;;;1,4
53;1;По кол. Залпов;43;0;;;;;;;1,4
54;1;< 10;53;0;;;;;;;1,4
55;1;10 - 19;53;0;;;;;;;1,4
56;1;20 - 29;53;0;;;;;;;1,4
57;1;30 - 39;53;0;;;;;;;1,4
58;1;40 - 49;53;0;;;;;;;1,4
59;1;50 - 69;53;0;;;;;;;1,4
60;1;70 - 99;53;0;;;;;;;1,4
61;1;100 - 149;53;0;;;;;;;1,4
62;1;150 - 199;53;0;;;;;;;1,4
63;1;> 200;53;0;;;;;;;1,4
64;1;Многоуровневые ;43;0;;;;;;;1,4
65;1;Завершение залпом;43;0;;;;;;;1,4
66;1;Веерные;43;0;;;;;;;1,4
67;1;Комбинированные;43;0;;;;;;;1,4
68;1;Модульные;43;0;;;;;;;1,4
69;1;3Д;43;0;;;;;;;1,4
70;1;Элитные;43;0;;;;;;;1,4
71;1;По тематике;43;0;;;;;;;1,4
72;1;Зимняя;71;0;;;;;;;1,4
73;1;Новогодняя;71;0;;;;;;;1,4
74;1;Рождество;71;0;;;;;;;1,4
75;1;Военная;71;0;;;;;;;1,4
76;1;Подарочная;71;0;;;;;;;1,4
77;1;Свадебная;71;0;;;;;;;1,4
78;1;Романтическая;71;0;;;;;;;1,4
79;1;Для милых дам;71;0;;;;;;;1,4
80;1;Для мужчин;71;0;;;;;;;1,4
81;1;Для детей;71;0;;;;;;;1,4
82;1;Для молодежи;71;0;;;;;;;1,4
83;1;Сказочная;71;0;;;;;;;1,4
84;1;С юмором;71;0;;;;;;;1,4
85;1;Бенгальские свечи;3;0;;;;;;;1,4
86;1;Малые;85;0;;;;;;;1,4
87;1;Средние;85;0;;;;;;;1,4
88;1;Крупные;85;0;;;;;;;1,4
89;1;Цветные;85;0;;;;;;;1,4
90;1;Фигурные;85;0;;;;;;;1,4
91;1;С эффектами;85;0;;;;;;;1,4
92;1;Хлопушки;3;0;;;;;;;1,4
93;1;С серпантином;92;0;;;;;;;1,4
94;1;С конфетти;92;0;;;;;;;1,4
95;1;С сюрпризом;92;0;;;;;;;1,4
96;1;Макси;92;0;;;;;;;1,4
97;1;Супер;92;0;;;;;;;1,4
98;1;Наборы;92;0;;;;;;;1,4
99;1;Пневмохлопушки;3;0;;;;;;;1,4
100;1;20 см;99;0;;;;;;;1,4
101;1;30 см;99;0;;;;;;;1,4
102;1;60 см;99;0;;;;;;;1,4
103;1;100 см;99;0;;;;;;;1,4
104;1;Небесные фонарики;3;0;;;;;;;1,4
105;1;Бриллиант;104;0;;;;;;;1,4
106;1;Корона;104;0;;;;;;;1,4
107;1;Овал;104;0;;;;;;;1,4
108;1;Сердце;104;0;;;;;;;1,4
109;1;Цилиндр;104;0;;;;;;;1,4
110;1;Факелы;3;0;;;;;;;1,4
111;1;Дымовые;110;0;;;;;;;1,4
112;1;Огневые;110;0;;;;;;;1,4
113;1;Прочие;3;0;;;;;;;1,4
