Product ID|Active (0/1)|Name *|Categories (x,y,z...)|Price|Макс скидка|Налог ID|Оптовая цена|Распродажа (0/1)|Величина скидки|Процент скидки|Скидка с (yyyy-mm-dd)|Скидка по (yyyy-mm-dd)|Артикул|Артикул поставщика|Поставщик|Производитель|R1|R2|R3|Годен до|Срок годности|Штрих EAN13|Штрих EAN13|Штрих EAN13|Штрих UPC|Экол. налог|Ширина|Высота|Глубина|Вес|Кол-во|Мин. кол-во|Видимость|Доп расходы доставка|Ед. изм|Ед. изм Пост|К-нт передачи|Текст фасовки|Страна происх.|Сертификат|Сертификат полный|ГТД|Ед. изм 2|Цена|Короткое описание|Описание|Метки (x,y,z...)|Meta title|Meta keywords|Meta description|URL rewritten|Текст в наличии|Текст на заказ|Доступен (0/1)|Дата доступен|Дата создания|Отображать цену (0/1)|URL фото (x,y,z...)|Удалить фото (0/1)|Характеристика (Name:Value:Position)|Доступен только онлайн (0/1)|Состояние|Настраиваемый (0 = No, 1 = Yes)|Загружаемые файлы (0 = No, 1 = Yes)|Текстовые поля (0 = No, 1 = Yes)|Действия когда нет в наличии|ID магазина|Расширенное управление (0 = No, 1 = Yes)|Количество (0 = Страница, 1 = Склад)|Склад ID
386|1|Ха-ра-шо! (0,8"x25)|9^63^71^88^107^114^117|910.00|100|0|500.50||||||Е-С210|Е-С210|1|0|1|1|24||4||||||12.500000|12.500000|12.500000|1.083333||1|||0|0|1|за 1 шт.|1|МН09.А.00175        |МН09.А.00175 0333408 ООО "НПК "ТехСервис" ООО "Русский фейерверк" RR-01/15 от 05.02.2015 06.11.2015-05.11.2018                                                                                                                                            |                         |||1. Красные звезды с золотыми хвостами и белым мерцанием.<BR>2. Зеленые звезды с золотыми хвостами и трещащими разрывами.<BR>3. Фиолетовые звезды с золотыми хвостами и треском.<BR>4. Синие звезды с золотыми хвостами и треском.<BR>5. Сфера разноцветных звезд, облако трещащих разрывов и мерцание|1. Красные звезды с золотыми хвостами и белым мерцанием.<BR>2. Зеленые звезды с золотыми хвостами и трещащими разрывами.<BR>3. Фиолетовые звезды с золотыми хвостами и треском.<BR>4. Синие звезды с золотыми хвостами и треском.<BR>5. Сфера разноцветных звезд, облако трещащих разрывов и мерцание<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/dYWQfpNszCU?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Ха-ра-шо! (0,8"x25) Е-С210 ОПТОМ                                                                                                                                                                                                              |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Ха-ра-шо! (0,8"x25) Е-С210 ОПТОМ по самым низким ценам!                                                                                                                                                                ||||1|||1|http://cx14726.tmweb.ru/images/е-с210.jpg^http://cx14726.tmweb.ru/images/е-с210-1.jpg^http://cx14726.tmweb.ru/images/е-с210-2.jpg^http://cx14726.tmweb.ru/images/е-с210-3.jpg^http://cx14726.tmweb.ru/images/е-с210-4.jpg^http://cx14726.tmweb.ru/images/е-с210-5.jpg|1|Количество залпов:25:1^Калибр, дюйм:0.8:2^Высота, м.:20:3^Время, сек.:35:4||new||||2|1|1|1|
411|1|Флеш-моб (1,0" х 25)|9^65^73^107^114^117|1470.00|100|0|808.50||||||Е-С401|Е-С401|1|2|1|1|12|01-19|2||||||17.500000|15.500000|15.500000|2.208333||1|||0|0|1|за 1 шт.|1|МН09.А.00175        |МН09.А.00175 0333408 ООО "НПК "ТехСервис" ООО "Русский фейерверк" RR-01/15 от 05.02.2015 06.11.2015-05.11.2018                                                                                                                                            |10130080/030515/0011637  |||1. Синие звезды с белыми хвостами.<BR>2. Красные звезды и белое мерцание.<BR>3. Фиолетовые звезды с переходом в зеленые звезды с бронзовыми хвостами.<BR>4. Красочная концовка: залп из сфер красных и зеленых звезд с белым мерцанием и треском|1. Синие звезды с белыми хвостами.<BR>2. Красные звезды и белое мерцание.<BR>3. Фиолетовые звезды с переходом в зеленые звезды с бронзовыми хвостами.<BR>4. Красочная концовка: залп из сфер красных и зеленых звезд с белым мерцанием и треском<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/m0e0ZZd5coU?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Флеш-моб (1,0" х 25) Е-С401 ОПТОМ                                                                                                                                                                                                             |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Флеш-моб (1,0" х 25) Е-С401 ОПТОМ по самым низким ценам!                                                                                                                                                               ||||1|||1|http://cx14726.tmweb.ru/images/е-с401.jpg^http://cx14726.tmweb.ru/images/е-с401-1.jpg^http://cx14726.tmweb.ru/images/е-с401-2.jpg^http://cx14726.tmweb.ru/images/е-с401-3.jpg^http://cx14726.tmweb.ru/images/е-с401-4.jpg|1|Количество залпов:25:1^Калибр, дюйм:1:2^Высота, м.:25:3^Время, сек.:40:4||new||||2|1|1|1|
520|1|Корсар 1 (24х10х60)|3^40|448.40|100|0|246.62||||||ПТ201060|ПТ201060|1|8|60|10|24|04-19|2||||||20.000000|6.000000|8.000000|0.125000||1|||2|2|1|за 1 бл. из 10 уп. по 60 шт.|1|СЗ25.А.00001        |СЗ25.А.00001 0155636 ООО "Северо-Западная НПЛ" ООО "ТехноПромВзрыв" PXP/Ru-15-2015 от 27.03.2015 04.11.2015-03.11.2018                                                                                                                                    |10130080/010515/0014628  |уп.|44.84|хлопок петарды очень громкий и внушительный!|хлопок петарды очень громкий и внушительный!<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/tx9X90h-D5w?rel=0" frameborder="0" allowfullscreen></iframe>||Петарды Корсар 1 (24х10х60) ПТ201060 ОПТОМ                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                              |У нас Вы можете купить Петарды Корсар 1 (24х10х60) ПТ201060 ОПТОМ по самым низким ценам!                                                                                                                                                                      ||||1|||1|http://cx14726.tmweb.ru/images/pt201060.jpg|1|||new||||2|1|1|1|
532|1|Мега Корсар|3^39|211.00|100|0|116.05||||||Р1084|Р1084|1|1|3|1|100|01-21|3||||||20.000000|3.300000|3.300000|0.250000||1|||1|1|1|за 1 уп. из 3 шт.|1|ЩШ01.А.0029         |ЩШ01.А.0029 0464047 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/180517/0011277  |шт.|70.33|мощнейший взрыв, от которого закладывает уши!|мощнейший взрыв, от которого закладывает уши!<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/gQFXRgGgNVA?rel=0" frameborder="0" allowfullscreen></iframe>||Петарды Мега Корсар Р1084 ОПТОМ                                                                                                                                                                                                                               |                                                                                                                                                                                                                                                              |У нас Вы можете купить Петарды Мега Корсар Р1084 ОПТОМ по самым низким ценам!                                                                                                                                                                                 ||||1|||1|http://cx14726.tmweb.ru/images/р1084.jpg|1|||new||||2|1^2|1|1|
537|1|Большой Билли Бумс! (25х10х20)|3^33|546.00|100|0|300.30||||||Р1320|Р1320|1|1|20|10|25|01-17|0||||||30.000000|5.000000|7.500000|0.680000||1|||2|2|1|за 1 бл. из 10 уп. по 20 шт.|1|ЦЦ07.А.00352        |ЦЦ07.А.00352 0092462 НПЭБиС "Пиротекс" ООО "Русский фейерверк" RR-02/14 от 18.11.2013 09.09.2014-08.09.2017                                                                                                                                               |10130080/230413/0001772  |уп.|54.60|перед тем, как взорваться, петарда крутится на месте, как сумасшедшая, выбрасывая искры, и лишь затем разлетается на кусочки с громким хлопком.|перед тем, как взорваться, петарда крутится на месте, как сумасшедшая, выбрасывая искры, и лишь затем разлетается на кусочки с громким хлопком.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/0Ls23niVl7w?rel=0" frameborder="0" allowfullscreen></iframe>||Петарды Большой Билли Бумс! (25х10х20) Р1320 ОПТОМ                                                                                                                                                                                                            |                                                                                                                                                                                                                                                              |У нас Вы можете купить Петарды Большой Билли Бумс! (25х10х20) Р1320 ОПТОМ по самым низким ценам!                                                                                                                                                              ||||1|||1|http://cx14726.tmweb.ru/images/р1320.jpg|1|||new||||2|1^2|1|1|
552|1|Хлопушка|11^101|37.13|10|0|20.42||||||Р1900|Р1900|1|4|5|1|72|02-20|3||||||11.000000|2.600000|7.500000|0.055556||1|||1|1|1|за 1 уп. из 5 шт.|2|ЩШ01.В.00020        |ЩШ01.В.00020 0464037 ООО "ИЦ "ПИРОТЕСТ" ООО "ТСЗ" 7275-002-96286627-2008 15.03.2017-14.03.2020                                                                                                                                                            |                         |шт.|7.43|Хлопок и выброс<BR>разноцветного конфетти|Хлопок и выброс<BR>разноцветного конфетти<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/pV8D67fPeWo?rel=0" frameborder="0" allowfullscreen></iframe>||Хлопушка Р1900 ОПТОМ                                                                                                                                                                                                                                          |                                                                                                                                                                                                                                                              |У нас Вы можете купить Хлопушка Р1900 ОПТОМ по самым низким ценам!                                                                                                                                                                                            ||||1|||1|http://cx14726.tmweb.ru/images/р1900.jpg|1|||new||||2|1^2|1|1|
569|1|Ястреб|4|330.00|100|0|181.50||||||Р2440|Р2440|1|1|4|1|60|01-21|3||||||72.000000|2.100000|17.000000|0.283333||1|||1|1|1|за 1 уп. из 4 шт.|1|ЩШ01.А.00024        |ЩШ01.А.00024 046041 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.07.2017-11.07.2020                                                                                                                              |10130080/180517/0011277  |шт.|82.50|1. Разрыв серебряными хвостами с трещащими и мерцающими звездами.<BR><BR>2. Разрыв красно-зелеными звездами|1. Разрыв серебряными хвостами с трещащими и мерцающими звездами.<BR><BR>2. Разрыв красно-зелеными звездами<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/xYB_YagI0d0?rel=0" frameborder="0" allowfullscreen></iframe>||Ракеты Ястреб Р2440 ОПТОМ                                                                                                                                                                                                                                     |                                                                                                                                                                                                                                                              |У нас Вы можете купить Ракеты Ястреб Р2440 ОПТОМ по самым низким ценам!                                                                                                                                                                                       ||||1|||1|http://cx14726.tmweb.ru/images/р2440.jpg^http://cx14726.tmweb.ru/images/р2440-1.jpg^http://cx14726.tmweb.ru/images/р2440-2.jpg|1|Высота, м.:30:3||new||||2|1|1|1|
581|1|Огненные пчёлы (30х10х12)|5^36|588.00|100|0|323.40||||||Р3010|Р3010|1|1|12|10|30|01-21|3||||||4.500000|2.800000|2.800000|0.400000||1|||2|2|1|за 1 бл. из 10 уп. по 12 шт.|1|ЩШ01.А.00027        |ЩШ01.А.00027 0464045 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 22.08.2017-21.08.2020                                                                                                                             |10130080/180517/0011277  |уп.|58.80|Взлетает, жужжит, разбрасывает искры, вспыхивает зеленым огоньком|Взлетает, жужжит, разбрасывает искры, вспыхивает зеленым огоньком<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/wIvq8rgRYOk?rel=0" frameborder="0" allowfullscreen></iframe>||Вертушки Огненные пчёлы (30х10х12) Р3010 ОПТОМ                                                                                                                                                                                                                |                                                                                                                                                                                                                                                              |У нас Вы можете купить Вертушки Огненные пчёлы (30х10х12) Р3010 ОПТОМ по самым низким ценам!                                                                                                                                                                  ||||1|||1|http://cx14726.tmweb.ru/images/р3010.jpg^http://cx14726.tmweb.ru/images/р3010-1.jpg|1|||new||||2|1^2|1|1|
582|1|Весенняя бабочка (16х10х12)|5^36|715.00|100|0|393.25||||||Р3020|Р3020|1|1|12|10|16|01-21|3||||||6.700000|3.600000|3.600000|0.500000||1|||2|2|1|за 1 бл. из 10 уп. по 12 шт.|1|ЩШ01.А.00027        |ЩШ01.А.00027 0464045 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 22.08.2017-21.08.2020                                                                                                                             |10130080/180517/0011277  |уп.|71.50|Взлетает с шумом, разбрасывает искры, вспыхивает яркой золотой звездой.|Взлетает с шумом, разбрасывает искры, вспыхивает яркой золотой звездой.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/ZdxQslAjxWs?rel=0" frameborder="0" allowfullscreen></iframe>||Вертушки Весенняя бабочка (16х10х12) Р3020 ОПТОМ                                                                                                                                                                                                              |                                                                                                                                                                                                                                                              |У нас Вы можете купить Вертушки Весенняя бабочка (16х10х12) Р3020 ОПТОМ по самым низким ценам!                                                                                                                                                                ||||1|||1|http://cx14726.tmweb.ru/images/р3020.jpg^http://cx14726.tmweb.ru/images/р3020-1.jpg|1|||new||||2|1^2|1|1|
587|1|Веселый жук (20х12х6)|5^35|690.00|100|0|379.50||||||Р3520|Р3520|1|1|6|12|20|01-21|3||||||5.300000|1.600000|1.600000|0.700000||1|||2|2|1|за 1 бл. из 12 уп. по 6 шт.|1|ЩШ01.А.0029         |ЩШ01.А.0029 0464047 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/180517/0011277  |уп.|57.50|Вертится, образуя круг красного, зеленого, желтого огня|Вертится, образуя круг красного, зеленого, желтого огня<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/x2F0liz4nsg?rel=0" frameborder="0" allowfullscreen></iframe>||Вертушки Веселый жук (20х12х6) Р3520 ОПТОМ                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                              |У нас Вы можете купить Вертушки Веселый жук (20х12х6) Р3520 ОПТОМ по самым низким ценам!                                                                                                                                                                      ||||1|||1|http://cx14726.tmweb.ru/images/р3520.jpg^http://cx14726.tmweb.ru/images/р3520-1.jpg^http://cx14726.tmweb.ru/images/р3520-2.jpg|1|||new||||2|1^2|1|1|
