Product ID|Active (0/1)|Name *|Categories (x,y,z...)|Price|Макс скидка|Налог ID|Оптовая цена|Распродажа (0/1)|Величина скидки|Процент скидки|Скидка с (yyyy-mm-dd)|Скидка по (yyyy-mm-dd)|Артикул|Артикул поставщика|Поставщик|Производитель|R1|R2|R3|Годен до|Срок годности|Осн. категория|Акционный?|Розн.наим.|К-нт для розницы|Розн.цена|Розн.ед.изм.|Для агенств|Объем коробки|Штрих EAN13|Штрих EAN13|Штрих EAN13|Штрих UPC|Экол. налог|Ширина|Высота|Глубина|Вес|Кол-во|Мин. кол-во|Видимость|Доп расходы доставка|Ед. изм|Ед. изм Пост|К-нт передачи|Текст фасовки|Страна происх.|Сертификат|Сертификат полный|ГТД|Ед. изм 2|Цена|Короткое описание|Описание|Метки (x,y,z...)|Meta title|Meta keywords|Meta description|URL rewritten|Текст в наличии|Текст на заказ|Доступен (0/1)|Дата доступен|Дата создания|Отображать цену (0/1)|URL фото (x,y,z...)|Удалить фото (0/1)|Характеристика (Name:Value:Position)|Доступен только онлайн (0/1)|Состояние|Настраиваемый (0 = No, 1 = Yes)|Загружаемые файлы (0 = No, 1 = Yes)|Текстовые поля (0 = No, 1 = Yes)|Действия когда нет в наличии|ID магазина|Расширенное управление (0 = No, 1 = Yes)|Количество (0 = Страница, 1 = Склад)|Склад ID
1128|1|Хрустальное скрдце (2 фонтана + 24 залпа салюта)|6|3830.00|100|0|2106.50||||||РС175|РС175|1|3|1|1|3|04-21|3|4|0|Хрустальное скрдце|1|6100.00|0|0|0.058000||||||37.500000|19.000000|23.500000|5.333333||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00699        |ЦЦ09.А.00699 0159066 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-01/17 от 14.02.2017 07.09.2017-06.09.2020                                                                                                                                                             |10130080/200517/0000820  |||1. красное пламя;<BR>2. поток серебряных искр;<BR>3. поток зеленых и разлетающихся трещащих огней;<BR>4. поток золотых искр;<BR>5. поток красных, зеленых и разлетающихся трещащих серебряных огней. <BR>Верхний уровень. Разноцветные кометы разрываются сферами из:<BR>6. серебряных мерцающих и красных с серебряными форсами огней; <BR>7. золотых форсов и множества трещащих искр;<BR>8. золотых искристых форсов, синих и зеленых огней;<BR>Нижний уровень - фонтан. <BR>9. поток золотых звездочек;<BR>10. поток красных, зеленых и разлетающихся серебряных огней. <BR>Верхний уровень. Разноцветные кометы разрываются сферами из:<BR>11. серебряных мерцающих и красных с золотыми форсами огней;<BR>12. красных огней и серебряных искристых форсов;<BR>13. серебряных форсов и множества трещащих сфер (залп);<BR>1|<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/BEGkg-lb9H4?rel=0" frameborder="0" allowfullscreen></iframe>||Хрустальное скрдце (2 фонтана + 24 залпа салюта) РС175 ОПТОМ                                                                                                                                                                                                  |                                                                                                                                                                                                                                                              |У нас Вы можете купить Хрустальное скрдце (2 фонтана + 24 залпа салюта) РС175 ОПТОМ по самым низким ценам!                                                                                                                                                    ||||1|||1|http://cx14726.tmweb.ru/images/рс175.jpg^http://cx14726.tmweb.ru/images/рс175-1.jpg^http://cx14726.tmweb.ru/images/рс175-2.jpg^http://cx14726.tmweb.ru/images/рс175-3.jpg^http://cx14726.tmweb.ru/images/рс175-4.jpg^http://cx14726.tmweb.ru/images/рс175-5.jpg^http://cx14726.tmweb.ru/images/рс175-6.jpg^http://cx14726.tmweb.ru/images/рс175-7.jpg^http://cx14726.tmweb.ru/images/рс175-8.jpg^http://cx14726.tmweb.ru/images/рс175-9.jpg^http://cx14726.tmweb.ru/images/рс175-10.jpg^http://cx14726.tmweb.ru/images/рс175-11.jpg^http://cx14726.tmweb.ru/images/рс175-12.jpg^http://cx14726.tmweb.ru/images/рс175-13.jpg|1|Количество залпов:24:1^Калибр, дюйм:1.2:2^Высота, м.:40:3^Время, сек.:110:4||new||||2|1^9|1|1|
1129|1|Молодёжный микс (1 фонтан + 40 залпов салюта)|6|3938.00|100|0|2165.90||||||РС176|РС176|1|3|1|1|4|04-21|3|4|0|Молодёжный микс|1|0.00|0|0|0.000000||||||24.000000|17.500000|21.000000|0.000000||1|||0|0|1|за 1 шт.|1|ЦЦ.09.А.00559       |ЦЦ.09.А.00559 0157808 ООО "Пуск" ОАО "ФНПЦ "НИИ прикладной химии" RP-02/16 от 22.01.2016 17.10.2016-16.10.2019                                                                                                                                            |10130080/230617/0014265  |||1.Комбинированое изделие, фейерверк + фонтан. Нижний уровень - фонтан, два эффекта: поток разлетающихся трещащих серебряных огней.<BR>2.Поток золотых искр.<BR>3.Верхний уровень: 6 эффектов. Букеты из: красных, синих и белых мерцающих огней.<BR>4. Красных и разлетающихся трещащих огней.<BR>5. Зеленых и разлетающихся трещащих огней.<BR>6. Сферы из: золотых форсов и красных огней.<BR>7. Золотых форсов и зеленых огней.<BR>8. Золотых форсов и синих огней.|1.Комбинированое изделие, фейерверк + фонтан. Нижний уровень - фонтан, два эффекта: поток разлетающихся трещащих серебряных огней.<BR>2.Поток золотых искр.<BR>3.Верхний уровень: 6 эффектов. Букеты из: красных, синих и белых мерцающих огней.<BR>4. Красных и разлетающихся трещащих огней.<BR>5. Зеленых и разлетающихся трещащих огней.<BR>6. Сферы из: золотых форсов и красных огней.<BR>7. Золотых форсов и зеленых огней.<BR>8. Золотых форсов и синих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/uKz14srvEpA?rel=0" frameborder="0" allowfullscreen></iframe>||Молодёжный микс (1 фонтан + 40 залпов салюта) РС176 ОПТОМ                                                                                                                                                                                                     |                                                                                                                                                                                                                                                              |У нас Вы можете купить Молодёжный микс (1 фонтан + 40 залпов салюта) РС176 ОПТОМ по самым низким ценам!                                                                                                                                                       ||||1|||1|http://cx14726.tmweb.ru/images/|1|Количество залпов:40:1^Калибр, дюйм:1:2^Высота, м.:55:3^Время, сек.:70:4||new||||2|1^9|1|1|
1130|1|На всю катушку (1 фонтан + 42 залпа салюта)|6|4941.00|100|0|2717.55||||||РС177|РС177|1|3|1|1|4|04-21|3|4|0|На всю катушку|1|0.00|0|0|0.000000||||||24.000000|17.500000|21.000000|0.000000||1|||0|0|1|за 1 шт.|1|ЦЦ.09.А.00559       |ЦЦ.09.А.00559 0157808 ООО "Пуск" ОАО "ФНПЦ "НИИ прикладной химии" RP-02/16 от 22.01.2016 17.10.2016-16.10.2019                                                                                                                                            |10130080/230617/0014265  |||1. Комбинированое изделие, фейерверк + фонтан. Нижний уровень - фонтан, два эффекта: поток разлетающихся трещащих серебряных огней.<BR>2. Поток золотых искр.<BR>3. Верхний уровень: 6 эффектов. Букеты из: красных, синих и белых мерцающих огней.<BR>4. Красных и разлетающихся трещащих огней.<BR>5. Зеленых и разлетающихся трещащих огней.<BR>6. Сферы из: золотых форсов и красных огней.<BR>7. Золотых форсов и зеленых огней.<BR>8. Золотых форсов и синих огней.|1. Комбинированое изделие, фейерверк + фонтан. Нижний уровень - фонтан, два эффекта: поток разлетающихся трещащих серебряных огней.<BR>2. Поток золотых искр.<BR>3. Верхний уровень: 6 эффектов. Букеты из: красных, синих и белых мерцающих огней.<BR>4. Красных и разлетающихся трещащих огней.<BR>5. Зеленых и разлетающихся трещащих огней.<BR>6. Сферы из: золотых форсов и красных огней.<BR>7. Золотых форсов и зеленых огней.<BR>8. Золотых форсов и синих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/Tk2c8Xz9eX4?rel=0" frameborder="0" allowfullscreen></iframe>||На всю катушку (1 фонтан + 42 залпа салюта) РС177 ОПТОМ                                                                                                                                                                                                       |                                                                                                                                                                                                                                                              |У нас Вы можете купить На всю катушку (1 фонтан + 42 залпа салюта) РС177 ОПТОМ по самым низким ценам!                                                                                                                                                         ||||1|||1|http://cx14726.tmweb.ru/images/|1|Количество залпов:40:1^Калибр, дюйм:1:2^Высота, м.:55:3^Время, сек.:70:4||new||||2|1^9|1|1|
1140|1|Ярость огня (набор ракет)|4^38^49|2902.00|100|0|1596.10||||||РС252|РС252|1|3|3|1|8|04-21|3|2|0|Ярость огня (набор ракет со складным стабили-затор|0|0.00|1|0|0.000000||||||22.000000|75.000000|9.000000|0.000000||1|||1|1|1|за 1 уп. из 3 шт.|1|ЦЦ09.А.00687        |ЦЦ09.А.00687 0159054 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RR-02/17 от 08.02.2017 22.08.2017-21.08.2020                                                                                                                                                             |10130080/230617/0014265  |шт.|967.33|В каждой ракете свой эффект:<BR>1. сфера из золотых форсов с красными пульсирующими огнями<BR>в центре;<BR>2. сфера из золотых искристых форсов с синими огнями в центре;<BR>3. кольцо их зелёных мерцающих огней с белыми мерцающими<BR>огнями в центре.|В каждой ракете свой эффект:<BR>1. сфера из золотых форсов с красными пульсирующими огнями<BR>в центре;<BR>2. сфера из золотых искристых форсов с синими огнями в центре;<BR>3. кольцо их зелёных мерцающих огней с белыми мерцающими<BR>огнями в центре.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/ge8_moP-gwc?rel=0" frameborder="0" allowfullscreen></iframe>||Ярость огня (набор ракет) РС252 ОПТОМ                                                                                                                                                                                                                         |                                                                                                                                                                                                                                                              |У нас Вы можете купить Ярость огня (набор ракет) РС252 ОПТОМ по самым низким ценам!                                                                                                                                                                           ||||1|||1|http://cx14726.tmweb.ru/images/рс252.jpg|1|Калибр, дюйм:3:2^Высота, м.:100:3^Время, сек.:0:4||new||||2|1^9|1|1|
1142|1|К звёздам! (набор из пяти ракет: 2шт. - 1.3")|4^38|874.40|100|0|480.92||||||РС261|РС261|1|3|5|1|24|04-21|3|2|0|К звёздам! (набор из пяти ракет: 2шт. - 1.3", 2шт.|0|430.00|1|0|0.000000||||||82.500000|5.000000|22.000000|0.541667||1|||1|1|1|за 1 уп. из 5 шт.|1|ЦЦ09.А.00572        |ЦЦ09.А.00572 0157822 ООО "Пуск" АО "ФНПЦ "НИИПХ" RP-01/16 от 22.01.2016 17.11.2016-16.11.2019                                                                                                                                                             |10130080/200517/0000820  |шт.|174.88|Набор ракет <BR>2 ракеты, калибр 1,3”;<BR>2 ракеты, калибр 1,5”;<BR>1 ракета, калибр 1,7”.<BR>3 эффекта.<BR>1. сфера из серебряных форсов.<BR>2. сфера из золотых форсов с золотыми искрами.<BR>3. сфера из золотых форсов с серебряными искрами.|<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/d2wq2zofPqM?rel=0" frameborder="0" allowfullscreen></iframe>||К звёздам! (набор из пяти ракет: 2шт. - 1.3") РС261 ОПТОМ                                                                                                                                                                                                     |                                                                                                                                                                                                                                                              |У нас Вы можете купить К звёздам! (набор из пяти ракет: 2шт. - 1.3") РС261 ОПТОМ по самым низким ценам!                                                                                                                                                       ||||1|||1|http://cx14726.tmweb.ru/images/рс261.jpg|1|Калибр, дюйм:1.3-1.3-1.7:2^Высота, м.:100:3^Время, сек.:0:4||new||||2|1^9|1|1|
1145|1|Фонтаны "Цветной СУПЕР-дым"|6^37|365.00|100|0|200.75||||||РС346|РС346|1|3|1|1|50|04-21|3|4|0|Фонтаны "Цветной СУПЕР-дым"|0|0.00|0|0|0.000000||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00705        |ЦЦ09.А.00705 0159072 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-01/17 от 14.02.2017 08.09.2017-07.09.2020                                                                                                                                                             |10130080/030517/0011637  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/?rel=0" frameborder="0" allowfullscreen></iframe>||Фонтаны "Цветной СУПЕР-дым" РС346 ОПТОМ                                                                                                                                                                                                                       |                                                                                                                                                                                                                                                              |У нас Вы можете купить Фонтаны "Цветной СУПЕР-дым" РС346 ОПТОМ по самым низким ценам!                                                                                                                                                                         ||||1|||1|http://cx14726.tmweb.ru/images/|1|||new||||2|1^9|1|1|
1148|1|Фонтаны "Цветной МЕГА- СУПЕР-дым"|6^37|595.00|100|0|327.25||||||РС349|РС349|1|3|1|1|100|04-21|3|4|0|Фонтаны "Цветной МЕГА- СУПЕР-дым"|0|0.00|0|0|0.000000||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00705        |ЦЦ09.А.00705 0159072 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-01/17 от 14.02.2017 08.09.2017-07.09.2020                                                                                                                                                             |10130080/030517/0011637  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/?rel=0" frameborder="0" allowfullscreen></iframe>||Фонтаны "Цветной МЕГА- СУПЕР-дым" РС349 ОПТОМ                                                                                                                                                                                                                 |                                                                                                                                                                                                                                                              |У нас Вы можете купить Фонтаны "Цветной МЕГА- СУПЕР-дым" РС349 ОПТОМ по самым низким ценам!                                                                                                                                                                   ||||1|||1|http://cx14726.tmweb.ru/images/|1|||new||||2|1^9|1|1|
1181|1|Чунга-чанга (батарея фонтанов)|6|1180.00|100|0|605.00||||||РС457|РС457|1|3|1|1|12|04-21|3|4|0|Чунга-чанга (батарея фонтанов)|1|2000.00|0|0|0.085000||||||18.500000|16.500000|19.500000|0.541667||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00582        |ЦЦ09.А.00582 0157833 ООО "Пуск" АО "ФНПЦ "НИИПХ" RP-02/16 от 22.01.2016 08.12.2016-07.12.2019                                                                                                                                                             |10130080/230617/0014265  |||7 эффектов.<BR>1. красное пламя и поток серебряных искр;<BR>2. поток синих, красных и трещащих разлетающихся огней;<BR>3. поток красных огней и серебряных трещащих разлетающихся искр;<BR>4. синее пламя и поток золотых звездочек;<BR>5. красные, зеленые  огни и разлетающиеся трещащие серебряные искры; <BR>6. синее пламя и поток серебряных огней;<BR>7. поток красных огней и серебряных трещащих разлетающихся искр.|7 эффектов.<BR>1. красное пламя и поток серебряных искр;<BR>2. поток синих, красных и трещащих разлетающихся огней;<BR>3. поток красных огней и серебряных трещащих разлетающихся искр;<BR>4. синее пламя и поток золотых звездочек;<BR>5. красные, зеленые  огни и разлетающиеся трещащие серебряные искры; <BR>6. синее пламя и поток серебряных огней;<BR>7. поток красных огней и серебряных трещащих разлетающихся искр.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/BW-F1NDsURI?rel=0" frameborder="0" allowfullscreen></iframe>||Чунга-чанга (батарея фонтанов) РС457 ОПТОМ                                                                                                                                                                                                                    |                                                                                                                                                                                                                                                              |У нас Вы можете купить Чунга-чанга (батарея фонтанов) РС457 ОПТОМ по самым низким ценам!                                                                                                                                                                      ||||1|||1|http://cx14726.tmweb.ru/images/рс457.jpg|1|Высота, м.:8:3||new||||2|1^9|1|1|
1190|1|Русский балет (фонтан+салют)|6|1555.00|100|0|855.25||||||РС472|РС472|1|3|1|1|6|04-21|3|4|0|Русский балет (фонтан+салют, высота форса фонтана|1|0.00|0|0|0.000000||||||29.300000|16.800000|19.300000|0.541667||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00699        |ЦЦ09.А.00699 0159066 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-01/17 от 14.02.2017 07.09.2017-06.09.2020                                                                                                                                                             |10130080/200517/0000820  |||7 эффектов: <BR>1. поток золотых искр и красных мерцающих огней; <BR>2. поток серебряных и красных мерцающих разлетающих-я огней; <BR>3. поток разлетающихся трещащих серебряных искр и зелёных огней; <BR>4. поток красных и шуршащих порхающих серебряных огней; <BR>5. поток синих, красных огней и разлетающихся золотых искр; <BR>6. веер – три потока красных, синих и разлетающихся серебряных трещащих огней; <BR>7. выстреливаются разные трассы – искристые, трещащие, свистящие.|7 эффектов: <BR>1. поток золотых искр и красных мерцающих огней; <BR>2. поток серебряных и красных мерцающих разлетающих-я огней; <BR>3. поток разлетающихся трещащих серебряных искр и зелёных огней; <BR>4. поток красных и шуршащих порхающих серебряных огней; <BR>5. поток синих, красных огней и разлетающихся золотых искр; <BR>6. веер – три потока красных, синих и разлетающихся серебряных трещащих огней; <BR>7. выстреливаются разные трассы – искристые, трещащие, свистящие.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/tOclcuvuNj0?rel=0" frameborder="0" allowfullscreen></iframe>||Русский балет (фонтан+салют) РС472 ОПТОМ                                                                                                                                                                                                                      |                                                                                                                                                                                                                                                              |У нас Вы можете купить Русский балет (фонтан+салют) РС472 ОПТОМ по самым низким ценам!                                                                                                                                                                        ||||1|||1|http://cx14726.tmweb.ru/images/рс472.jpg|1|Высота, м.:15:3||new||||2|1^9|1|1|
1256|1|Хет-трик (0,8" х 6)|9^63^107^114^115|250.00|100|0|137.50||||||РС595|РС595|1|3|1|1|36|04-21|3|7|0|Хет-трик (0,8" х 6)|0|0.00|0|0|0.000000||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|1|                    |                                                                                                                                                                                                                                                          |10130080/030517/0011637  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Хет-трик (0,8" х 6) РС595 ОПТОМ                                                                                                                                                                                                               |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Хет-трик (0,8" х 6) РС595 ОПТОМ по самым низким ценам!                                                                                                                                                                 ||||1|||1|http://cx14726.tmweb.ru/images/|1|Количество залпов:6:1^Калибр, дюйм:0.8:2^Время, сек.:0:4||new||||2|1^9|1|1|
