id_product;reference;r1;r2;r3;rname;rtor
1760;EC232;1;1;4;Светофор;1
1761;EC234;1;1;2;Эйфория;1
1762;EC236;1;1;4;Рождеств. сюрприз;1
1763;EC240;1;1;4;Сюрпиз для тещи;1
1764;EC331;1;1;1;Жизнь удалась;1
1765;РК8029;1;1;1;Бессоница;1
1766;РК8030;1;1;1;Неудержимый;1
1767;РК8102;1;1;8;Звездные войны;1
1768;РК8103;1;1;8;Призрачный лес;1
1769;РК8104;1;1;8;Казино;1
1770;РК8105;1;1;8;Земля в иллюм.;1
1771;РК8201;1;1;4;Паззл;1
1772;РК8301;1;1;4;Драгон;1
1773;РК8302;1;1;4;Кот/орёл;1
1774;РК8303;1;1;4;Красочный;1
1775;РК8305;1;1;4;Русская мощь;1
1776;РК8401;1;1;4;Вулкан;1
1777;РК8402;1;1;4;Шаман;1
1778;РК8407;1;1;4;Небо в алмазах;1
1779;РК8408;1;1;2;Дубль;1
1780;PRO105-2;1;1;1;Валькирия;1
1781;PRO107-1;1;1;1;Иллюзия;1
1782;PRO108;1;1;1;Иллюзия;1
1783;2170;1;1;4;Волшеб. фонарь;1
1784;ЕC238;1;1;4;Отдыхаем Хорошо;1
1785;Р7362;1;1;1;Новый год шагает;1
1786;Р7380;1;1;1;Лучший день!;1
1787;РК048;1;1;1;Зимушка - Зима;1
1788;РК050;1;1;1;Гуляй, Страна;1
1789;СВ230;1;1;1;Цепная реакция;1
1790;Р7525;1;1;4;Сказка на ночь;1
1791;Р7534;1;1;1;Великолепный век;1
1792;Р7536;1;1;1;Корпоративка;1
1793;Р7533;1;1;1;Экспедиция;1
1794;Р7541;1;1;1;Продолжен. будет;1
1795;Р7512;1;1;1;Оранжевое небо;1
1796;Р7543;1;1;1;Гвардейский салют;1
1797;Р7846;1;1;4;Чистое золото;1
1798;Р7921;1;1;4;КГБ;1
1799;Р7957;1;1;2;Блестящий век;1
1800;Р7961;1;1;2;Новогод. настроение;1
1801;Р7990;1;1;2;Парк Развлечений;1
1802;Р8030;1;1;1;Премьера;1
1803;Р8460;1;1;1;Папа может;1
1804;Р8478;1;1;1;Яркое зрелище;1
1805;Р8490;1;1;1;Высший класс;1
1806;Р8595;1;1;1;Бородино;1
1807;Р8630;1;1;2;Разгуляй;1
1808;Р8637;1;1;1;Гаубица;1
1809;Р8650;1;1;1;Светопреставление;1
1810;Р8715;1;1;2;Русский Новый Год;1
1811;Р8764;1;1;2;Кузькина Мать;1
1812;Р8770;1;1;2;Высокий статус;1
1813;Р8641;1;1;1;Громовержец;1
1814;Р8790;1;1;1;Московская ночь;1
1815;Р8160;1;1;2;Жаркая Ibiza;1
1816;Р8275;1;1;1;Новогод. ярмарка;1
1817;Р8288;1;1;1;Нашествие;1
1818;Р8301;1;1;1;Карнавальная ночь;1
1819;Р8320;1;1;1;Эксклюзив;1
1820;Р8323;1;1;1;От заката до рассв.;1
1821;Р8370;1;1;1;Элитный;1
1822;Р8380;1;1;1;Золотой резерв;1
1823;D1101;60;12;20;Корсар-1;12
1824;D1303;20;10;25;Царский Корсар 3;10
1825;D1505;6;24;12;Царский Корсар 5;24
1826;D1801;6;1;50;Царский Корсар 6;1
1827;D3012;12;1;60;Бабочка средняя;12
1828;D5080;12;1;36;Римская свеча 30;12
1829;D7010;1;1;36;Семицветик;1
1830;D7012;1;1;48;Миньоны;1
1831;D7042;1;1;1;Путеводная звезда;1
1833;D7162;1;1;18;Садко;1
1834;D7164;1;1;24;Полнолуние;1
1835;D7280;1;1;12;Праздн. фантазия;1
1836;D7282;1;1;16;Матрешка ;1
1837;D7368;1;1;8;Чёртова дюжина;1
1838;D7398;1;1;16;Савух;1
1839;D7402;1;1;12;Новогодний салют;1
1840;D7550;1;1;8;Веселый салют;1
1841;D7968;1;1;8;Аватар ;1
1842;D7972;1;1;4;Дары Афродиты;1
1843;D8340;1;1;2;С Новым годом;1
1844;D8546;1;1;4;Волшебный;1
1845;D7082;1;1;20;Госпожа метелица;1
1846;P7012;1;1;12;Золотой фазан;1
1847;Р4320;1;1;24;Шахерезада;1
1848;Р4512;1;1;12;Золотой скарабей;1
1849;P4775;1;1;4;С Днем рождения!;1
1850;Р5300;4;1;36;Вьюга;4
1851;Р5310;4;1;36;Сакура;4
1852;Р5320;4;1;36;Егоза;4
1853;Р5543;2;1;24;Щелкунчик;2
1854;Р7042;1;1;24;Бармалей;1
1855;Р7319;1;1;12;Снежный бал;1
1856;Р7485;1;1;12;Золотые бубенцы;1
1857;Р7492;1;1;12;Снегурочка;1
1858;Р7514;1;1;4;Король вечеринок;1
1859;Р7904;1;1;4;Салют Столичный;1
1860;PC782;1;1;2;Волшебная ночь;1
1861;PC844;1;1;4;Китеж-град;1
1862;PC846;1;1;2;Фортуна;1
1863;PC861;1;1;1;Салют Фаберже;1
1864;ЕС501;1;1;4;За Новый Год!;1
1865;РК053;1;1;2;Новогодний салют;1
1866;РК073;1;1;4;Зимнее царство;1
1867;СВ222;1;1;4;Зуб даю;1
1868;СВ240;1;1;2;Большой куш;1
1869;РК080;1;1;4;Новогод. ярмарка;1
1870;Р8261;1;1;2;Шик и блеск;1
1871;СВ231;1;1;2;На абордаж;1
1872;С204;1;1;4;Фейерверк-49;1
1884;D0440;1;1;1;Свеча бенг. 400 мм;1
1885;D0440;1;1;1;Свеча бенг. 400 мм;1
1887;PD7048;1;1;24;Стронций;1
1888;PD7061;1;1;16;Краски в небо;1
1889;PD7049;1;1;18;Поэма;1
1890;PD7051;1;1;24;КрезиБоб;1
1891;PD7062;1;1;16;Салютница;1
1892;PD7067;1;1;16;Добрый Ээх;1
1893;PD7068;1;1;16;Кругосветка;1
1894;РС914;1;1;1;Для уваж. людей;1
1895;ЕС187;1;1;4;Кот в мешке;1
1896;ЕС200;1;1;4;Сидней;1
1897;ЕС204;1;1;4;Профессионал;1
1898;А7031;1;1;8;Посиделки у елки;1
1899;ЕС206;1;1;4;С Новым Годом!;1
1901;ЕС208;1;1;4;Контрабанда;1
1902;А7034;1;1;6;Яркое зрелище;1
1903;ЕС231;1;1;4;Moskow never sleep;1
1904;ЕС233;1;1;4;Эйфелева башня;1
1905;А7037;1;1;16;Пять звезд;1
1907;ЕС237;1;1;4;Вечеринка удалась;1
1908;ЕС283;1;1;2;Монте-Карло;1
1909;А7100;1;1;8;Рождест. сказки;1
1910;А7305;1;1;4;Праздник;1
1911;ЕС305;1;1;2;РуСалют;1
1912;ЕС330;1;1;2;1000 и 1 ночь;1
1913;А7306;1;1;4;Созвездие Скорпион;1
1914;ЕС384;1;1;2;Спецзаказ  290;1
1915;ЕС385;1;1;2;Срецзаказ 256;1
1916;РС656;1;1;2;США;1
1917;А7426;1;1;4;Лебединое озеро;1
1918;А7503;1;1;2;Подарок;1
1919;А7527;1;1;2;Старый Новый год;1
1920;А7601;1;1;1;Легенда;1
1921;А7620;1;1;1;Сочи;1
1922;А7645;1;1;1;Созвездие Пегас;1
1923;А7707;1;1;1;Китайская стена;1
1924;А7390;1;1;4;Белые ночи;1
1925;А7450;1;1;4;Карусель;1
1926;Р4515;1;1;16;Люблю;1
1927;Р8312;1;1;1;Мировой салют;1
1928;РС023;10;10;50;Команда Корсара-3;10
1929;РС241;4;1;16;Кассиопея;4
1930;РС458;1;1;24;Грибная семейка;1
1931;РС490;1;1;12;Рождеств. домик;1
1932;РС570;1;1;18;Южный крест;1
1933;РС572;1;1;18;Гончие псы;1
1934;РС600;1;1;24;Адреналин;1
1935;РС602;1;1;36;Весёлый пиротех.;1
1936;РС603;1;1;36;Мистер Х;1
1937;РС607;1;1;24;Не тормози!;1
1938;РС690;1;1;12;Карамболь;1
1939;РС691;1;1;40;Чувачок;1
1940;РС693;1;1;40;Пиро-лайт;1
1941;РС730;1;1;6;Медный всадник;1
1942;ТС580;1;1;40;Киндер-салют;1
1943;Р5900;1;1;8;Сказочная феерия;1
1944;Р7132;1;1;24;Хит;1
1945;999999;1;1;1;Доставка;1
1946;ТС862;1;1;2;Время чудес;1
1947;SF-399;1;1;12;ROMAN CANDLE;1
1948;977;10;10;500;Бенг. Свечи 16 см.;10
1949;GW218-90;1;1;36;Dark worlock;1
1950;MC122;1;1;4;MAKIN MAGIC;1
1951;МС135;1;1;4;FURIOUS;1
1952;МС141;1;1;2;MOVING PAINTER;1
1953;GWM5046;1;1;30;COLOURFUL FIRE.;1
1954;GWM5047;1;1;30;GORGEOUSNESS;1
1955;MC136;1;1;4;SHATER;1
1956;BS13-002;1;1;10;GOLDEN COLL.;1
1957;GWM5032;1;1;8;DEEP RED;1
1958;GWM5034;1;1;8;SPLENDID RIVER;1
1959;MC118;1;1;4;EASTER;1
1960;MC150-25B;1;1;4;EXCLUSIVE NIGHT;1
1961;MC175-19;1;1;4;SHADOW LADY;1
1962;GWL-0012B;1;1;24;Roman candle;1
1963;GWL-0012C;1;1;24;Roman candle;1
1964;ТР165;6;1;200;Свеча бенг. 160;1
1965;TXB211;1;1;24;Овен;1
1966;РС599;1;1;24;ПироСелфи;1
1967;РС668;1;1;1;Ассорти-салют;1
1968;РС701;1;1;12;Каламбур;1
1969;РС817;1;1;4;Улыбка радуги;1
1970;РС826;1;1;4;Россия, вперёд!;1
1971;РС679;1;1;15;Ванька-Встанька;1
1972;ТС651;1;1;12;Зимняя ночь;1
1973;Е-С340;1;1;4;Салют игристый;1
1974;Е-С476;1;1;4;Гуляем!;1
1975;Е-С710;1;1;3;Новогодний;1
1976;Е-С728;1;1;2;Пятница;1
1977;Р1710;4;1;36;Лимонка дымовая;4
1978;Р1810;1;1;50;Факел цв. красный;1
1979;Р1811;1;1;50;Факел цв. синий;1
1980;Р1812;1;1;50;Факел цв. зелёный;1
1981;Р5080;12;1;36;Римская свеча-30;12
1982;Р6750;1;1;24;Самоцветы;1
1983;Р7012;1;1;16;Золотой фазан;1
1984;Р7020;1;1;24;Малибу;1
1985;Р7230;1;1;12;Ва-банк!;1
1986;Р7314;1;1;12;Сомбреро;1
1987;Р7318;1;1;8;Салют-компания;1
1988;Р7364;1;1;2;Отдыхаем хорошо!;1
1989;Р7452;1;1;6;Праздник приходит;1
1990;Р7524;1;1;4;Русская тройка;1
1991;Р7526;1;1;2;Шумный праздник;1
1992;Р7530;1;1;4;Искандер;1
1993;Р7555;1;1;8;Полёт Валькирий;1
1994;Р7863;1;1;3;Рождест. сказка;1
1995;Р7884;1;1;4;Гуляй, страна!;1
1996;Р7958;1;1;3;ПВО;1
1997;Р8170;1;1;2;Чудеса в небесах;1
1998;БСК0236910-12;1;1;1;Пальмира;1
1999;БСК0236910-12;1;1;1;Пальмира;1
2000;БСК0236910-12;1;1;1;Пальмира;1
2001;БСК0105410;1;1;4;Грёзы Дриады;1
2002;БСК0105310;1;1;4;Маэстро;1
2003;БСК1103210;1;1;4;Беркут;1
2004;БСП0630010;1;1;1;Колизей;1
2005;БСК0627012;1;1;1;Карелия;1
2006;А7434;1;1;4;На счастье;1
2007;А7436;1;1;4;Мадагаскар;1
2008;А7501;1;1;4;Снежный замок;1
2009;А7502;1;1;4;Соколиная охота;1
2010;А7511;1;1;2;Снежная леди;1
2011;Р7842;1;1;4;Огненный рубеж;1
2012;Р8585;1;1;1;Огнен. панорама;1
2013;Р8631;1;1;1;Сияние севера;1
2014;Р8276;1;1;2;Мой генерал;1
2015;Р8360;1;1;1;Городской салют;1
2016;БСП1704910;1;1;4;Ассоль;1
2017;БСП0502512;1;1;4;Какаду;1
2018;EC219;1;1;2;Русалют;1
2019;EC220;1;1;2;Контрабанда;1
2020;EC221;1;1;2;Блестящий;1
2021;ЕС223;1;1;2;Мармелад;1
2022;ЕС226;1;1;2;Бахчисарай;1
