Артикул|Кол-во|Склад ID
F11049|40|5
K00203|40|5
K00203-3|40|5
K00204|40|5
K00208|40|5
K0201-2|40|5
K0202-1|40|5
K0202-2|40|5
K0204CE|40|5
S01002|40|5
TXD484|40|5
TXP001|40|5
TXP066|40|5
TXP067|40|5
TXP068|40|5
TXP082|40|5
TXP226|40|5
TXP384|40|5
TXP485|40|5
TXP786|40|5
Р1030|40|5
Р1040|40|5
Р1050|40|5
Р1060|40|5
Р1080|40|5
Р1082|40|5
Р1084|40|5
Р1090|40|5
Р1106|40|5
Р1202|40|5
Р1400|40|5
Р1420|40|5
Р1600|40|5
РС018|40|5
РС107|40|5
РС108|40|5
РС109|40|5
РС110|40|5
РС121|40|5
РС123|40|5
РС131|40|5
РС133|40|5
РС137|40|5
R0445|40|5
TXR141|40|5
TXR371|40|5
TXR606|40|5
Р2010|40|5
Р2300|40|5
Р2440|40|5
Р2600|40|5
РС220|40|5
РС240|40|5
РС250|40|5
РС251|40|5
Р3010|40|5
Р3110|40|5
Р3200|40|5
Р3520|40|5
Р3530|40|5
РС140|40|5
РС142|40|5
РС144|40|5
РС148|40|5
РС149|40|5
F0411|40|5
TXF359|40|5
TXF637|40|5
TXF722|40|5
TXF837|40|5
TXF838|40|5
ЕН105|40|5
Р4066|40|5
Р4070|40|5
Р4110|40|5
Р4114|40|5
Р4115|40|5
Р4206|40|5
Р4210|40|5
Р4213|40|5
Р4350|40|5
Р4810|40|5
РС170|40|5
РС347|40|5
РС455|40|5
РС459|40|5
РС462|40|5
РС470|40|5
РС473|40|5
РС476|40|5
РС490|40|5
РС494|40|5
TXC296|40|5
TXC419|40|5
TXC494|40|5
TXC495|40|5
TXC496|40|5
TXC842|40|5
TXC860|40|5
TXC861|40|5
TXC863|40|5
Р5080|40|5
Р5510|40|5
Р5512|40|5
Р5540|40|5
Р5602|40|5
Р5604|40|5
Р5606|40|5
Р5726|40|5
Р5800|40|5
РС500|40|5
РС501|40|5
РС507|40|5
РС508|40|5
РС513|40|5
РС515|40|5
РС516|40|5
РС517|40|5
РС518|40|5
РС519|40|5
РС520|40|5
РС521|40|5
РС532|40|5
РС533|40|5
РС540|40|5
РС541|40|5
РС542|40|5
РС550|40|5
РС551|40|5
РС554|40|5
РС566|40|5
РС570|40|5
РС571|40|5
РС572|40|5
R09012|40|5
TXB271|40|5
TXM434|40|5
Р6290|40|5
Р6720|40|5
Р6780|40|5
РС684|40|5
DF701010048|40|5
DF701012020|40|5
DF701012100|40|5
DF701015025|40|5
DF701015036|40|5
DF701015050|40|5
DF702012020|40|5
DF702015036|40|5
DF702015050|40|5
