Название заказа|ID товара|ID аттр|Цена|Количество|Скидка|Налог
Приход из FoxPro_295|1110||222.30|100|0|0
Приход из FoxPro_295|1098||280.80|60|0|0
Приход из FoxPro_295|1099||196.56|126|0|0
Приход из FoxPro_295|1100||207.48|126|0|0
Приход из FoxPro_295|1102||105.95|96|0|0
Приход из FoxPro_295|1235||415.35|72|0|0
Приход из FoxPro_295|1092||133.25|240|0|0
Приход из FoxPro_295|1093||650.52|48|0|0
Приход из FoxPro_295|1094||343.20|160|0|0
Приход из FoxPro_295|1095||435.24|36|0|0
Приход из FoxPro_295|1096||181.35|96|0|0
Приход из FoxPro_295|1097||941.85|16|0|0
Приход из FoxPro_295|1105||494.00|64|0|0
Приход из FoxPro_295|1106||219.05|80|0|0
Приход из FoxPro_295|1109||299.00|72|0|0
Приход из FoxPro_295|1117||148.20|80|0|0
Приход из FoxPro_295|1118||267.80|80|0|0
Приход из FoxPro_295|1183||383.50|36|0|0
Приход из FoxPro_295|1188||353.60|48|0|0
Приход из FoxPro_295|1967||5356.00|1|0|0
Приход из FoxPro_295|1191||308.75|64|0|0
Приход из FoxPro_295|1192||171.60|96|0|0
Приход из FoxPro_295|1216||240.50|72|0|0
Приход из FoxPro_295|1240||630.50|25|0|0
Приход из FoxPro_295|1966||234.00|48|0|0
Приход из FoxPro_295|1280||767.00|24|0|0
Приход из FoxPro_295|1971||178.75|36|0|0
Приход из FoxPro_295|1968||277.55|24|0|0
Приход из FoxPro_295|1338||650.00|24|0|0
Приход из FoxPro_295|1941||1235.00|12|0|0
Приход из FoxPro_295|1449||5200.00|3|0|0
Приход из FoxPro_295|1595||237.90|48|0|0
Приход из FoxPro_295|1596||331.50|48|0|0
Приход из FoxPro_295|1597||390.00|32|0|0
Приход из FoxPro_295|1598||520.00|36|0|0
Приход из FoxPro_295|1972||770.90|24|0|0
Приход из FoxPro_295|1603||773.50|24|0|0
Приход из FoxPro_295|1605||1040.00|16|0|0
Приход из FoxPro_295|1610||461.50|36|0|0
Приход из FoxPro_295|1611||520.00|36|0|0
Приход из FoxPro_295|1628||859.30|18|0|0
Приход из FoxPro_295|1083||273.00|90|0|0
Приход из FoxPro_295|1084||93.60|180|0|0
Приход из FoxPro_295|1085||280.80|60|0|0
Приход из FoxPro_295|1928||135.85|150|0|0
Приход из FoxPro_295|1088||452.40|48|0|0
Приход из FoxPro_295|1089||631.80|48|0|0
Приход из FoxPro_295|1090||80.60|150|0|0
Приход из FoxPro_295|1091||105.95|150|0|0
Приход из FoxPro_295|1107||130.00|200|0|0
Приход из FoxPro_295|1111||468.00|48|0|0
Приход из FoxPro_295|1114||148.20|120|0|0
Приход из FoxPro_295|1115||189.15|72|0|0
Приход из FoxPro_295|1124||556.40|24|0|0
Приход из FoxPro_295|1126||647.40|12|0|0
Приход из FoxPro_295|1199||93.60|144|0|0
Приход из FoxPro_295|1209||400.40|36|0|0
Приход из FoxPro_295|1210||400.40|36|0|0
Приход из FoxPro_295|1211||400.40|72|0|0
Приход из FoxPro_295|1239||370.50|36|0|0
Приход из FoxPro_295|1242||487.50|25|0|0
Приход из FoxPro_295|1262||421.20|48|0|0
Приход из FoxPro_295|1263||421.20|48|0|0
Приход из FoxPro_295|1271||649.35|32|0|0
Приход из FoxPro_295|1273||649.35|32|0|0
Приход из FoxPro_295|1279||1235.00|16|0|0
Приход из FoxPro_295|1307||362.05|30|0|0
Приход из FoxPro_295|1329||747.50|36|0|0
Приход из FoxPro_295|1341||975.00|16|0|0
Приход из FoxPro_295|1344||1040.00|16|0|0
Приход из FoxPro_295|1345||975.00|16|0|0
Приход из FoxPro_295|1347||1495.00|16|0|0
Приход из FoxPro_295|1348||1495.00|16|0|0
Приход из FoxPro_295|1396||975.00|16|0|0
Приход из FoxPro_295|1398||975.00|16|0|0
Приход из FoxPro_295|1400||975.00|16|0|0
Приход из FoxPro_295|1969||1495.00|8|0|0
Приход из FoxPro_295|1406||1293.50|16|0|0
Приход из FoxPro_295|1409||1365.00|8|0|0
Приход из FoxPro_295|1410||1365.00|8|0|0
Приход из FoxPro_295|1970||2080.00|4|0|0
Приход из FoxPro_295|1599||559.00|16|0|0
Приход из FoxPro_295|1604||1072.50|16|0|0
Приход из FoxPro_295|1617||890.50|24|0|0
Приход из FoxPro_295|1618||890.50|24|0|0
Приход из FoxPro_295|1631||1285.70|8|0|0
