Category ID|Active (0/1)|Name *|Parent category|Root category (0/1)|Description|Meta title|Meta keywords|Meta description|URL rewritten|Image URL|Shop ID
3|1|Петарды|2|0|||||||1
39|1|Фитильные|3|0|||||||1
40|1|Терочные|3|0|||||||1
32|1|С чекой|3|0|||||||1
31|1|Связки|3|0|||||||1
33|1|С эффектами|3|0|||||||1
4|1|Ракеты|2|0|||||||1
38|1|Наборы|4|0|||||||1
34|1|Со свистом|4|0|||||||1
49|1|Складные|4|0|||||||1
5|1|Вертушки|2|0|||||||1
35|1|Наземные|5|0|||||||1
36|1|Летающие|5|0|||||||1
41|1|С салютом|5|0|||||||1
6|1|Фонтаны|2|0|||||||1
37|1|Дымовые|6|0|||||||1
42|1|Конусные|6|0|||||||1
43|1|Фигурные|6|0|||||||1
44|1|Вращающиеся|6|0|||||||1
45|1|С салютом|6|0|||||||1
106|1|Настольные|6|0|||||||1
7|1|Рим.свечи|2|0|||||||1
108|1|По калибрам|7|0|||||||1
55|1|менее 0,7 дюйма|108|0|||||||1
50|1|0,7-0,9 дюйма|108|0|||||||1
51|1|1,0-1,4 дюйма|108|0|||||||1
52|1|более 1,4 дюйма|108|0|||||||1
110|1|Кол. залпов|7|0|||||||1
111|1|менее 8 залпов|110|0|||||||1
112|1|8-10 залпов|110|0|||||||1
113|1|более 10 залпов|110|0|||||||1
46|1|1 эффект|7|0|||||||1
47|1|Неск.эффектов|7|0|||||||1
48|1|Связки свечей|7|0|||||||1
8|1|Фестивальные шары|2|0|||||||1
57|1|1,5 дюйма (38 мм)|8|0|||||||1
58|1|1,7 дюйма (43 мм)|8|0|||||||1
60|1|1,9 дюйма (48 мм)|8|0|||||||1
59|1|2,0 дюйма (51 мм)|8|0|||||||1
61|1|2,5 дюйма (64 мм)|8|0|||||||1
9|1|Бат.салютов|2|0|||||||1
107|1|По калибрам|9|0|||||||1
62|1|менее 0,8 дюйма|107|0|||||||1
63|1|0.8 дюйма|107|0|||||||1
65|1|1,0 дюйм|107|0|||||||1
125|1|1,1 дюйма|107|0|||||||1
64|1|1.2 дюйма|107|0|||||||1
66|1|1,25 дюйма|107|0|||||||1
67|1|более 1,3 дюйма|107|0|||||||1
68|1|Комбинированные|107|0|||||||1
114|1|Кол. залпов|9|0|||||||1
115|1|менее 10 залпов|114|0|||||||1
116|1|10-19 залпов|114|0|||||||1
117|1|20-29 залпов|114|0|||||||1
118|1|30-39 залпов|114|0|||||||1
119|1|40-49 залпов|114|0|||||||1
120|1|50-69 залпов|114|0|||||||1
121|1|70-99 залпов|114|0|||||||1
122|1|100-149 залпов|114|0|||||||1
123|1|150-199 залпов|114|0|||||||1
72|1|Многоуровневый|9|0|||||||1
124|1|более 200 залпов|114|0|||||||1
73|1|С оконцовкой|9|0|||||||1
69|1|Веерные|9|0|||||||1
70|1|С фонтаном|9|0|||||||1
76|1|Модульная|9|0|||||||1
77|1|3Д|9|0|||||||1
75|1|Элитная|9|0|||||||1
71|1|Тематика|9|0|||||||1
74|1|Зимняя|71|0|||||||1
78|1|Новогодняя|71|0|||||||1
109|1|Рождество|71|0|||||||1
79|1|Военная|71|0|||||||1
80|1|Подарочная|71|0|||||||1
81|1|Свадебная|71|0|||||||1
82|1|Романтическая|71|0|||||||1
83|1|Для милых дам|71|0|||||||1
84|1|Для мужчин|71|0|||||||1
85|1|Для детей|71|0|||||||1
86|1|Для молодежи|71|0|||||||1
87|1|Сказочная|71|0|||||||1
88|1|С юмором|71|0|||||||1
10|1|Бенгал.св.|2|0|||||||1
22|1|Малые|10|0|||||||1
23|1|Средние|10|0|||||||1
24|1|Крупные|10|0|||||||1
25|1|Цветные|10|0|||||||1
26|1|Фигурные|10|0|||||||1
27|1|С эффектами|10|0|||||||1
11|1|Хлопушки|2|0|||||||1
100|1|С серпантином|11|0|||||||1
101|1|С конфетти|11|0|||||||1
102|1|С сюрпризом|11|0|||||||1
103|1|Макси|11|0|||||||1
104|1|Супер|11|0|||||||1
105|1|Наборы|11|0|||||||1
12|1|Пневмохлоп.|2|0|||||||1
96|1|20 см|12|0|||||||1
97|1|30 см|12|0|||||||1
98|1|60 см|12|0|||||||1
99|1|100 см|12|0|||||||1
13|0|Свет.палочки|2|0|||||||1
14|1|Неб.фонарики|2|0|||||||1
89|1|Бриллиант|14|0|||||||1
90|1|Корона|14|0|||||||1
91|1|Овал|14|0|||||||1
92|1|Сердце|14|0|||||||1
93|1|Цилиндр|14|0|||||||1
15|0|Украшения для торта|2|0|||||||1
16|0|Оборудование|2|0|||||||1
17|1|Факелы|2|0|||||||1
94|1|Дымовые|17|0|||||||1
95|1|Огневые|17|0|||||||1
18|0|Пистоны|2|0|||||||1
19|0|Дневн.фейерверки|2|0|||||||1
20|1|Подарочные наборы|2|0|||||||1
21|1|Прочее|2|0|||||||1
