Артикул|Кол-во|Склад ID
Р6780|18|1
Р7010|24|1
Р7040|30|1
Р7064|15|1
Р7130|49|1
Р7200|9|1
Р7210|38|1
Р7300|69|1
Р7302|23|1
Р7311|42|1
Р7312|34|1
Р7321|7|1
Р7325|41|1
Р7326|6|1
Р7328|10|1
Р7333|3|1
Р7342|52|1
Р7350|56|1
Р7456|41|1
Р7460|65|1
Р7462|26|1
Р7463|46|1
Р7471|28|1
Р7473|27|1
Р7482|9|1
Р7486|20|1
Р7494|28|1
Р7528|9|1
Р7545|4|1
Р7556|71|1
Р7564|25|1
Р7591|54|1
Р7592|46|1
Р7593|47|1
Р7690|9|1
Р7750|5|1
Р7808|11|1
Р7812|3|1
Р8272|3|1
Р8315|1|1
Р8452|3|1
Р8470|1|1
Р8605|1|1
Р9020|131|1
Р9033|50|1
Р9060|41|1
Р9062|1|1
Р9063|42|1
Р9064|46|1
Р9100|54|1
РС108|102|1
РС109|9|1
РС110|88|1
РС121|12|1
РС131|21|1
РС132|34|1
РС133|96|1
РС137|1|1
РС142|53|1
РС144|57|1
РС148|22|1
РС149|51|1
РС170|59|1
РС171|26|1
РС220|21|1
РС230|37|1
РС240|34|1
РС250|8|1
РС251|20|1
РС345|28|1
РС347|31|1
РС455|22|1
РС459|28|1
РС461|16|1
РС462|12|1
РС470|32|1
РС473|11|1
РС474|18|1
РС476|1|1
РС478|61|1
РС484|29|1
РС494|2|1
РС502|24|1
РС503|1|1
РС508|22|1
РС514|20|1
РС515|24|1
РС516|53|1
РС517|13|1
РС518|32|1
РС519|9|1
РС520|33|1
РС521|17|1
РС522|26|1
РС530|53|1
РС531|53|1
РС532|30|1
РС533|72|1
РС534|35|1
РС535|57|1
РС541|64|1
РС542|21|1
РС552|61|1
РС553|42|1
РС554|11|1
РС566|77|1
РС604|43|1
РС606|30|1
РС608|34|1
РС610|29|1
РС611|6|1
РС613|45|1
РС614|7|1
РС615|35|1
РС616|2|1
РС620|50|1
РС622|32|1
РС625|21|1
РС627|29|1
РС659|11|1
РС686|25|1
РС692|82|1
РС702|158|1
РС703|4|1
РС704|64|1
РС705|68|1
РС706|54|1
РС707|63|1
РС716|21|1
РС717|3|1
РС719|16|1
РС725|16|1
РС727|23|1
РС741|1|1
РС801|22|1
РС805|46|1
РС806|47|1
РС807|4|1
РС808|44|1
РС809|38|1
РС810|49|1
РС811|53|1
РС818|11|1
РС819|8|1
РС828|11|1
РС837|1|1
РТ210|14|1
РТ211|14|1
РТ303|72|1
РТ305|72|1
РФ103|52|1
С059|3|1
С066|5|1
СРС005|2|1
ТР104|482|1
ТР107|343|1
ТР108|233|1
ТР109|572|1
ТР110|298|1
ТР111|44|1
ТР112|24|1
ТР114|605|1
ТР115|252|1
ТР151|185|1
ТР152|295|1
ТР154|100|1
ТР156|2388|1
ТР157|3641|1
ТР158|469|1
ТР161|343|1
ТР162|15|1
ТР163|9|1
ТР164|444|1
ТР705|88|1
ТР707|119|1
ТР708|99|1
ТР709|107|1
ТС620|74|1
ТС641|46|1
ТС642|51|1
ТС643|27|1
ТС652|18|1
ТС653|20|1
ТС661|5|1
ТС662|14|1
ТС681|4|1
ТС710|77|1
ТС720|50|1
ТС730|46|1
ТС741|48|1
ТС742|37|1
ТС752|11|1
ТС761|4|1
ТС831|39|1
ТС832|41|1
ТС841|5|1
ТС861|3|1
ФДЖ|19|1
ФДО|12|1
ФДС|20|1
ФОЖ|27|1
ФОК|13|1
ФОС|23|1
брил40бел|30|1
овал31бел|18|1
цил40бел|101|1
