Product ID|Active (0/1)|Name *|Categories (x,y,z...)|Price|Налог ID|Оптовая цена|Распродажа (0/1)|Величина скидки|Процент скидки|Скидка с (yyyy-mm-dd)|Скидка по (yyyy-mm-dd)|Артикул|Артикул поставщика|Поставщик|Производитель|R1|R2|R3|Штрих EAN13|Штрих EAN13|Штрих EAN13|Штрих UPC|Экол. налог|Ширина|Высота|Глубина|Вес|Кол-во|Мин. кол-во|Видимость|Доп расходы доставка|Ед. изм|Ед. изм Пост|К-нт передачи|Текст фасовки|Страна происх.|Сертификат|Сертификат полный|ГТД|Ед. изм 2|Цена|Короткое описание|Описание|Метки (x,y,z...)|Meta title|Meta keywords|Meta description|URL rewritten|Текст в наличии|Текст на заказ|Доступен (0/1)|Дата доступен|Дата создания|Отображать цену (0/1)|URL фото (x,y,z...)|Удалить фото (0/1)|Характеристика (Name:Value:Position)|Доступен только онлайн (0/1)|Состояние|Настраиваемый (0 = No, 1 = Yes)|Загружаемые файлы (0 = No, 1 = Yes)|Текстовые поля (0 = No, 1 = Yes)|Действия когда нет в наличии|ID магазина|Расширенное управление (0 = No, 1 = Yes)|Количество (0 = Страница, 1 = Склад)|Склад ID
3001|1|Священный Байкал|9^76^76^77^77^114^119|1653.00|0|1550.00||||||РС627|РС627|1|3|1|1|8||||||17.700000|12.000000|17.700000|2.000000||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00687        |ЦЦ09.А.00687 0159054 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RR-02/17 от 08.02.2017 22.08.2017-21.08.2020                                                                                                                                                             |10130080/120715/0001540  |||1. Красные и трещащие огни.<BR>2. Зеленые и трещащие огни.<BR>3. Желтые и трещащие огни.<BR>4. Синие и трещащие огни.<BR>5. Белые и трещащие огни.<BR>6. Яркие белые огни с громкими хлопками.|1. Красные и трещащие огни.<BR>2. Зеленые и трещащие огни.<BR>3. Желтые и трещащие огни.<BR>4. Синие и трещащие огни.<BR>5. Белые и трещащие огни.<BR>6. Яркие белые огни с громкими хлопками.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/CsvwcUyeNCc?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс627.jpg|1|Количество залпов:49:1^Калибр, дюйм:0.8:2^Высота, м.:40:3^Время, сек.:55:4||new||||2|1^4^5^6|1|1|
3023|1|Неваляшка|8^58^58|557.00|0|499.00||||||РС680|РС680|1|3|1|1|15||||||30.000000|10.000000|15.000000|0.566667||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00698        |ЦЦ09.А.00698 0159065 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-02/17 от 08.02.2017 07.09.2017-06.09.2020                                                                                                                                                             |10130080/120715/0001540  |||6 эффектов: <BR>сфера из красных огней;<BR>сфера из зеленых огней;<BR>сфера из золотых огней;<BR>сфера из серебряных огней;<BR>сфера из красных и зеленых огней;<BR>сфера из разноцветных огней.|6 эффектов: <BR>сфера из красных огней;<BR>сфера из зеленых огней;<BR>сфера из золотых огней;<BR>сфера из серебряных огней;<BR>сфера из красных и зеленых огней;<BR>сфера из разноцветных огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/Hc6jr8UmQiQ?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс680.jpg|1|Количество залпов:6:1^Калибр, дюйм:1.75:2^Высота, м.:100:3^Время, сек.:0:4||new||||2|1^4^5^6|1|1|
3027|1|Двухдюймовочка|8^59^59|2034.00|0|1650.00||||||РС684|РС684|1|0|1|1|12||||||16.000000|15.000000|43.000000|1.166667||1|||0|0|1|за 1 шт.|2|ЦЦ09.А.00577        |ЦЦ09.А.00577 0157827 ООО "Пуск" АО "ФНПЦ "НИИПХ" RP-02/16 от 22.01.2016 22.11.2016-21.11.2019                                                                                                                                                             |                         |||6 эффектов: 1.Сфера из: золотых форсов и зеленых мерцающих огней.<BR>2. Сфера из: серебряных форсов и красных мерцающих огней.<BR>3. Сфера из: разноцветных огней с форсами и трещащих огней.<BR>4. Сфера из: красных форсовых огней и зеленых мерцающих огней.<BR>5. Сфера из: зеленых огней с форсами.<BR>6. Сфера из: золотых форсов с красными огнями.|6 эффектов: 1.Сфера из: золотых форсов и зеленых мерцающих огней.<BR>2. Сфера из: серебряных форсов и красных мерцающих огней.<BR>3. Сфера из: разноцветных огней с форсами и трещащих огней.<BR>4. Сфера из: красных форсовых огней и зеленых мерцающих огней.<BR>5. Сфера из: зеленых огней с форсами.<BR>6. Сфера из: золотых форсов с красными огнями.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/xk_HwzxVOsE?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс684.jpg|1|Количество залпов:6:1^Калибр, дюйм:2:2^Высота, м.:50:3^Время, сек.:0:4||new||||2|1^4^5^6|1|1|
3029|1|Русские забавы - 2 (1,75"x6) двойные|8^58|1800.00|0|1800.00||||||РС686|РС686|1|0|1|1|12||||||0.000000|0.000000|0.000000|0.916667||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00699        |ЦЦ09.А.00699 0159066 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-01/17 от 14.02.2017 07.09.2017-06.09.2020                                                                                                                                                             |                         ||||<br><BR>||||||||1|||1|http://ogonek.beget.tech/images/|1|||new||||2|1^4^5^6|1|1|
3034|1|Веер'OK 3x7|9^69^114^117|975.00|0|975.00||||||РС692|РС692|1|0|1|1|12||||||0.000000|0.000000|0.000000|1.166667||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00694        |ЦЦ09.А.00694 0159061 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RP-01/17 от 14.02.2017 28.08.2017-27.08.2020                                                                                                                                                             |                         ||||<br><BR>||||||||1|||1|http://ogonek.beget.tech/images/|1|Количество залпов:21:1^Калибр, дюйм:0.8:2^Время, сек.:0:4||new||||2|1^4^5^6|1|1|
3040|1|Ура! Каникулы!|9^71^85^86^114^116|730.00|0|640.00||||||РС702|РС702|1|3|1|1|24||||||15.000000|10.000000|12.000000|0.770833||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00552        |ЦЦ09.А.00552 0157801 ООО "Пуск" ОАО "ФНПЦ "НИИ прикладной химии" RP-01/16 ОТ 22.01.2016 23.09.2016-22.09.2019                                                                                                                                             |10130080/120715/0001540  |||Разноцветные кометы разрываются сферами из: <BR>красных трещащих форсов;<BR>серебряных трещащих форсов;<BR>золотых форсов и синих огней.<BR><BR>|Разноцветные кометы разрываются сферами из: <BR>красных трещащих форсов;<BR>серебряных трещащих форсов;<BR>золотых форсов и синих огней.<BR><BR><br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/_3Zzls04jJo?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс702.jpg|1|Количество залпов:10:1^Калибр, дюйм:1:2^Высота, м.:45:3^Время, сек.:35:4||new||||2|1^4^5^6|1|1|
3041|1|Одноклассники!|9^71^85^86^114^116|850.00|0|850.00||||||РС703|РС703|1|3|1|1|16||||||15.000000|10.000000|12.000000|0.875000||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00391        |ЦЦ09.А.00391 0153746 ООО "Пуск" ОАО "ФНПЦ "НИИ прикладной химии" RP-02/15 от 17.02.2015 21.08.2015-20.08.2018                                                                                                                                             |10130080/160615/0011510  |||4 эффекта. Разноцветные кометы разрываются сферами из: <BR>синих огней;<BR>серебряных форсов;<BR>серебряных швермеров;<BR>трещащих огней.|4 эффекта. Разноцветные кометы разрываются сферами из: <BR>синих огней;<BR>серебряных форсов;<BR>серебряных швермеров;<BR>трещащих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/etAsigiudek?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс703.jpg|1|Количество залпов:12:1^Калибр, дюйм:1:2^Высота, м.:45:3^Время, сек.:35:4||new||||2|1^4^5^6|1|1|
3042|1|Северное сияние|9^71^71^74^74^114^116|711.00|0|850.00||||||РС704|РС704|1|3|1|1|16||||||15.000000|12.500000|15.000000|1.125000||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00552        |ЦЦ09.А.00552 0157801 ООО "Пуск" ОАО "ФНПЦ "НИИ прикладной химии" RP-01/16 ОТ 22.01.2016 23.09.2016-22.09.2019                                                                                                                                             |10130080/120715/0001540  |||Золотые кометы, серебряные трассы разрываются сферами из: <BR>золотых искристых форсов;<BR>серебряных искристых форсов.|Золотые кометы, серебряные трассы разрываются сферами из: <BR>золотых искристых форсов;<BR>серебряных искристых форсов.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/gg54CicaK0I?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс704.jpg|1|Количество залпов:12:1^Калибр, дюйм:1:2^Высота, м.:35:3^Время, сек.:35:4||new||||2|1^4^5^6|1|1|
3043|1|Второй Рим|9^71^82^83^114^116|945.00|0|945.00||||||РС705|РС705|1|0|1|1|18||||||0.000000|0.000000|0.000000|0.777778||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00687        |ЦЦ09.А.00687 0159054 ООО "ПУСК" АО "ФНПЦ "НИИПХ" RR-02/17 от 08.02.2017 22.08.2017-21.08.2020                                                                                                                                                             |                         ||||<br><BR>||||||||1|||1|http://ogonek.beget.tech/images/рс705.jpg|1|Количество залпов:15:1^Калибр, дюйм:1:2^Время, сек.:0:4||new||||2|1^4^5^6|1|1|
3044|1|Сказочный  сон|9^71^71^73^76^76^87^87^114^116|977.00|0|935.00||||||РС706|РС706|1|3|1|1|18||||||12.700000|15.000000|12.700000|1.277778||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00674        |ЦЦ09.А.00674 0159041 ООО "Пуск" АО "ФНПЦ "НИИПХ" RP-02/17 от 08.02.2017 24.07.2017-23.07.2020                                                                                                                                                             |10130080/120715/0001540  |||1. Сферы из голубых, красных и белых мерцающих огней.<BR>2. Сферы из зеленых мерцающих огней с золотыми форсами в центре.<BR>3. Сферы из трещащих огней с серебряными форсами в центре.<BR>4. Сферы из серебряных швермеров, красных и зеленых огней.<BR>5. Красочная концовка из нескольких залпов.|1. Сферы из голубых, красных и белых мерцающих огней.<BR>2. Сферы из зеленых мерцающих огней с золотыми форсами в центре.<BR>3. Сферы из трещащих огней с серебряными форсами в центре.<BR>4. Сферы из серебряных швермеров, красных и зеленых огней.<BR>5. Красочная концовка из нескольких залпов.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/L3_Xw8hSOuU?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс706.jpg|1|Количество залпов:16:1^Калибр, дюйм:1:2^Высота, м.:45:3^Время, сек.:30:4||new||||2|1^4^5^6|1|1|
3045|1|Для милых дам!|9^71^71^73^73^76^76^83^83^114^116|1151.00|0|1175.00||||||РС707|РС707|1|3|1|1|18||||||15.000000|12.700000|12.700000|1.444444||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00665        |ЦЦ09.А.00665 0159032 ООО "Пуск" АО "ФНПЦ "НИИПХ" RP-02/17 от 08.02.2017 17.07.2017-16.07.2020                                                                                                                                                             |10130080/120715/0001540  |||Разноцветные кометы разрываются сферами из: <BR>красных огней с форсами и трещащих огней;<BR>зеленых огней с форсами и трещащих огней;<BR>серебряных огней с форсами и трещащих огней.|Разноцветные кометы разрываются сферами из: <BR>красных огней с форсами и трещащих огней;<BR>зеленых огней с форсами и трещащих огней;<BR>серебряных огней с форсами и трещащих огней.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/OgyrPx5CXLE?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс707.jpg|1|Количество залпов:19:1^Калибр, дюйм:1:2^Высота, м.:45:3^Время, сек.:40:4||new||||2|1^4^5^6|1|1|
3054|1|3Д:Зимний праздник (1,0"х 20)|9^71^71^74^77^77^78^109^114^117^117^117^117^117^117^117|949.00|0|949.00||||||РС716|РС716|1|3|1|1|12||||||15.000000|11.500000|14.500000|1.583333||1|||0|0|1|за 1 шт.|1|ЦЦ09.А.00689        |ЦЦ09.А.00689 0159056 ООО "Пуск" АО "ФНПЦ "НИИПХ" RP-01/17 от 14.02.2017 22.08.2017-21.08.2020                                                                                                                                                             |10130080/050716/0003251  |||5 эффектов.<BR>Разноцветные кометы разрываются сферами из: <BR>1. красных, синих и белых мерцающих огней; <BR>2. золотых форсов с красными и зелёными огнями на концах; <BR>3. фиолетовых, зелёных и золотых мерцающих огней; <BR>4. серебряных форсов с красными и зелёными огнями на концах; <BR>5. золотых форсов.|5 эффектов.<BR>Разноцветные кометы разрываются сферами из: <BR>1. красных, синих и белых мерцающих огней; <BR>2. золотых форсов с красными и зелёными огнями на концах; <BR>3. фиолетовых, зелёных и золотых мерцающих огней; <BR>4. серебряных форсов с красными и зелёными огнями на концах; <BR>5. золотых форсов.<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/mtq86RPtFVQ?rel=0" frameborder="0" allowfullscreen></iframe>||||||||1|||1|http://ogonek.beget.tech/images/рс716.jpg|1|Количество залпов:20:1^Калибр, дюйм:1:2^Высота, м.:45:3^Время, сек.:40:4||new||||2|1^4^5^6|1|1|
