Category ID|Active (0/1)|Name *|Parent category|Root category (0/1)|Description|Meta title|Meta keywords|Meta description|URL rewritten|Image URL|Shop ID
3|1|Петарды|2|0|Петарды являются одним из старейших видов пиротехнических изделий. Благодаря своему впечатляющему звуковому эффекту они пользуются большой популярностью на праздниках. Петарды оптом продаются на нашем сайте и быстро находят своих покупателей благодаря своей широкой известности и невысокой цене. Купить петарды оптом можно, подобрав в нашем ассортименте понравившиеся изделия по различным параметрам. В частности, в каталоге представлены популярные петарды корсар оптом.|Купить петарды оптом, цена на петарды.|петарды оптом  купить петарды оптом корсар оптом|Петарды от производителя оптом. Доставка с собственного склада. Петарды Корсар.||http://cx14726.tmweb.ru/images/рс121.jpg|1^2
39|1|Фитильные|3|0|||||||1^2
40|1|Терочные|3|0|||||||1^2
32|1|С чекой|3|0|||||||1^2
31|1|Связки|3|0|||||||1^2
33|1|С эффектами|3|0|||||||1^2
4|1|Ракеты|2|0|Ракеты станут отличным дополнением к празднику на любой вкус. В каталоге представлены ракеты оптом от различных производителей. Ракета имеет один, но мощный заряд, обеспечивающий яркий эффект на большой высоте. Купить ракеты оптом можно, исходя из различных параметров. Все представленные ракеты имеют высокое качество и надежность, поэтому оставят лишь приятные впечатления у покупателей.|Купить ракеты оптом, цена ракет.|ракеты оптом                                            купить ракеты оптом|Купить ракеты оптом с доставкой. Большой выбор ракет по ценам производителя. Ракеты в наличии на складе! Доставка по РФ.||http://cx14726.tmweb.ru/images/рс250.jpg|1^2
38|1|Наборы|4|0|||||||1^2
34|1|Со свистом|4|0|||||||1^2
49|1|Складные|4|0|||||||1^2
5|1|Вертушки|2|0|Вертушки бывают разных типов: одни ярко и забавно крутятся на земле, другие взмывают в небо, производя необычный динамичный эффект рассыпающихся по спирали искр. Вертушки оптом станут отличной покупкой как для взрослого, так и для детского праздника. Но, конечно, важно, чтобы запускали пиротехнические изделия именно взрослые люди. Купить вертушки оптом – хорошая идея, чтобы позабавить своих гостей любого возраста.|Купить вертушки оптом, пиротехника для праздника.|вертушки оптом                                            купить вертушки оптом|Вертушки оптом от производителя. Купить вертушки оптом с доставкой. Большой выбор в на складе!||http://cx14726.tmweb.ru/images/рс140.jpg|1^2
35|1|Наземные|5|0|||||||1^2
36|1|Летающие|5|0|||||||1^2
41|1|С салютом|5|0|||||||1^2
6|1|Фонтаны|2|0|Пиротехнические фонтаны всегда завораживают взгляд и вызывают восхищение ярким и необычным эффектом. Фонтан оптом настольный можно использовать в помещении для украшения домашнего торжества. Фонтан оптом на улице станет «изюминкой» летней вечеринки или новогоднего праздника. Фонтаны оптом купить можно любого вида, высоты и эстетического исполнения, все зависит от пожеланий покупателя и самого торжества.|Фонтаны оптом - фонтаны с салютом, купить настольный фонтан.|фонтаны оптом                                      купить фонтан оптом            настольный фонтан оптом|Фонтаны для улицы и для помещения. Купить настольный фонтан оптом. Пиротехника от производителя! Широкий ассортимент фонтанов оптом.||http://cx14726.tmweb.ru/images/рс479.jpg|1^2
37|1|Дымовые|6|0|||||||1^2
42|1|Конусные|6|0|||||||1^2
43|1|Фигурные|6|0|||||||1^2
44|1|Вращающиеся|6|0|||||||1^2
45|1|С салютом|6|0|||||||1^2
106|1|Настольные|6|0|||||||1^2
7|1|Римские свечи|2|0|Римские свечи различаются по количеству залпов и представляют собой настоящий фейерверк, упакованный в одну трубку. Римские свечи оптом можно выбрать по наличию эффектов, их длительности, а также выбрать сразу связку свечей для настоящего праздничного салюта. Купить римские свечи на праздник – отличная идея, чтобы порадовать своих друзей и родных.|Римские свечи оптом, римские свечи для праздника.|римские свечи оптом|Купить римские свечи оптом. Широкий ассортимент! Цены от производителя! Римские свечи с доставкой по РФ с собственного склада.||http://cx14726.tmweb.ru/images/рс511.jpg|1^2
108|1|По калибрам|7|0|||||||1^2
55|1|менее 0,7 дюйма|108|0|||||||1^2
50|1|0,7-0,9 дюйма|108|0|||||||1^2
51|1|1,0-1,4 дюйма|108|0|||||||1^2
52|1|более 1,4 дюйма|108|0|||||||1^2
110|1|Кол. залпов|7|0|||||||1^2
111|1|менее 8 залпов|110|0|||||||1^2
112|1|8-10 залпов|110|0|||||||1^2
113|1|более 10 залпов|110|0|||||||1^2
46|1|1 эффект|7|0|||||||1^2
47|1|Неск.эффектов|7|0|||||||1^2
48|1|Связки свечей|7|0|||||||1^2
