Название заказа|ID товара|ID аттр|Цена|Количество|Скидка|Налог
Приход из FoxPro_294|1621||1511.25|4|0|0
Приход из FoxPro_294|1946||2309.45|2|0|0
Приход из FoxPro_294|1596||331.50|96|0|0
Приход из FoxPro_294|1598||520.00|36|0|0
Приход из FoxPro_294|1600||507.00|96|0|0
Приход из FoxPro_294|1603||773.50|36|0|0
Приход из FoxPro_294|1605||1040.00|24|0|0
Приход из FoxPro_294|1620||1181.70|8|0|0
Приход из FoxPro_294|1634||2217.80|4|0|0
Приход из FoxPro_294|1342||975.00|24|0|0
Приход из FoxPro_294|1599||559.00|64|0|0
Приход из FoxPro_294|1604||1072.50|40|0|0
Приход из FoxPro_294|1617||890.50|36|0|0
Приход из FoxPro_294|1618||890.50|36|0|0
Приход из FoxPro_294|1631||1285.70|4|0|0
Приход из FoxPro_294|1632||1820.00|4|0|0
