Product ID|Active (0/1)|Name *|Categories (x,y,z...)|Price|Макс скидка|Налог ID|Оптовая цена|Распродажа (0/1)|Величина скидки|Процент скидки|Скидка с (yyyy-mm-dd)|Скидка по (yyyy-mm-dd)|Артикул|Артикул поставщика|Поставщик|Производитель|R1|R2|R3|Годен до|Срок годности|Осн. категория|Акционный?|Розн.наим.|К-нт для розницы|Розн.цена|Розн.ед.изм.|Для агенств|Объем коробки|Штрих EAN13|Штрих EAN13|Штрих EAN13|Штрих UPC|Экол. налог|Ширина|Высота|Глубина|Вес|Кол-во|Мин. кол-во|Видимость|Доп расходы доставка|Ед. изм|Ед. изм Пост|К-нт передачи|Текст фасовки|Страна происх.|Сертификат|Сертификат полный|ГТД|Ед. изм 2|Цена|Короткое описание|Описание|Метки (x,y,z...)|Meta title|Meta keywords|Meta description|URL rewritten|Текст в наличии|Текст на заказ|Доступен (0/1)|Дата доступен|Дата создания|Отображать цену (0/1)|URL фото (x,y,z...)|Удалить фото (0/1)|Характеристика (Name:Value:Position)|Доступен только онлайн (0/1)|Состояние|Настраиваемый (0 = No, 1 = Yes)|Загружаемые файлы (0 = No, 1 = Yes)|Текстовые поля (0 = No, 1 = Yes)|Действия когда нет в наличии|ID магазина|Расширенное управление (0 = No, 1 = Yes)|Количество (0 = Страница, 1 = Склад)|Склад ID
0|1|Праздничная (60 см  цв. метал. конф.)|9^65^72^107^114^121|178.00|100|0|97.90||||||Р9061|Р9061|1|1|1|1|36|01-30|3|10|0|Праздничная-60м|1|320.00|0|0|0.073000||||||22.500000|24.300000|36.800000|0.305556||1|||0|0|1|за 1 шт.|1|нет                 |ЩШ01.А.00008 0464024 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RP-01/16 от 02.02.2016 29.11.2016-28.11.2019                                                                                                                                              |10130080/150716/0011651  |||6 эффектов:<BR><BR>1. Красные звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>2. Оранжевые звезды с пышными хвостами (кокос) и синие звезды.<BR><BR>3. Фиолетовые звезды с пышными хвостами (кокос) и зеленое мерцание.<BR><BR>4. Вертушка разрывается красно-зеленой сферой (пион) и облаком трещащих разрывов (трещащая хризантема).<BR><BR>5. 2 уровня: Внизу - трещащее облако. Вверху - серебряные хаотично разлетающиеся звезды (рыбки), трещащие звезды с пышными хвостами (трещащий кокос) и облако трещащих разрывов (трещащая хризантема).<BR><BR>6. 2 уровня: Внизу - трещащее облако. Вверху - красно-зеленые трещащие падающие букеты звезд (падающие листья), трещащие звезды с пышными хвостами (трещащий кокос) и облако трещащих разрывов (трещащая хризантема).|<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/?rel=0" frameborder="0" allowfullscreen></iframe>||Пневмохлопушки Праздничная (60 см; цв. метал. конф.) Р9061 ОПТОМ                                                                                                                                                                                              |                                                                                                                                                                                                                                                              |У нас Вы можете купить Пневмохлопушки Праздничная (60 см; цв. метал. конф.) Р9061 ОПТОМ по самым низким ценам!                                                                                                                                                ||||1|||1|http://cx14726.tmweb.ru/images/р9061.jpg|1|Количество залпов:96:1^Калибр, дюйм:1:2^Высота, м.:45:3^Время, сек.:110:4||new||||2|1^9|1|1|
424|1|Крутой (1''x100)|9^65^71^73^84^107^114^122|4967.00|100|0|2731.85||||||Е-С551|Е-С551|1|2|1|1|2|01-21|3|7|0|Крутой (1''x100)|0|0.00|0|0|0.000000||||||22.500000|30.500000|30.500000|0.000000||1|||0|0|1|за 1 шт.|1|                    |                                                                                                                                                                                                                                                          |10130080/110517/0003320  |||11 эффектов:<BR><BR>1. Красно-зеленые звезды с пышными хвостами (кокос) и облако трещащих разрывов (трещащий дождь)<BR><BR>2. Красно- сине-фиолетовая сфера (пион) и белое мерцание.<BR><BR>3. Фиолетово-зеленые звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>4. Сине- красно-зелено-белый разрыв (пион).<BR><BR>5. Фиолетово-зеленые звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>6. ЗАЛП: Серебряные звезды с пышными хвостами (кокос) и красно-синие звезды.<BR><BR>7. ЗАЛП: Красные звезды с пышными хвостами (кокос) и зелено-фиолетовые звезды.<BR><BR>8. ЗАЛП: Красно-зеленые звезды с пышными хвостами (кокос) и облако трещащих разрывов (трещащий дождь).<BR><BR>9-10. Выстреливает подряд:<BR><BR>Громовые разрывы.<BR><BR>Зелено-фиолетовые звезды с пышными хвостами (кокос) и белое ме|11 эффектов:<BR><BR>1. Красно-зеленые звезды с пышными хвостами (кокос) и облако трещащих разрывов (трещащий дождь)<BR><BR>2. Красно- сине-фиолетовая сфера (пион) и белое мерцание.<BR><BR>3. Фиолетово-зеленые звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>4. Сине- красно-зелено-белый разрыв (пион).<BR><BR>5. Фиолетово-зеленые звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>6. ЗАЛП: Серебряные звезды с пышными хвостами (кокос) и красно-синие звезды.<BR><BR>7. ЗАЛП: Красные звезды с пышными хвостами (кокос) и зелено-фиолетовые звезды.<BR><BR>8. ЗАЛП: Красно-зеленые звезды с пышными хвостами (кокос) и облако трещащих разрывов (трещащий дождь).<BR><BR>9-10. Выстреливает подряд:<BR><BR>Громовые разрывы.<BR><BR>Зелено-фиолетовые звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>11. Красочная концовка: Множество серебряных ниспадающих нитей (парча).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/Y0YyL8WrVdA?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Крутой (1''x100) Е-С551 ОПТОМ                                                                                                                                                                                                                 |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Крутой (1''x100) Е-С551 ОПТОМ по самым низким ценам!                                                                                                                                                                   ||||1|||1|http://cx14726.tmweb.ru/images/ес551.jpg^http://cx14726.tmweb.ru/images/ес551-1.jpg^http://cx14726.tmweb.ru/images/ес551-2.jpg^http://cx14726.tmweb.ru/images/ес551-3.jpg^http://cx14726.tmweb.ru/images/ес551-4.jpg^http://cx14726.tmweb.ru/images/ес551-5.jpg^http://cx14726.tmweb.ru/images/ес551-6.jpg^http://cx14726.tmweb.ru/images/ес551-7.jpg^http://cx14726.tmweb.ru/images/ес551-8.jpg^http://cx14726.tmweb.ru/images/ес551-9.jpg|1|Количество залпов:100:1^Калибр, дюйм:1:2^Высота, м.:45:3^Время, сек.:60:4||new||||2|1^9|1|1|
644|1|Настольный фонтан (цветное пламя)|6|1230.00|100|0|676.50||||||Р4811|Р4811|1|1|4|12|20|01-21|3|4|0|Настольный фонтан (цветное пламя: красное и зелено|0|0.00|0|0|0.000000||||||0.000000|0.000000|0.000000|0.000000||1|||2|2|1|за 1 бл. из 12 уп. по 4 шт.|1|ЩШ01.А.00027        |ЩШ01.А.00027 0464045 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 22.08.2017-21.08.2020                                                                                                                             |10130080/230617/0014265  |уп.|102.50||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/?rel=0" frameborder="0" allowfullscreen></iframe>||Настольный фонтан (цветное пламя) Р4811 ОПТОМ                                                                                                                                                                                                                 |                                                                                                                                                                                                                                                              |У нас Вы можете купить Настольный фонтан (цветное пламя) Р4811 ОПТОМ по самым низким ценам!                                                                                                                                                                   ||||1|||1|http://cx14726.tmweb.ru/images/p4811.jpg|1|||new||||2|1^9|1|1|
711|1|Русский размер (2,5" х 6)|8^61|2255.00|100|0|1240.25||||||Р6272|Р6272|1|1|1|1|12|01-21|3|6|0|Русский размер (2,5" х 6)|1|2980.00|0|0|0.000000||||||36.500000|6.800000|6.800000|1.583333||1|||0|0|1|за 1 шт.|1|МН09.А.00175        |МН09.А.00175 0333408 ООО "НПК "ТехСервис" ООО "Русский фейерверк" RR-01/15 от 05.02.2015 06.11.2015-05.11.2018                                                                                                                                            |10130080/180517/0011277  |||Набор салютов с 6 различными эффектами: 1. Фиолетовые звезды с белыми хвостами. 2. Красные и зеленые звезды с белыми хвостами. 3. Сфера синих звезд. 4. Зеленые звезды и облако трещащих разрывов. 5. Белые хвосты. 6. Красные звезды и облако трещащих разрывов.|<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/0-_1pmx6aoQ?rel=0" frameborder="0" allowfullscreen></iframe>||Фестивальные шары Русский размер (2,5" х 6) Р6272 ОПТОМ                                                                                                                                                                                                       |                                                                                                                                                                                                                                                              |У нас Вы можете купить Фестивальные шары Русский размер (2,5" х 6) Р6272 ОПТОМ по самым низким ценам!                                                                                                                                                         ||||1|||1|http://cx14726.tmweb.ru/images/р6272.jpg^http://cx14726.tmweb.ru/images/р6272-1.jpg^http://cx14726.tmweb.ru/images/р6272-2.jpg^http://cx14726.tmweb.ru/images/р6272-3.jpg^http://cx14726.tmweb.ru/images/р6272-4.jpg^http://cx14726.tmweb.ru/images/р6272-5.jpg^http://cx14726.tmweb.ru/images/р6272-6.jpg|1|Количество залпов:6:1^Калибр, дюйм:2.5:2^Высота, м.:90:3^Время, сек.:0:4||new||||2|1^9|1|1|
774|1|С Наступающим! (0,8"х 100) СУПЕР ЦЕНА МОНОБЛОК 11|9^63^71^76^78^107^114^122|3485.00|100|0|1916.75||||||Р7352|Р7352|1|1|1|1|4|01-21|3|7|0|С Наступающим! (0,8"х 100) СУПЕР ЦЕНА МОНОБЛОК 11|0|0.00|0|0|0.000000||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00030        |ЩШ01.А.00030 0464048 ООО "Испытательный центр "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 09.10.2017-08.10.2020                                                                                                                             |10130080/230617/0014265  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов С Наступающим! (0,8"х 100) СУПЕР ЦЕНА МОНОБЛОК 11 Р7352 ОПТОМ                                                                                                                                                                                 |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов С Наступающим! (0,8"х 100) СУПЕР ЦЕНА МОНОБЛОК 11 Р7352 ОПТОМ по самым низким ценам!                                                                                                                                   ||||1|||1|http://cx14726.tmweb.ru/images/р7352.jpg|1|Количество залпов:100:1^Калибр, дюйм:0.8:2^Время, сек.:0:4||new||||2|1^9|1|1|
813|1|Наш салют (1,0"х 42)|9^65^69^107^114^119|3225.00|100|0|1773.75||||||Р7517|Р7517|1|1|1|1|4|01-21|3|7|0|Наш салют (1,0"х 42)|1|0.00|0|0|0.000000||||||20.000000|19.500000|22.000000|0.000000||1|||0|0|1|за 1 шт.|1|                    |                                                                                                                                                                                                                                                          |10130080/180517/0011277  |||Веер W-Формы. 6 эффектов:<BR><BR>1. Букеты мерцающих звезд (падающие листья); множество серебряных ниспадающих нитей (парча).<BR><BR>2. Вертушки разрываются трещащим облаком; множество золотых ниспадающих нитей (парча) с красными звездами на концах и белое мерцание.<BR><BR>3. Хаотично разлетающиеся серебряные звезды (рыбки) и синие звезды; множество золотых ниспадающих нитей (парча) с красными звездами на концах и зеленое мерцание.<BR><BR>4. Букеты мерцающих звезд (падающие листья); множество серебряных ниспадающих нитей (парча) с красными, синими, зелеными звездами на концах.<BR><BR>5. Вертушка разрывается трещащим облаком, множество золотых ниспадающих нитей (парча) с фиолетовыми, зелеными звездами на концах и золотое мерцание.<BR><BR>6. Разлетаю- щиеся хаотично звезды, синие звезды; сфе|Веер W-Формы. 6 эффектов:<BR><BR>1. Букеты мерцающих звезд (падающие листья); множество серебряных ниспадающих нитей (парча).<BR><BR>2. Вертушки разрываются трещащим облаком; множество золотых ниспадающих нитей (парча) с красными звездами на концах и белое мерцание.<BR><BR>3. Хаотично разлетающиеся серебряные звезды (рыбки) и синие звезды; множество золотых ниспадающих нитей (парча) с красными звездами на концах и зеленое мерцание.<BR><BR>4. Букеты мерцающих звезд (падающие листья); множество серебряных ниспадающих нитей (парча) с красными, синими, зелеными звездами на концах.<BR><BR>5. Вертушка разрывается трещащим облаком, множество золотых ниспадающих нитей (парча) с фиолетовыми, зелеными звездами на концах и золотое мерцание.<BR><BR>6. Разлетаю- щиеся хаотично звезды, синие звезды; сфера золотых хвостов с переходом в красно-зеленые мерцающие звезды (мерцающая хризантема).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/3AwI76GQ-S4?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Наш салют (1,0"х 42) Р7517 ОПТОМ                                                                                                                                                                                                              |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Наш салют (1,0"х 42) Р7517 ОПТОМ по самым низким ценам!                                                                                                                                                                ||||1|||1|http://cx14726.tmweb.ru/images/р7517.jpg^http://cx14726.tmweb.ru/images/р7517-1.jpg^http://cx14726.tmweb.ru/images/р7517-2.jpg^http://cx14726.tmweb.ru/images/р7517-3.jpg^http://cx14726.tmweb.ru/images/р7517-4.jpg^http://cx14726.tmweb.ru/images/р7517-5.jpg^http://cx14726.tmweb.ru/images/р7517-6.jpg|1|Количество залпов:42:1^Калибр, дюйм:1:2^Высота, м.:45:3^Время, сек.:30:4||new||||2|1^9|1|1|
823|1|Командор (1,0"х 102) 13 эфф, веера, кометы|9^65^69^71^73^79^84^107^114^122|7299.00|100|0|4014.45||||||Р7537|Р7537|1|1|1|1|2|01-21|3|7|0|Командор (1,0"х 102) 13 эфф, веера, кометы|0|0.00|0|0|0.000000||||||0.000000|0.000000|0.000000|0.000000||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00028        |ЩШ01.А.00028 046046 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RR-01/17 от 17.01.2017 12.09.2017-11.09.2020                                                                                                                                               |10130080/230617/0014265  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Командор (1,0"х 102) 13 эфф, веера, кометы Р7537 ОПТОМ                                                                                                                                                                                        |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Командор (1,0"х 102) 13 эфф, веера, кометы Р7537 ОПТОМ по самым низким ценам!                                                                                                                                          ||||1|||1|http://cx14726.tmweb.ru/images/р7537.jpg|1|Количество залпов:102:1^Калибр, дюйм:1:2^Время, сек.:0:4||new||||2|1^9|1|1|
824|1|Экспедиция (1,0"х 96) АКЦИЯ|9^65^72^107^114^121|5848.00|100|0|3216.40||||||Р7538|Р7538|1|1|1|1|2|01-21|3|7|0|Экспедиция (1,0"х 96) АКЦИЯ|1|0.00|0|0|0.000000||||||22.500000|24.300000|36.800000|0.000000||1|||0|0|1|за 1 шт.|1|ЩШ01.А.00008        |ЩШ01.А.00008 0464024 ООО "ИЦ "ПИРОТЕСТ" ООО "Русский фейерверк" RP-01/16 от 02.02.2016 29.11.2016-28.11.2019                                                                                                                                              |10130080/180517/0011277  |||6 эффектов:<BR><BR>1. Красные звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>2. Оранжевые звезды с пышными хвостами (кокос) и синие звезды.<BR><BR>3. Фиолетовые звезды с пышными хвостами (кокос) и зеленое мерцание.<BR><BR>4. Вертушка разрывается красно-зеленой сферой (пион) и облаком трещащих разрывов (трещащая хризантема).<BR><BR>5. 2 уровня: Внизу - трещащее облако. Вверху - серебряные хаотично разлетающиеся звезды (рыбки), трещащие звезды с пышными хвостами (трещащий кокос) и облако трещащих разрывов (трещащая хризантема).<BR><BR>6. 2 уровня: Внизу - трещащее облако. Вверху - красно-зеленые трещащие падающие букеты звезд (падающие листья), трещащие звезды с пышными хвостами (трещащий кокос) и облако трещащих разрывов (трещащая хризантема).|6 эффектов:<BR><BR>1. Красные звезды с пышными хвостами (кокос) и белое мерцание.<BR><BR>2. Оранжевые звезды с пышными хвостами (кокос) и синие звезды.<BR><BR>3. Фиолетовые звезды с пышными хвостами (кокос) и зеленое мерцание.<BR><BR>4. Вертушка разрывается красно-зеленой сферой (пион) и облаком трещащих разрывов (трещащая хризантема).<BR><BR>5. 2 уровня: Внизу - трещащее облако. Вверху - серебряные хаотично разлетающиеся звезды (рыбки), трещащие звезды с пышными хвостами (трещащий кокос) и облако трещащих разрывов (трещащая хризантема).<BR><BR>6. 2 уровня: Внизу - трещащее облако. Вверху - красно-зеленые трещащие падающие букеты звезд (падающие листья), трещащие звезды с пышными хвостами (трещащий кокос) и облако трещащих разрывов (трещащая хризантема).<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/gw1twD6Q1uY?rel=0" frameborder="0" allowfullscreen></iframe>||Батареи салютов Экспедиция (1,0"х 96) АКЦИЯ Р7538 ОПТОМ                                                                                                                                                                                                       |                                                                                                                                                                                                                                                              |У нас Вы можете купить Батареи салютов Экспедиция (1,0"х 96) АКЦИЯ Р7538 ОПТОМ по самым низким ценам!                                                                                                                                                         ||||1|||1|http://cx14726.tmweb.ru/images/р7538.jpg^http://cx14726.tmweb.ru/images/р7538-1.jpg^http://cx14726.tmweb.ru/images/р7538-2.jpg^http://cx14726.tmweb.ru/images/р7538-3.jpg^http://cx14726.tmweb.ru/images/р7538-4.jpg^http://cx14726.tmweb.ru/images/р7538-5.jpg^http://cx14726.tmweb.ru/images/р7538-6.jpg^http://cx14726.tmweb.ru/images/р7538-7.jpg^http://cx14726.tmweb.ru/images/р7538-8.jpg^http://cx14726.tmweb.ru/images/р7538-9.jpg|1|Количество залпов:96:1^Калибр, дюйм:1:2^Высота, м.:45:3^Время, сек.:110:4||new||||2|1^9|1|1|
1019|1|Праздничная (30 см), (цв. бум. конфетти)|12^97|82.00|100|0|45.10||||||Р9030|Р9030|1|1|1|1|72|01-20|3|10|0|Праздничная-30б|1|150.00|0|0|0.056000||||||0.000000|0.000000|0.000000|0.180556||1|||0|0|1|за 1 шт.|1|нет                 |                                                                                                                                                                                                                                                          |10130080/050516/0014554  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/?rel=0" frameborder="0" allowfullscreen></iframe>||Пневмохлопушки Праздничная (30 см), (цв. бум. конфетти) Р9030 ОПТОМ                                                                                                                                                                                           |                                                                                                                                                                                                                                                              |У нас Вы можете купить Пневмохлопушки Праздничная (30 см), (цв. бум. конфетти) Р9030 ОПТОМ по самым низким ценам!                                                                                                                                             ||||1|||1|http://cx14726.tmweb.ru/images/р9030.jpg|1|||new||||2|1^9|1|1|
1020|1|Праздничная (30 см  цв.метал. конф.)|12^97|114.00|100|0|62.70||||||Р9031|Р9031|1|1|1|1|72|01-20|3|10|0|Праздничная-30м|1|190.00|0|0|0.055200||||||0.000000|0.000000|0.000000|0.180556||1|||0|0|1|за 1 шт.|1|нет                 |                                                                                                                                                                                                                                                          |10130080/050516/0014554  ||||<br><BR><iframe width="560" height="315" src="https://www.youtube.com/embed/?rel=0" frameborder="0" allowfullscreen></iframe>||Пневмохлопушки Праздничная (30 см; цв.метал. конф.) Р9031 ОПТОМ                                                                                                                                                                                               |                                                                                                                                                                                                                                                              |У нас Вы можете купить Пневмохлопушки Праздничная (30 см; цв.метал. конф.) Р9031 ОПТОМ по самым низким ценам!                                                                                                                                                 ||||1|||1|http://cx14726.tmweb.ru/images/р9031.jpg|1|||new||||2|1^9|1|1|
