id_product;active;name;categories;price;id_tax_rules_group;wholesale_price;reference;supplier_reference;id_supplier;id_manufacturer;upc;ecotax;weight;quantity;description_short;description;meta_title;meta_keywords;meta_description;link_rewrite;available_now;available_later;available_for_order;date_add;show_price;online_only;condition;id_shop_default;
"701";"1";"1";"Петарды";"705.000000";"0";"387.750000";"Р5800";"Р5800";"1";"1";"";"0.000000";"1.111111";"0";"4 эффекта: 1. Красные звезды с золотыми хвостами. 2. Зеленые звезды с золотыми хвостами. 3. Фиолетовые звезды с золотыми хвостами. 4. Белые звезды с белыми хвостами.";"";"Римские свечи Альтаир (1,5"х 8) НОВЫЙ ЭФФЕКТ Р5800 ОПТОМ";"";"У нас Вы можете купить Римские свечи Альтаир (1,5"х 8) НОВЫЙ ЭФФЕКТ Р5800 ОПТОМ по самым низким ценам!";"altair-15kh-8-novyj-effekt";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"704";"1";"11";"Петарды";"799.000000";"0";"439.450000";"Р5950";"Р5950";"1";"1";"";"0.000000";"0.000000";"0";"";"";"Зенитка (0,8''х 30) связка римских свечей Р5950 ОПТОМ";"";"У нас Вы можете купить Зенитка (0,8''х 30) связка римских свечей Р5950 ОПТОМ по самым низким ценам!";"zenitka-08-kh-30-svyazka-rimskikh-svechej";"";"";"1";"2017-11-27 18:34:42";"1";"0";"new";"1";
"707";"1";"23";"Петарды";"649.000000";"0";"356.950000";"Р6210";"Р6210";"1";"1";"";"0.000000";"0.666667";"0";"1. Разрыв красными зведами. 2. Разрыв зелеными звездами. 3. Разрыв белыми звездами.";"";"Фестивальные шары Матрёшка ( 1,7" x 6 ) Р6210 ОПТОМ";"";"У нас Вы можете купить Фестивальные шары Матрёшка ( 1,7" x 6 ) Р6210 ОПТОМ по самым низким ценам!";"matryoshka-17-x-6-";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"709";"1";"12";"Петарды";"1415.000000";"0";"778.250000";"Р6260";"Р6260";"1";"1";"";"0.000000";"1.166667";"0";"Набор шаров с 3 различными эффектами:1. Множество золотых ниспадающий нитей (парча) с трещащим центром.2. Синяя сфера (пион) с мерцающим центром.3. Серебряные звезды с пышными хвостами (кокос) и красная сфера (пион).";"";"Фестивальные шары БомбардирЪ (2.0" х 6) НОВЫЙ ЭФФЕКТ Р6260 ОПТОМ";"";"У нас Вы можете купить Фестивальные шары БомбардирЪ (2.0" х 6) НОВЫЙ ЭФФЕКТ Р6260 ОПТОМ по самым низким ценам!";"bombardir-20-kh-6-novyj-effekt";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"714";"1";"0";"Петарды";"4170.000000";"0";"2293.500000";"Р6290";"Р6290";"1";"1";"";"0.000000";"3.000000";"0";"Набор шаров с различными эффектами:1. Сфера красных звезд.2. Сфера синих звезд.3. Сфера зеленых звезд.4. Золотые и зеленые звезды.5. Белые хвосты и красные звезды.6. Белые хвосты и облако трещащих разрывов.7. Угольные хвосты и красные, зеленые звезды.8. Разрыв золотыми звездами и букет красных звезд.9. Угольные хвосты, белые звезды и белые хвосты.10. Малиновые звезды, красные и зеленые звезды, облако трещащих разрывов.11. Синие звезды с белыми хвостами, золотые звезды и облако трещащих разрывов.12. Угольные хвосты, белые звезды и зеленые звезды с белыми хвостами.";"Набор шаров с различными эффектами:1. Сфера красных звезд.2. Сфера синих звезд.3. Сфера зеленых звезд.4. Золотые и зеленые звезды.5. Белые хвосты и красные звезды.6. Белые хвосты и облако трещащих разрывов.7. Угольные хвосты и красные, зеленые звезды.8. Разрыв золотыми звездами и букет красных звезд.9. Угольные хвосты, белые звезды и белые хвосты.10. Малиновые звезды, красные и зеленые звезды, облако трещащих разрывов.11. Синие звезды с белыми хвостами, золотые звезды и облако трещащих разрывов.12. Угольные хвосты, белые звезды и зеленые звезды с белыми хвостами.";"Фестивальные шары Салют наций ( 1,9" х 3-од., 6-дв., 9-тр. ) Р6290 ОПТОМ";"";"У нас Вы можете купить Фестивальные шары Салют наций ( 1,9" х 3-од., 6-дв., 9-тр. ) Р6290 ОПТОМ по самым низким ценам!";"salyut-nacij-19-kh-3-od-6-dv-9-tr-";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"715";"1";"2";"Петарды";"296.000000";"0";"162.800000";"Р6720";"Р6720";"1";"1";"";"0.000000";"0.325000";"0";"4 эффекта:1. Фонтан: Красные огни и треск.Выстреливает салюты:2. Зеленые звезды с пышными хвостами (кокос).3. Красные звезды с пышными хвостами (кокос).4. Облако трещащих разрывов (трещащая хризантема).";"4 эффекта:1. Фонтан: Красные огни и треск.Выстреливает салюты:2. Зеленые звезды с пышными хвостами (кокос).3. Красные звезды с пышными хвостами (кокос).4. Облако трещащих разрывов (трещащая хризантема).";"Фестивальные шары Салют-проказник (фонтан + 6выстрелов; 3 эффекта) Р6720 ОПТОМ";"";"У нас Вы можете купить Фестивальные шары Салют-проказник (фонтан + 6выстрелов; 3 эффекта) Р6720 ОПТОМ по самым низким ценам!";"salyut-prokaznik-fontan-6vystrelov-3-effekta";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"717";"1";"17";"Петарды";"677.000000";"0";"372.350000";"Р6780";"Р6780";"1";"1";"";"0.000000";"0.812500";"0";"5 эффектов:1. Фонтан: Красно-синие звезды и треск.Выстреливает салюты:2. Сине- золотая мерцающая сфера (пион).3. Множество золотых ниспадающих нитей (парча) и зеленое мерцание.4. Множество серебряных ниспадающих нитей (парча) и белое мерцание.5. Облако золотых трещащих разрывов (трещащая хризантема).";"";"Фестивальные шары Торт с сюрпризом (фонтан + 12 выстрелов;4 эффекта) Р6780 ОПТОМ";"";"У нас Вы можете купить Фестивальные шары Торт с сюрпризом (фонтан + 12 выстрелов;4 эффекта) Р6780 ОПТОМ по самым низким ценам!";"tort-s-syurprizom-fontan-12-vystrelov-4-effekta";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"719";"1";"8";"Петарды";"3153.000000";"0";"1734.150000";"Р6820";"Р6820";"1";"1";"";"0.000000";"4.000000";"0";"7 эффектов:1. Фонтан: красно-зеленые искры и объемный треск.2-4. Выстреливает подряд салюты-букеты снизу вверх (бурачные выстрелы): Бело-сине-фиолетовые звезды. Зелено-белое мерцание. ";"7 эффектов:1. Фонтан: красно-зеленые искры и объемный треск.2-4. Выстреливает подряд салюты-букеты снизу вверх (бурачные выстрелы): Бело-сине-фиолетовые звезды. Зелено-белое мерцание. Белое мерцание и красные, синие, зеленые звезды.5. Веерные залпы W-формы: По краям - красные кометы, в центре - свистящие змейки, вер- тушки и хаотично разлетающиеся серебряные звезды (рыбки).6. Веерные залпы W- формы: По краям - красные кометы, в центре - свистящие змейки, вертушки и долгогорящие букеты зелено-красных звезд (падающие листья).7. Веерные залпы W- формы: По краям - трещащие кометы, в центре - трещащие вертушки.";"Фестивальные шары Светомузыка (фонтан + бурачные салюты, свист) Р6820 ОПТОМ";"";"У нас Вы можете купить Фестивальные шары Светомузыка (фонтан + бурачные салюты, свист) Р6820 ОПТОМ по самым низким ценам!";"svetomuzyka-fontan-burachnye-salyuty-svist";"";"";"1";"2017-11-05 12:28:47";"1";"0";"new";"1";
"720";"1";"16";"Петарды";"359.000000";"0";"197.450000";"Р7010";"Р7010";"1";"1";"";"0.000000";"0.388889";"0";"";"";"Батареи салютов Ананас (0,6"х 12) 3 эфф Р7010 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Ананас (0,6"х 12) 3 эфф Р7010 ОПТОМ по самым низким ценам!";"ananas-06kh-12-3-eff";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"723";"1";"56";"Петарды";"740.000000";"0";"407.000000";"Р7040";"Р7040";"1";"1";"";"0.000000";"0.750000";"0";"2 эффекта:1. Вспышки.2. Свистящие змейки.";"";"Батареи салютов Пли - 36 (0,3"х 36) Р7040 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Пли - 36 (0,3"х 36) Р7040 ОПТОМ по самым низким ценам!";"pli-36-03kh-36";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"725";"1";"0";"Петарды";"336.000000";"0";"184.800000";"Р7045";"Р7045";"1";"1";"";"0.000000";"0.583333";"0";"3 эффекта:1. Красные звезды с пышными хвостами (кокос) и зеленое мерцание.2. Серебряные звезды с пышными хвостами (кокос).3. Красные звезды с пышными хвостами (кокос) и облако трещащих разрывов (трещащий дождь).";"3 эффекта:1. Красные звезды с пышными хвостами (кокос) и зеленое мерцание.2. Серебряные звезды с пышными хвостами (кокос).3. Красные звезды с пышными хвостами (кокос) и облако трещащих разрывов (трещащий дождь).";"Батареи салютов Бинго (0,8"х 9) Р7045 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Бинго (0,8"х 9) Р7045 ОПТОМ по самым низким ценам!";"bingo-08kh-9";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"729";"1";"23";"Петарды";"625.000000";"0";"343.750000";"Р7064";"Р7064";"1";"1";"";"0.000000";"0.750000";"0";"1. Красные звезды и белое мерцание.2. Зеленые звезды и трещащие разрывы.3. Ниспадающие нити и зеленое мерцание.4. Красочная концовка: белое мерцание и облако трещащих разрывов";"";"Батареи салютов Фиеста (0,8"х 16) Р7064 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Фиеста (0,8"х 16) Р7064 ОПТОМ по самым низким ценам!";"fiesta-08kh-16";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"730";"1";"23";"Петарды";"622.000000";"0";"342.100000";"Р7065";"Р7065";"1";"1";"";"0.000000";"0.729167";"0";"4 эффекта:1. Красно-синяя сфера (пион).2. Золотые хвосты с переходом в красные звезды (красная хризантема).3. Зелено-розовая мерцающая сфера (пион).4. Синяя сфера (пион) и облако трещащих разрывов (трещащий дождь).";"4 эффекта:1. Красно-синяя сфера (пион).2. Золотые хвосты с переходом в красные звезды (красная хризантема).3. Зелено-розовая мерцающая сфера (пион).4. Синяя сфера (пион) и облако трещащих разрывов (трещащий дождь).";"Батареи салютов Морозушко (0,8"х 16) Р7065 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Морозушко (0,8"х 16) Р7065 ОПТОМ по самым низким ценам!";"morozushko-08kh-16";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"732";"1";"12";"Петарды";"724.000000";"0";"398.200000";"Р7071";"Р7071";"1";"1";"";"0.000000";"0.750000";"0";"1. Красная звезда разрывается красными и белыми мерцающими звездами.2. Зеленая звезда разрывается зелеными и золотыми мерцающими звездами.3. Синяя звезда разрывается синими и белыми мерцающими звездами.4. Золотые звезды разрываются множеством трещащих звезд.";"";"Батареи салютов Мороз трескучий  (0,8"х 16) Р7071 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Мороз трескучий  (0,8"х 16) Р7071 ОПТОМ по самым низким ценам!";"moroz-treskuchij-08kh-16";"";"";"1";"2017-11-27 18:34:42";"1";"0";"new";"1";
"733";"1";"33";"Петарды";"534.000000";"0";"293.700000";"Р7072";"Р7072";"1";"1";"";"0.000000";"0.500000";"0";"Разрыв сферами трещащих золотых звезд.";"";"Батареи салютов Банзай (0,6"х 16) НОВЫЙ ЭФФЕКТ Р7072 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Банзай (0,6"х 16) НОВЫЙ ЭФФЕКТ Р7072 ОПТОМ по самым низким ценам!";"banzaj-06kh-16-novyj-effekt";"";"";"1";"2017-11-27 18:34:42";"1";"0";"new";"1";
"734";"1";"-5";"Петарды";"249.000000";"0";"136.950000";"Р7130";"Р7130";"1";"1";"";"0.000000";"0.280000";"0";"";"";"Батареи салютов Тролль (0,8"х 6) 3 эфф Р7130 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Тролль (0,8"х 6) 3 эфф Р7130 ОПТОМ по самым низким ценам!";"troll-08kh-6-3-eff";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"737";"1";"0";"Петарды";"299.000000";"0";"164.450000";"Р7150";"Р7150";"1";"1";"";"0.000000";"0.500000";"0";"3 эффекта:1. Множество золотых ниспадающих нитей (парча) и красные звезды.2. Зеленые звезды с пышными хвостами (кокос) и треск.3. Множество золотых ниспадающих нитей (парча).";"3 эффекта:1. Множество золотых ниспадающих нитей (парча) и красные звезды.2. Зеленые звезды с пышными хвостами (кокос) и треск.3. Множество золотых ниспадающих нитей (парча).";"Батареи салютов Мулен Руж (0,8"х 8) Р7150 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Мулен Руж (0,8"х 8) Р7150 ОПТОМ по самым низким ценам!";"mulen-ruzh-08kh-8";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"739";"1";"0";"Петарды";"460.000000";"0";"253.000000";"Р7160";"Р7160";"1";"1";"";"0.000000";"0.625000";"0";"Красные и зеленые звезды разрываются большими звездами того же цвета с серебряными хвостами.";"";"Батареи салютов Сивка-Бурка (0,8" х 9) Р7160 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Сивка-Бурка (0,8" х 9) Р7160 ОПТОМ по самым низким ценам!";"sivka-burka-08-kh-9";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"740";"1";"0";"Петарды";"325.000000";"0";"178.750000";"Р7165";"Р7165";"1";"1";"";"0.000000";"0.000000";"0";"";"";"Батареи салютов Джокер (0,8"х 9) 4 эфф Р7165 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Джокер (0,8"х 9) 4 эфф Р7165 ОПТОМ по самым низким ценам!";"dzhoker-08kh-9-4-eff";"";"";"1";"2017-11-27 18:34:42";"1";"0";"new";"1";
"741";"1";"0";"Петарды";"465.000000";"0";"255.750000";"Р7200";"Р7200";"1";"1";"";"0.000000";"0.487500";"0";"";"";"Батареи салютов Текила-бум (0,8"х 12) 3 эфф Р7200 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Текила-бум (0,8"х 12) 3 эфф Р7200 ОПТОМ по самым низким ценам!";"tekila-bum-08kh-12-3-eff";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"742";"1";"5";"Петарды";"469.000000";"0";"257.950000";"Р7205";"Р7205";"1";"1";"";"0.000000";"1.041667";"0";"";"";"Батареи салютов Иван-Царевич (0,8"х 13) 5 эфф Р7205 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Иван-Царевич (0,8"х 13) 5 эфф Р7205 ОПТОМ по самым низким ценам!";"ivan-carevich-08kh-13-5-eff";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"743";"1";"0";"Петарды";"560.000000";"0";"308.000000";"Р7210";"Р7210";"1";"1";"";"0.000000";"0.625000";"0";"4 эффекта:1. Красно-синяя сфера (пион) и белое мерцание.2. Зелено- фиолетовая сфера (пион) и белое мерцание.3. Множество серебряных ниспадающих нитей (парча) и синие звезды.4. Красочная концовка: Вертушка разрывается облаком трещащих разрывов (трещащая хризантема).";"4 эффекта:1. Красно-синяя сфера (пион) и белое мерцание.2. Зелено- фиолетовая сфера (пион) и белое мерцание.3. Множество серебряных ниспадающих нитей (парча) и синие звезды.4. Красочная концовка: Вертушка разрывается облаком трещащих разрывов (трещащая хризантема).";"Батареи салютов Ёлка с огоньком (0,8"х 13) Р7210 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Ёлка с огоньком (0,8"х 13) Р7210 ОПТОМ по самым низким ценам!";"yolka-s-ogonkom-08kh-13";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"744";"1";"1";"Петарды";"390.000000";"0";"214.500000";"Р7212";"Р7212";"1";"1";"";"0.000000";"0.666667";"0";"1-2. Красно - зеленые или зелено - фиолетовые огни и белое мерцание. 3. Тонкие золотые хвосты и мерцающие звезды.";"";"Батареи салютов Снеговой (0,8"х 10) НОВЫЙ ЭФФЕКТ Р7212 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Снеговой (0,8"х 10) НОВЫЙ ЭФФЕКТ Р7212 ОПТОМ по самым низким ценам!";"snegovoj-08kh-10-novyj-effekt";"";"";"1";"2017-11-27 18:34:42";"1";"0";"new";"1";
"746";"1";"0";"Петарды";"668.000000";"0";"367.400000";"Р7215";"Р7215";"1";"1";"";"0.000000";"0.937500";"0";"5 эффектов:1. Красные звезды с пышными хвостами (кокос) и зеленое мерцание.2. Синяя сфера (пион) и серебряные звезды с пышными хвостами (кокос).3. Красные звезды с пышными хвостами (кокос) и белое мерцание.4. Красные звезды с пышными хвостами (кокос) и треск.5. ЗАЛП: Зеленые звезды с пышными хвостами (кокос) и облако трещащих разрывов (трещащий дождь).";"5 эффектов:1. Красные звезды с пышными хвостами (кокос) и зеленое мерцание.2. Синяя сфера (пион) и серебряные звезды с пышными хвостами (кокос).3. Красные звезды с пышными хвостами (кокос) и белое мерцание.4. Красные звезды с пышными хвостами (кокос) и треск.5. ЗАЛП: Зеленые звезды с пышными хвостами (кокос) и облако трещащих разрывов (трещащий дождь).";"Батареи салютов С днём рождения! ( 0,8"х 19) Р7215 ОПТОМ";"";"У нас Вы можете купить Батареи салютов С днём рождения! ( 0,8"х 19) Р7215 ОПТОМ по самым низким ценам!";"s-dnyom-rozhdeniya-08kh-19";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"747";"1";"0";"Петарды";"665.000000";"0";"365.750000";"Р7220";"Р7220";"1";"1";"";"0.000000";"1.112500";"0";"";"";"Батареи салютов Русский сувенир (0,8"х 19) МОНОБЛОК 4 эфф Р7220 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Русский сувенир (0,8"х 19) МОНОБЛОК 4 эфф Р7220 ОПТОМ по самым низким ценам!";"russkij-suvenir-08kh-19-monoblok-4-eff";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"751";"1";"0";"Петарды";"752.000000";"0";"413.600000";"Р7300";"Р7300";"1";"1";"";"0.000000";"1.277778";"0";"5 эффектов:1. Красные звезды с пышными хвостами (кокос) и белое мерцание.2. Зеленая сфера (пион) и белое мерцание.3. Желтая сфера (пион) и белое мерцание.4. Синяя сфера (пион) и белое мерцание.5. Красное мерцание и облако трещащих разрывов (трещащий дождь).";"5 эффектов:1. Красные звезды с пышными хвостами (кокос) и белое мерцание.2. Зеленая сфера (пион) и белое мерцание.3. Желтая сфера (пион) и белое мерцание.4. Синяя сфера (пион) и белое мерцание.5. Красное мерцание и облако трещащих разрывов (трещащий дождь).";"Батареи салютов Бубль-гум (0,8"х 25) АКЦИЯ МОНОБЛОК Р7300 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Бубль-гум (0,8"х 25) АКЦИЯ МОНОБЛОК Р7300 ОПТОМ по самым низким ценам!";"bubl-gum-08kh-25-akciya-monoblok";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"752";"1";"4";"Петарды";"830.000000";"0";"456.500000";"Р7302";"Р7302";"1";"1";"";"0.000000";"1.187500";"0";"";"";"Батареи салютов Жар-птица (0,8"х 25) МОНОБЛОК 5 эфф Р7302 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Жар-птица (0,8"х 25) МОНОБЛОК 5 эфф Р7302 ОПТОМ по самым низким ценам!";"zhar-ptica-08kh-25-monoblok-5-eff";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"753";"1";"24";"Петарды";"956.000000";"0";"525.800000";"Р7311";"Р7311";"1";"1";"";"0.000000";"1.083333";"0";"1. Белые звезды с белыми хвостами.2. Оранжевые звезды.3. Синие звезды с золотыми хвостами и зеленым мерцанием.4. Красные звезды с треском.5. Залп серебряных вспышек с оглушительным грохотом.";"";"Батареи салютов Сорвиголова (0,8"х 25) Р7311 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Сорвиголова (0,8"х 25) Р7311 ОПТОМ по самым низким ценам!";"sorvigolova-08kh-25";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"754";"1";"14";"Петарды";"799.000000";"0";"439.450000";"Р7312";"Р7312";"1";"1";"";"0.000000";"1.111111";"0";"";"";"Батареи салютов Сказки Пушкина  (0,8" х 25) Р7312 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Сказки Пушкина  (0,8" х 25) Р7312 ОПТОМ по самым низким ценам!";"skazki-pushkina-08-kh-25";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"759";"1";"0";"Петарды";"1080.000000";"0";"594.000000";"Р7321";"Р7321";"1";"1";"";"0.000000";"1.166667";"0";"5 эффектов:1.Множество серебряных ниспадающих нитей (парча) и красное мерцание.2.Множество серебряных ниспадающих нитей (парча) и зеленое мерцание.3.Множество серебряных ниспадающих нитей (парча) и золотое мерцание.4.Множество серебряных ниспадающих нитей (парча) и белое мерцание.5. Облако трещащих разрывов (трещащая хризантема).";"5 эффектов:1.Множество серебряных ниспадающих нитей (парча) и красное мерцание.2.Множество серебряных ниспадающих нитей (парча) и зеленое мерцание.3.Множество серебряных ниспадающих нитей (парча) и золотое мерцание.4.Множество серебряных ниспадающих нитей (парча) и белое мерцание.5. Облако трещащих разрывов (трещащая хризантема).";"Батареи салютов Балалайка (0,8"х36) АКЦИЯ МОНОБЛОК Р7321 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Балалайка (0,8"х36) АКЦИЯ МОНОБЛОК Р7321 ОПТОМ по самым низким ценам!";"balalajka-08kh36-akciya-monoblok";"";"";"1";"2017-10-30 22:31:50";"1";"0";"new";"1";
"761";"1";"6";"Петарды";"1940.000000";"0";"1067.000000";"Р7324";"Р7324";"1";"1";"";"0.000000";"2.500000";"0";"11 эффектов:1.Красно-синяя сфера (пион) и золотое мерцание.2. Множество золотых ниспадающих нитей (парча) и красно-белое мерцание.3. Зелено-синяя сфера (пион) и золотое мерцание.4.Красная сфера (пион) и треск.5. Зеленая сфера (пион) и треск.6.Белое мерцание.7. Золотое мерцание.8. Свистящие змейки.9. Вертушка разрывается красными звездами с пышными хвостами (кокос) и белое мерцание.10. Вертушка разрывается сине-золотой мерцающей сферой (пион).11. Множество золотых ниспа- дающих нитей (парча) и треск.";"11 эффектов:1.Красно-синяя сфера (пион) и золотое мерцание.2. Множество золотых ниспадающих нитей (парча) и красно-белое мерцание.3. Зелено-синяя сфера (пион) и золотое мерцание.4.Красная сфера (пион) и треск.5. Зеленая сфера (пион) и треск.6.Белое мерцание.7. Золотое мерцание.8. Свистящие змейки.9. Вертушка разрывается красными звездами с пышными хвостами (кокос) и белое мерцание.10. Вертушка разрывается сине-золотой мерцающей сферой (пион).11. Множество золотых ниспа- дающих нитей (парча) и треск.";"Батареи салютов Зимние гонки (0,8"х 48) Р7324 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Зимние гонки (0,8"х 48) Р7324 ОПТОМ по самым низким ценам!";"zimnie-gonki-08kh-48";"";"";"1";"2017-10-30 22:33:38";"1";"0";"new";"1";
"762";"1";"0";"Петарды";"1680.000000";"0";"924.000000";"Р7325";"Р7325";"1";"1";"";"0.000000";"2.500000";"0";"7 эффектов:1. Множество серебряных ниспадающих нитей (парча) и красное мерцание.2. Серебряные звезды с хвостами (волна) и зеленое мерцание.3.Множество серебряных ниспадающих нитей (парча) и золотое мерцание.4. Серебряные звезды с хвостами (волна) и красная сфера (пион).5. Серебряные звезды с хвостами (волна) и синяя сфера (пион).6. Множество серебряных ниспадающих нитей (парча) и зеленое мерцание.7. Множество серебряных ниспадающих нитей (парча) и облако трещащих разрывов (трещащий дождь).";"7 эффектов:1. Множество серебряных ниспадающих нитей (парча) и красное мерцание.2. Серебряные звезды с хвостами (волна) и зеленое мерцание.3.Множество серебряных ниспадающих нитей (парча) и золотое мерцание.4. Серебряные звезды с хвостами (волна) и красная сфера (пион).5. Серебряные звезды с хвостами (волна) и синяя сфера (пион).6. Множество серебряных ниспадающих нитей (парча) и зеленое мерцание.7. Множество серебряных ниспадающих нитей (парча) и облако трещащих разрывов (трещащий дождь).";"Батареи салютов Пламенный привет (0,8"х 49) АКЦИЯ МОНОБЛОК Р7325 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Пламенный привет (0,8"х 49) АКЦИЯ МОНОБЛОК Р7325 ОПТОМ по самым низким ценам!";"plamennyj-privet-08kh-49-akciya-monoblok";"";"";"1";"2017-10-30 22:33:38";"1";"0";"new";"1";
"763";"1";"0";"Петарды";"3400.000000";"0";"1870.000000";"Р7326";"Р7326";"1";"1";"";"0.000000";"4.000000";"0";"8 эффектов:1. Красные звезды с пышными хвостами (кокос) и белое мерцание.2. Красная сфера (пион) и облако трещащих разрывов (трещащая хризантема).3. Синяя сфера (пион) и белое мерцание.4. Красные кометы с белыми хвостами.5. Свистящие кометы.6. Трещащие кометы.7. Множество серебряных ниспадающих нитей (парча) и красные звезды.8. Красочная концовка: зелено- красная сфера (пион) и треск.";"8 эффектов:1. Красные звезды с пышными хвостами (кокос) и белое мерцание.2. Красная сфера (пион) и облако трещащих разрывов (трещащая хризантема).3. Синяя сфера (пион) и белое мерцание.4. Красные кометы с белыми хвостами.5. Свистящие кометы.6. Трещащие кометы.7. Множество серебряных ниспадающих нитей (парча) и красные звезды.8. Красочная концовка: зелено- красная сфера (пион) и треск.";"Батареи салютов Краски жизни (0,8"х 90) НОВЫЙ ЭФФЕКТ Р7326 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Краски жизни (0,8"х 90) НОВЫЙ ЭФФЕКТ Р7326 ОПТОМ по самым низким ценам!";"kraski-zhizni-08kh-90-novyj-effekt";"";"";"1";"2017-10-30 22:33:38";"1";"0";"new";"1";
"764";"1";"3";"Петарды";"4460.000000";"0";"2453.000000";"Р7328";"Р7328";"1";"1";"";"0.000000";"4.750000";"0";"10 эффектов:1-4. Выстреливает подряд:Красные звезды с пышными хвостами (кокос) и треск.Зеленые звезды с пышными хвостами (кокос) и золотое мерцание.Синяя сфера (пион) и облако трещащих разрывов (трещащий дождь).Фиолетовая сфера (пион) и белое мерцание.5. Веер W-формы:По бокам - трещащие кометы, в центре - множество серебряных ниспадающих нитей (парча) и синие звезды.6. Веер W-формы:По бокам- трещащие кометы, в центре - бело-красное мерцание.7-8. Выстреливает подряд: Свистящие кометы. Фиолетовая сфера (пион) и облако трещащих разрывов (трещащий дождь).9-10. Выстреливает подряд: Кометы разрываются с оглушительным грохотом (титановый разрыв). Множество серебряных ниспадающих нитей (парча).";"10 эффектов:1-4. Выстреливает подряд:Красные звезды с пышными хвостами (кокос) и треск.Зеленые звезды с пышными хвостами (кокос) и золотое мерцание.Синяя сфера (пион) и облако трещащих разрывов (трещащий дождь).Фиолетовая сфера (пион) и белое мерцание.5. Веер W-формы:По бокам - трещащие кометы, в центре - множество серебряных ниспадающих нитей (парча) и синие звезды.6. Веер W-формы:По бокам- трещащие кометы, в центре - бело-красное мерцание.7-8. Выстреливает подряд: Свистящие кометы. Фиолетовая сфера (пион) и облако трещащих разрывов (трещащий дождь).9-10. Выстреливает подряд: Кометы разрываются с оглушительным грохотом (титановый разрыв). Множество серебряных ниспадающих нитей (парча).";"Батареи салютов Новогоднее приключение (0,8"х 96) Р7328 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Новогоднее приключение (0,8"х 96) Р7328 ОПТОМ по самым низким ценам!";"novogodnee-priklyuchenie-08kh-96";"";"";"1";"2017-10-30 22:33:38";"1";"0";"new";"1";
"766";"1";"1";"Петарды";"2930.000000";"0";"1611.500000";"Р7333";"Р7333";"1";"1";"";"0.000000";"3.250000";"0";"";"";"Батареи салютов Дари радость! (0,8" х 66) Р7333 ОПТОМ";"";"У нас Вы можете купить Батареи салютов Дари радость! (0,8" х 66) Р7333 ОПТОМ по самым низким ценам!";"dari-radost-08-kh-66";"";"";"1";"2017-10-30 22:33:38";"1";"0";"new";"1";
