id_product;id_image;id_shop;cover;
"1272";"2189";"16";"1";
"1272";"2190";"16";"";
"1272";"2191";"16";"";
"1272";"2192";"16";"";
"1272";"2193";"16";"";
"1273";"2194";"16";"1";
"1273";"2195";"16";"";
"1273";"2196";"16";"";
"1273";"2197";"16";"";
"1278";"2198";"16";"1";
"1278";"2199";"16";"";
"1278";"2200";"16";"";
"1278";"2201";"16";"";
"1278";"2202";"16";"";
"1279";"2203";"16";"1";
"1279";"2204";"16";"";
"1279";"2205";"16";"";
"1279";"2206";"16";"";
"1279";"2207";"16";"";
"1279";"2208";"16";"";
"1279";"2209";"16";"";
"1279";"2210";"16";"";
"1279";"2211";"16";"";
"1279";"2212";"16";"";
"1279";"2213";"16";"";
"1279";"2214";"16";"";
"1279";"2215";"16";"";
"1279";"2216";"16";"";
"1280";"2217";"16";"1";
"1280";"2218";"16";"";
"1280";"2219";"16";"";
"1280";"2220";"16";"";
"1280";"2221";"16";"";
"1280";"2222";"16";"";
"1280";"2223";"16";"";
"1281";"2224";"16";"1";
"1281";"2225";"16";"";
"1281";"2226";"16";"";
"1281";"2227";"16";"";
"1281";"2228";"16";"";
"1281";"2229";"16";"";
"1281";"2230";"16";"";
"1281";"2231";"16";"";
"1283";"2232";"16";"1";
"1285";"2233";"16";"1";
"1287";"2234";"16";"1";
"1288";"2235";"16";"1";
"1295";"2236";"16";"1";
"1295";"2237";"16";"";
"1295";"2238";"16";"";
"1295";"2239";"16";"";
"1295";"2240";"16";"";
"1295";"2241";"16";"";
"1297";"2242";"16";"1";
"1297";"2243";"16";"";
"1297";"2244";"16";"";
"1297";"2245";"16";"";
"1297";"2246";"16";"";
"1297";"2247";"16";"";
"1297";"2248";"16";"";
"1297";"2249";"16";"";
"1297";"2250";"16";"";
"1297";"2251";"16";"";
"1307";"2252";"16";"1";
"1309";"2253";"16";"1";
"1311";"2254";"16";"1";
"1324";"2257";"16";"1";
"1324";"2258";"16";"";
"1324";"2259";"16";"";
"1324";"2260";"16";"";
"1325";"2261";"16";"1";
"1325";"2262";"16";"";
"1325";"2263";"16";"";
"1325";"2264";"16";"";
"1326";"2265";"16";"1";
"1326";"2266";"16";"";
"1326";"2267";"16";"";
"1327";"2268";"16";"1";
"1328";"2269";"16";"1";
"1329";"2270";"16";"1";
"1329";"2271";"16";"";
"1329";"2272";"16";"";
"1329";"2273";"16";"";
"1329";"2274";"16";"";
"1329";"2275";"16";"";
"1337";"2277";"16";"";
"1337";"2278";"16";"";
"1338";"2279";"16";"1";
"1341";"2281";"16";"1";
"1342";"2282";"16";"1";
"1344";"2283";"16";"1";
"1345";"2284";"16";"1";
"1345";"2285";"16";"";
"1345";"2286";"16";"";
"1345";"2287";"16";"";
"1347";"2288";"16";"1";
"1348";"2289";"16";"1";
"1349";"2290";"16";"1";
"1358";"2292";"16";"1";
"1358";"2293";"16";"";
"1358";"2294";"16";"";
"1358";"2295";"16";"";
"1358";"2296";"16";"";
"1358";"2297";"16";"";
"1358";"2298";"16";"";
"1359";"2299";"16";"1";
"1360";"2300";"16";"1";
"1376";"2301";"16";"1";
"1376";"2302";"16";"";
"1376";"2303";"16";"";
"1376";"2304";"16";"";
"1376";"2305";"16";"";
"1376";"2306";"16";"";
"1376";"2307";"16";"";
"1376";"2308";"16";"";
"1376";"2309";"16";"";
"1376";"2310";"16";"";
"1376";"2311";"16";"";
"1376";"2312";"16";"";
"1376";"2313";"16";"";
"1376";"2314";"16";"";
"1376";"2315";"16";"";
"1376";"2316";"16";"";
"1376";"2317";"16";"";
"1376";"2318";"16";"";
"1376";"2319";"16";"";
"1376";"2320";"16";"";
"1376";"2321";"16";"";
"1376";"2322";"16";"";
"1376";"2323";"16";"";
"1376";"2324";"16";"";
"1376";"2325";"16";"";
"1376";"2326";"16";"";
"1376";"2327";"16";"";
"1390";"2328";"16";"1";
"1390";"2329";"16";"";
"1390";"2330";"16";"";
"1390";"2331";"16";"";
"1390";"2332";"16";"";
"1390";"2333";"16";"";
"1394";"2334";"16";"1";
"1394";"2335";"16";"";
"1394";"2336";"16";"";
"1394";"2337";"16";"";
"1394";"2338";"16";"";
"1394";"2339";"16";"";
"1395";"2340";"16";"1";
"1395";"2341";"16";"";
"1395";"2342";"16";"";
"1395";"2343";"16";"";
"1395";"2344";"16";"";
"1396";"2345";"16";"1";
"1397";"2346";"16";"1";
"1398";"2347";"16";"1";
"1399";"2348";"16";"1";
"1400";"2349";"16";"1";
"1406";"2350";"16";"1";
"1406";"2351";"16";"";
"1406";"2352";"16";"";
"1406";"2353";"16";"";
"1406";"2354";"16";"";
"1407";"2355";"16";"1";
"1407";"2356";"16";"";
"1407";"2357";"16";"";
"1407";"2358";"16";"";
"1407";"2359";"16";"";
"1407";"2360";"16";"";
"1409";"2361";"16";"1";
"1409";"2362";"16";"";
"1409";"2363";"16";"";
"1409";"2364";"16";"";
"1409";"2365";"16";"";
"1409";"2366";"16";"";
"1410";"2367";"16";"1";
"1412";"2368";"16";"1";
"1412";"2369";"16";"";
"1412";"2370";"16";"";
"1412";"2371";"16";"";
"1412";"2372";"16";"";
"1412";"2373";"16";"";
"1413";"2374";"16";"1";
"1413";"2375";"16";"";
"1413";"2376";"16";"";
"1413";"2377";"16";"";
"1413";"2378";"16";"";
"1413";"2379";"16";"";
"1413";"2380";"16";"";
"1413";"2381";"16";"";
"1416";"2382";"16";"1";
"1419";"2383";"16";"1";
"1424";"2384";"16";"1";
"1428";"2385";"16";"1";
"1449";"2386";"16";"1";
"1468";"2387";"16";"1";
"1477";"2389";"16";"1";
"1517";"2390";"16";"1";
"1518";"2391";"16";"1";
"1521";"2392";"16";"1";
"1523";"2393";"16";"1";
"1526";"2394";"16";"1";
"1537";"2395";"16";"1";
"1540";"2396";"16";"1";
"1559";"2397";"16";"1";
"1563";"2398";"16";"1";
"1565";"2399";"16";"1";
"1566";"2400";"16";"1";
"1567";"2401";"16";"1";
"1568";"2402";"16";"1";
"1569";"2403";"16";"1";
"1570";"2404";"16";"1";
"1572";"2405";"16";"1";
"1573";"2406";"16";"1";
"1574";"2407";"16";"1";
"1575";"2408";"16";"1";
"1577";"2409";"16";"1";
"1578";"2410";"16";"1";
"1579";"2411";"16";"1";
"1580";"2412";"16";"1";
"1580";"2413";"16";"";
"1581";"2414";"16";"1";
"1581";"2415";"16";"";
"1581";"2416";"16";"";
"1583";"2417";"16";"1";
"1583";"2418";"16";"";
"1583";"2419";"16";"";
"1584";"2420";"16";"1";
"1584";"2421";"16";"";
"1585";"2422";"16";"1";
"1585";"2423";"16";"";
"1586";"2424";"16";"1";
"1586";"2425";"16";"";
"1586";"2426";"16";"";
"1587";"2427";"16";"1";
"1587";"2428";"16";"";
"1587";"2429";"16";"";
"1587";"2430";"16";"";
"1587";"2431";"16";"";
"1587";"2432";"16";"";
"1590";"2433";"16";"1";
"1592";"2434";"16";"1";
"1593";"2435";"16";"1";
"1594";"2436";"16";"1";
"1595";"2437";"16";"1";
"1596";"2438";"16";"1";
"1597";"2439";"16";"1";
"1598";"2440";"16";"1";
"1599";"2441";"16";"1";
"1600";"2442";"16";"1";
"1602";"2443";"16";"1";
"1604";"2445";"16";"1";
"1605";"2446";"16";"1";
"1607";"2448";"16";"1";
"1610";"2450";"16";"1";
"1611";"2451";"16";"1";
"1616";"2452";"16";"1";
"1617";"2453";"16";"1";
"1618";"2454";"16";"1";
"1620";"2455";"16";"1";
"1628";"2457";"16";"1";
"1629";"2458";"16";"1";
"1630";"2459";"16";"1";
"1631";"2460";"16";"1";
"1632";"2461";"16";"1";
"1634";"2462";"16";"1";
"1638";"2463";"16";"1";
"1641";"2464";"16";"1";
"1642";"2465";"16";"1";
"1643";"2466";"16";"1";
"1645";"2467";"16";"1";
"1646";"2468";"16";"1";
"1647";"2469";"16";"1";
"1656";"2470";"16";"1";
"1672";"2471";"16";"1";
"1672";"2472";"16";"";
"1689";"2509";"16";"1";
"1689";"2510";"16";"";
"1689";"2511";"16";"";
"1689";"2512";"16";"";
"1689";"2513";"16";"";
"1689";"2514";"16";"";
"1831";"2745";"16";"1";
"1884";"2810";"16";"1";
"257";"2830";"16";"";
"582";"2831";"16";"";
"1337";"2841";"16";"1";
"399";"2843";"16";"1";
"399";"2844";"16";"";
"399";"2845";"16";"";
"399";"2846";"16";"";
"399";"2847";"16";"";
"399";"2848";"16";"";
"536";"2849";"16";"1";
"683";"2851";"16";"1";
"704";"2852";"16";"1";
"732";"2853";"16";"1";
"732";"2854";"16";"";
"732";"2855";"16";"";
"732";"2856";"16";"";
"732";"2857";"16";"";
"733";"2858";"16";"1";
"733";"2859";"16";"";
"733";"2860";"16";"";
"740";"2861";"16";"1";
"744";"2862";"16";"1";
"744";"2863";"16";"";
"744";"2864";"16";"";
"744";"2865";"16";"";
"1492";"2866";"16";"1";
"1901";"2874";"16";"1";
"1912";"2885";"16";"1";
"1921";"2894";"16";"1";
"1905";"2900";"16";"1";
"1909";"2901";"16";"1";
"1926";"2904";"16";"1";
"1926";"2905";"16";"";
"1926";"2906";"16";"";
"1926";"2907";"16";"";
"1926";"2908";"16";"";
"1926";"2909";"16";"";
"1927";"2910";"16";"1";
"1103";"2911";"16";"1";
"1929";"2913";"16";"1";
"1930";"2914";"16";"1";
"1930";"2915";"16";"";
"1930";"2916";"16";"";
"1930";"2917";"16";"";
"1930";"2918";"16";"";
"1930";"2919";"16";"";
"1930";"2920";"16";"";
"1930";"2921";"16";"";
"1931";"2922";"16";"1";
"1932";"2923";"16";"1";
"1933";"2924";"16";"1";
"1934";"2925";"16";"1";
"1934";"2926";"16";"";
"1934";"2927";"16";"";
"1935";"2928";"16";"1";
"1935";"2929";"16";"";
"1935";"2930";"16";"";
"1935";"2931";"16";"";
"1936";"2932";"16";"1";
"1936";"2933";"16";"";
"1936";"2934";"16";"";
"1936";"2935";"16";"";
"1937";"2936";"16";"1";
"1937";"2937";"16";"";
"1937";"2938";"16";"";
"1937";"2939";"16";"";
"1937";"2940";"16";"";
"1941";"2944";"16";"1";
"1941";"2945";"16";"";
"1941";"2946";"16";"";
"1941";"2947";"16";"";
"1941";"2948";"16";"";
"1941";"2949";"16";"";
"1941";"2950";"16";"";
"1941";"2951";"16";"";
"1941";"2952";"16";"";
"1944";"2955";"16";"1";
"387";"2958";"16";"1";
"1940";"2959";"16";"1";
"1939";"2960";"16";"1";
"1938";"2961";"16";"1";
"1942";"2962";"16";"1";
"1947";"2964";"16";"1";
"1948";"2965";"16";"1";
"1949";"2966";"16";"1";
"1949";"2967";"16";"";
"1949";"2968";"16";"";
"1950";"2969";"16";"";
"1950";"2970";"16";"";
"1950";"2971";"16";"";
"1950";"2972";"16";"";
"1950";"2973";"16";"1";
"1951";"2974";"16";"";
"1951";"2975";"16";"";
"1951";"2976";"16";"";
"1951";"2977";"16";"";
"1951";"2978";"16";"";
"1951";"2979";"16";"";
"1951";"2980";"16";"";
"1951";"2981";"16";"";
"1951";"2982";"16";"1";
"1952";"2983";"16";"1";
"1953";"2984";"16";"";
"1953";"2985";"16";"";
"1953";"2986";"16";"1";
"1954";"2987";"16";"";
"1954";"2988";"16";"1";
"1955";"2989";"16";"";
"1955";"2990";"16";"";
"1955";"2991";"16";"";
"1955";"2992";"16";"";
"1955";"2993";"16";"";
"1955";"2994";"16";"1";
"1956";"2995";"16";"";
"1956";"2996";"16";"";
"1956";"2997";"16";"";
"1956";"2998";"16";"";
"1956";"2999";"16";"1";
"1957";"3000";"16";"";
"1957";"3001";"16";"";
"1957";"3002";"16";"";
"1957";"3003";"16";"";
"1957";"3004";"16";"1";
"1958";"3005";"16";"";
"1958";"3006";"16";"";
"1958";"3007";"16";"";
"1958";"3008";"16";"";
"1958";"3009";"16";"";
"1958";"3010";"16";"1";
"1959";"3011";"16";"";
"1959";"3012";"16";"";
"1959";"3013";"16";"";
"1959";"3014";"16";"";
"1959";"3015";"16";"";
"1959";"3016";"16";"";
"1959";"3017";"16";"";
"1959";"3018";"16";"";
"1959";"3019";"16";"";
"1959";"3020";"16";"";
"1959";"3021";"16";"1";
"1960";"3022";"16";"";
"1960";"3023";"16";"";
"1960";"3024";"16";"";
"1960";"3025";"16";"";
"1960";"3026";"16";"";
"1960";"3027";"16";"";
"1960";"3028";"16";"1";
"1961";"3029";"16";"";
"1961";"3030";"16";"";
"1961";"3031";"16";"";
"1961";"3032";"16";"1";
"1962";"3033";"16";"1";
"1963";"3034";"16";"1";
"1965";"3036";"16";"1";
"2015";"3224";"16";"1";
"2014";"3225";"16";"1";
"2013";"3226";"16";"1";
"2012";"3227";"16";"1";
"2011";"3228";"16";"1";
"2010";"3229";"16";"1";
"2009";"3230";"16";"1";
"2008";"3231";"16";"1";
"2007";"3232";"16";"1";
"2006";"3233";"16";"1";
"2005";"3234";"16";"1";
"2004";"3235";"16";"1";
"2003";"3236";"16";"1";
"2002";"3237";"16";"1";
"2001";"3238";"16";"1";
"1998";"3239";"16";"1";
"2027";"3265";"16";"1";
"2079";"3423";"16";"1";
