номерПоставщика;Производитель;шт;уп;бл;артикул;розничнаяЦена;закупочнаяЦена;Наименование;описание;краткоеОписание;номерКартинки;
"1";"Русский Фейерверк";"1";"1";"3";"Е-С535";"3130.000000";"1721.500000";"Разбуди соседей!                                                                                                                ";"";"8 эффектов:1. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).2. Желто-фиолетовая сфера (пион) с переходом в белые хвосты (кокос).3. Красная сфера (пион) с переходом в белые хвосты (кокос) и треск.4. Зелено-красно-синяя сфера (пион) и белое мерцание.5. Фиолетово-желтая сфера (пион) и треск.6. Красно-зелено-синяя сфера (пион) и треск.7. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).8. Красочная концовка. Звезды с пышными золотыми хвостами (кокос) и белое мерцание.";"1342";
"1";"Русский Фейерверк";"1";"1";"3";"Е-С535";"3130.000000";"1721.500000";"Разбуди соседей!                                                                                                                ";"";"8 эффектов:1. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).2. Желто-фиолетовая сфера (пион) с переходом в белые хвосты (кокос).3. Красная сфера (пион) с переходом в белые хвосты (кокос) и треск.4. Зелено-красно-синяя сфера (пион) и белое мерцание.5. Фиолетово-желтая сфера (пион) и треск.6. Красно-зелено-синяя сфера (пион) и треск.7. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).8. Красочная концовка. Звезды с пышными золотыми хвостами (кокос) и белое мерцание.";"1343";
"1";"Русский Фейерверк";"1";"1";"3";"Е-С535";"3130.000000";"1721.500000";"Разбуди соседей!                                                                                                                ";"";"8 эффектов:1. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).2. Желто-фиолетовая сфера (пион) с переходом в белые хвосты (кокос).3. Красная сфера (пион) с переходом в белые хвосты (кокос) и треск.4. Зелено-красно-синяя сфера (пион) и белое мерцание.5. Фиолетово-желтая сфера (пион) и треск.6. Красно-зелено-синяя сфера (пион) и треск.7. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).8. Красочная концовка. Звезды с пышными золотыми хвостами (кокос) и белое мерцание.";"1344";
"1";"Русский Фейерверк";"1";"1";"3";"Е-С535";"3130.000000";"1721.500000";"Разбуди соседей!                                                                                                                ";"";"8 эффектов:1. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).2. Желто-фиолетовая сфера (пион) с переходом в белые хвосты (кокос).3. Красная сфера (пион) с переходом в белые хвосты (кокос) и треск.4. Зелено-красно-синяя сфера (пион) и белое мерцание.5. Фиолетово-желтая сфера (пион) и треск.6. Красно-зелено-синяя сфера (пион) и треск.7. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).8. Красочная концовка. Звезды с пышными золотыми хвостами (кокос) и белое мерцание.";"1345";
"1";"Русский Фейерверк";"1";"1";"3";"Е-С535";"3130.000000";"1721.500000";"Разбуди соседей!                                                                                                                ";"";"8 эффектов:1. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).2. Желто-фиолетовая сфера (пион) с переходом в белые хвосты (кокос).3. Красная сфера (пион) с переходом в белые хвосты (кокос) и треск.4. Зелено-красно-синяя сфера (пион) и белое мерцание.5. Фиолетово-желтая сфера (пион) и треск.6. Красно-зелено-синяя сфера (пион) и треск.7. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).8. Красочная концовка. Звезды с пышными золотыми хвостами (кокос) и белое мерцание.";"1346";
"1";"Русский Фейерверк";"1";"1";"3";"Е-С535";"3130.000000";"1721.500000";"Разбуди соседей!                                                                                                                ";"";"8 эффектов:1. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).2. Желто-фиолетовая сфера (пион) с переходом в белые хвосты (кокос).3. Красная сфера (пион) с переходом в белые хвосты (кокос) и треск.4. Зелено-красно-синяя сфера (пион) и белое мерцание.5. Фиолетово-желтая сфера (пион) и треск.6. Красно-зелено-синяя сфера (пион) и треск.7. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).8. Красочная концовка. Звезды с пышными золотыми хвостами (кокос) и белое мерцание.";"1347";
"1";"Русский Фейерверк";"1";"1";"3";"Е-С535";"3130.000000";"1721.500000";"Разбуди соседей!                                                                                                                ";"";"8 эффектов:1. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).2. Желто-фиолетовая сфера (пион) с переходом в белые хвосты (кокос).3. Красная сфера (пион) с переходом в белые хвосты (кокос) и треск.4. Зелено-красно-синяя сфера (пион) и белое мерцание.5. Фиолетово-желтая сфера (пион) и треск.6. Красно-зелено-синяя сфера (пион) и треск.7. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).8. Красочная концовка. Звезды с пышными золотыми хвостами (кокос) и белое мерцание.";"1348";
"1";"Русский Фейерверк";"1";"1";"3";"Е-С535";"3130.000000";"1721.500000";"Разбуди соседей!                                                                                                                ";"";"8 эффектов:1. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).2. Желто-фиолетовая сфера (пион) с переходом в белые хвосты (кокос).3. Красная сфера (пион) с переходом в белые хвосты (кокос) и треск.4. Зелено-красно-синяя сфера (пион) и белое мерцание.5. Фиолетово-желтая сфера (пион) и треск.6. Красно-зелено-синяя сфера (пион) и треск.7. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).8. Красочная концовка. Звезды с пышными золотыми хвостами (кокос) и белое мерцание.";"1349";
"1";"Русский Фейерверк";"1";"1";"3";"Е-С535";"3130.000000";"1721.500000";"Разбуди соседей!                                                                                                                ";"";"8 эффектов:1. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).2. Желто-фиолетовая сфера (пион) с переходом в белые хвосты (кокос).3. Красная сфера (пион) с переходом в белые хвосты (кокос) и треск.4. Зелено-красно-синяя сфера (пион) и белое мерцание.5. Фиолетово-желтая сфера (пион) и треск.6. Красно-зелено-синяя сфера (пион) и треск.7. Красно-зеленая сфера (пион) с переходом в белые хвосты (кокос).8. Красочная концовка. Звезды с пышными золотыми хвостами (кокос) и белое мерцание.";"1341";
"1";"Русский Фейерверк";"6";"12";"16";"Р1030";"534.000000";"293.700000";"Хлопающие шары                                                                                                                  ";"Разбрасывает яркие искры с треском";"Разбрасывает яркие искры с треском";"1392";
"1";"Русский Фейерверк";"60";"1";"24";"Р1040";"752.000000";"413.600000";"Связка-16                                                                                                                       ";"Эффект: хлопает 16 раз.";"Эффект: хлопает 16 раз.";"1393";
"1";"Русский Фейерверк";"12";"1";"60";"Р1050";"326.000000";"179.300000";"Лимонка с чекой                                                                                                                 ";"Петарда "Лимонка с чекой" имеет внешний вид почти что настоящей мини-гранаты. Петарда-лимонка срабатывает после выдергивания чеки примерно через 10 секунд, производя громкий хлопок, по мощности такая петарда находится между "Корсар-4" и "Корсар-4". Корпус петарды выполнен из пластика, несмотря на грозную картинку на коробке, поэтому при взрыве эта петарда представляет угрозу не больше, чем любая другая - никаких осколков и т.п. нет";"Эффект: громкий хлопок.";"1394";
"1";"Русский Фейерверк";"6";"1";"50";"Р1060";"380.000000";"209.000000";"Бомба с чекой";"Эффект: громкий хлопок после выдергивания чеки.";"Эффект: громкий хлопок после выдергивания чеки.";"1395";
"1";"Русский Фейерверк";"6";"1";"50";"Р1060";"380.000000";"209.000000";"Бомба с чекой";"Эффект: громкий хлопок после выдергивания чеки.";"Эффект: громкий хлопок после выдергивания чеки.";"3543";
"1";"Русский Фейерверк";"12";"1";"160";"Р1080";"173.000000";"95.150000";"Корсар 8 мини                                                                                                                   ";"Эффект: Громкий хлопок";"Эффект: Громкий хлопок";"1396";
"1";"Русский Фейерверк";"12";"1";"160";"Р1080";"173.000000";"95.150000";"Корсар 8 мини                                                                                                                   ";"Эффект: Громкий хлопок";"Эффект: Громкий хлопок";"3544";
"1";"Русский Фейерверк";"3";"1";"100";"Р1082";"124.000000";"68.200000";"Корсар 8                                                                                                                        ";"Эффект: Громкий хлопок";"Эффект: Громкий хлопок";"1397";
"1";"Русский Фейерверк";"3";"1";"100";"Р1082";"124.000000";"68.200000";"Корсар 8                                                                                                                        ";"Эффект: Громкий хлопок";"Эффект: Громкий хлопок";"3545";
"1";"Русский Фейерверк";"3";"1";"100";"Р1084";"210.000000";"115.500000";"Мега Корсар";"Эффект состоит из громкого хлопка.";"Эффект состоит из громкого хлопка.";"1398";
"1";"Русский Фейерверк";"6";"1";"36";"Р1090";"605.000000";"332.750000";"Граната";"Эффект: громкий хлопок.";"Эффект: громкий хлопок.";"1399";
"1";"Русский Фейерверк";"60";"12";"20";"Р1106";"432.000000";"237.600000";"Корсар-1                                                                                                                        ";"";"Хлопок";"1400";
"1";"Русский Фейерверк";"20";"15";"25";"Р1202";"462.000000";"254.100000";"Корсар 2                                                                                                                        ";"";"взрываясь, дает громкий, акцентированный хлопок";"1401";
"1";"Русский Фейерверк";"10";"10";"50";"Р1301";"238.000000";"130.900000";"Корсар-3                                                                                                                        ";"Эффект состоит из одиночного хлопка.";"Эффект состоит из одиночного хлопка.";"2849";
"1";"Русский Фейерверк";"12";"12";"16";"Р1400";"696.000000";"382.800000";"Корсар 4                                                                                                                        ";"";"Хлопок";"1402";
"1";"Русский Фейерверк";"6";"1";"100";"Р1600";"124.000000";"68.200000";"Корсар 6                                                                                                                        ";"Эффект состоит из одиночного хлопка.";"Эффект состоит из одиночного хлопка.";"1403";
"1";"Русский Фейерверк";"6";"1";"100";"Р1600";"124.000000";"68.200000";"Корсар 6                                                                                                                        ";"Эффект состоит из одиночного хлопка.";"Эффект состоит из одиночного хлопка.";"3546";
"1";"Русский Фейерверк";"4";"1";"18";"Р1750/К";"1136.000000";"624.800000";"Факел дымовой с чекой";"Цветной дым: красный (до 60 сек.)";"Красный ";"1404";
"1";"Русский Фейерверк";"4";"1";"18";"Р1750/К";"1136.000000";"624.800000";"Факел дымовой с чекой";"Цветной дым: красный (до 60 сек.)";"Красный ";"3684";
"1";"Русский Фейерверк";"4";"1";"18";"Р1751/С";"1136.000000";"624.800000";"Факел дымовой с чекой";"Цветной дым: синий (до 60 сек.)";"Синий";"1405";
"1";"Русский Фейерверк";"4";"1";"18";"Р1751/С";"1136.000000";"624.800000";"Факел дымовой с чекой";"Цветной дым: синий (до 60 сек.)";"Синий";"3685";
"1";"Русский Фейерверк";"4";"1";"18";"Р1752/Б";"1136.000000";"624.800000";"Факел дымовой с чекой";"Цветной дым: белый (до 60 сек.)";"Белый";"1406";
"1";"Русский Фейерверк";"4";"1";"18";"Р1752/Б";"1136.000000";"624.800000";"Факел дымовой с чекой";"Цветной дым: белый (до 60 сек.)";"Белый";"3686";
"1";"Русский Фейерверк";"4";"1";"18";"Р1753/З";"1136.000000";"624.800000";"Факел дымовой с чекой";"Цветной дым: зеленый (до 60 сек.)";"Зеленый";"1407";
"1";"Русский Фейерверк";"12";"12";"25";"Р2010";"567.000000";"311.850000";"Пугач                                                                                                                           ";"Взлетает со шлейфом, хлопает.";"Взлетает со шлейфом, хлопает";"1408";
"1";"Русский Фейерверк";"12";"12";"25";"Р2010";"567.000000";"311.850000";"Пугач                                                                                                                           ";"Взлетает со шлейфом, хлопает.";"Взлетает со шлейфом, хлопает";"1409";
"1";"Русский Фейерверк";"12";"12";"25";"Р2010";"567.000000";"311.850000";"Пугач                                                                                                                           ";"Взлетает со шлейфом, хлопает.";"Взлетает со шлейфом, хлопает";"3561";
"1";"Русский Фейерверк";"6";"1";"72";"Р2300";"223.000000";"122.650000";"Ассорти                                                                                                                         ";"Набор ракет с различными эффектами 1. Красно-белый мерцающий разрыв. 2. Зелено-фиолетовый разрыв. 3. Сине-белый мерцающий разрыв. 4. Зеленый разрыв с треском. 5. Красно-зелено-синий разрыв. 6. Красный разрыв с треском";"Набор ракет с различными эффектами.";"1411";
"1";"Русский Фейерверк";"6";"1";"72";"Р2300";"223.000000";"122.650000";"Ассорти                                                                                                                         ";"Набор ракет с различными эффектами 1. Красно-белый мерцающий разрыв. 2. Зелено-фиолетовый разрыв. 3. Сине-белый мерцающий разрыв. 4. Зеленый разрыв с треском. 5. Красно-зелено-синий разрыв. 6. Красный разрыв с треском";"Набор ракет с различными эффектами.";"1412";
"1";"Русский Фейерверк";"6";"1";"72";"Р2300";"223.000000";"122.650000";"Ассорти                                                                                                                         ";"Набор ракет с различными эффектами 1. Красно-белый мерцающий разрыв. 2. Зелено-фиолетовый разрыв. 3. Сине-белый мерцающий разрыв. 4. Зеленый разрыв с треском. 5. Красно-зелено-синий разрыв. 6. Красный разрыв с треском";"Набор ракет с различными эффектами.";"1413";
"1";"Русский Фейерверк";"6";"1";"72";"Р2300";"223.000000";"122.650000";"Ассорти                                                                                                                         ";"Набор ракет с различными эффектами 1. Красно-белый мерцающий разрыв. 2. Зелено-фиолетовый разрыв. 3. Сине-белый мерцающий разрыв. 4. Зеленый разрыв с треском. 5. Красно-зелено-синий разрыв. 6. Красный разрыв с треском";"Набор ракет с различными эффектами.";"1410";
"1";"Русский Фейерверк";"4";"1";"60";"Р2440";"330.000000";"181.500000";"Ястреб";"";"1. Разрыв серебряными хвостами с трещащими и мерцающими звездами.2. Разрыв красно-зелеными звездами";"1415";
"1";"Русский Фейерверк";"4";"1";"60";"Р2440";"330.000000";"181.500000";"Ястреб";"";"1. Разрыв серебряными хвостами с трещащими и мерцающими звездами.2. Разрыв красно-зелеными звездами";"1416";
"1";"Русский Фейерверк";"4";"1";"60";"Р2440";"330.000000";"181.500000";"Ястреб";"";"1. Разрыв серебряными хвостами с трещащими и мерцающими звездами.2. Разрыв красно-зелеными звездами";"1414";
"1";"Русский Фейерверк";"4";"1";"24";"Р2600";"956.000000";"525.800000";"Метеор                                                                                                                          ";"Набор ракет с различными эффектами 1. Трещащие золотые хвосты (трещащая ива) и красное мерцание. 2. Трещащие золотые хвосты (трещащая ива) и белые звезды. 3. Трещащие золотые хвосты (трещащая ива) и белое мерцание. 4. Трещащие золотые хво- сты (трещащая ива) и мерцающие золотые хвосты (мерцающая ива). ";"Набор из 4 ракет с различными эффектами.";"1418";
"1";"Русский Фейерверк";"4";"1";"24";"Р2600";"956.000000";"525.800000";"Метеор                                                                                                                          ";"Набор ракет с различными эффектами 1. Трещащие золотые хвосты (трещащая ива) и красное мерцание. 2. Трещащие золотые хвосты (трещащая ива) и белые звезды. 3. Трещащие золотые хвосты (трещащая ива) и белое мерцание. 4. Трещащие золотые хво- сты (трещащая ива) и мерцающие золотые хвосты (мерцающая ива). ";"Набор из 4 ракет с различными эффектами.";"1417";
"1";"Русский Фейерверк";"12";"10";"30";"Р3010";"588.000000";"323.400000";"Огненные пчёлы                                                                                                                  ";"Взлетает, жужжит, разбрасывает огненные искры, вспыхивает зеленым огоньком. ";"Взлетает, жужжит, разбрасывает искры, вспыхивает зеленым огоньком.";"1420";
"1";"Русский Фейерверк";"12";"10";"30";"Р3010";"588.000000";"323.400000";"Огненные пчёлы                                                                                                                  ";"Взлетает, жужжит, разбрасывает огненные искры, вспыхивает зеленым огоньком. ";"Взлетает, жужжит, разбрасывает искры, вспыхивает зеленым огоньком.";"1419";
"1";"Русский Фейерверк";"12";"10";"16";"Р3020";"798.000000";"438.900000";"Мотылек                                                                                                                         ";"Взлетает с шумом, разбрасывает искры, вспыхивает яркой золотой звездой.";"Взлетает с шумом, разбрасывает искры, вспыхивает яркой золотой звездой.";"1421";
"1";"Русский Фейерверк";"12";"10";"16";"Р3020";"798.000000";"438.900000";"Мотылек                                                                                                                         ";"Взлетает с шумом, разбрасывает искры, вспыхивает яркой золотой звездой.";"Взлетает с шумом, разбрасывает искры, вспыхивает яркой золотой звездой.";"1422";
"1";"Русский Фейерверк";"12";"10";"16";"Р3020";"798.000000";"438.900000";"Мотылек                                                                                                                         ";"Взлетает с шумом, разбрасывает искры, вспыхивает яркой золотой звездой.";"Взлетает с шумом, разбрасывает искры, вспыхивает яркой золотой звездой.";"2831";
"1";"Русский Фейерверк";"6";"1";"36";"Р3100";"291.000000";"160.050000";"Солнечный цветок                                                                                                                ";"Взлетает, выбрасывает золотой, затем красный, затем зеленый огненный зонтик, хлопает.";"Взлетает, выбрасывает золотой, красный, зеленый огненный зонтик, хлопает.";"1424";
"1";"Русский Фейерверк";"6";"1";"36";"Р3100";"291.000000";"160.050000";"Солнечный цветок                                                                                                                ";"Взлетает, выбрасывает золотой, затем красный, затем зеленый огненный зонтик, хлопает.";"Взлетает, выбрасывает золотой, красный, зеленый огненный зонтик, хлопает.";"1425";
"1";"Русский Фейерверк";"6";"1";"36";"Р3100";"291.000000";"160.050000";"Солнечный цветок                                                                                                                ";"Взлетает, выбрасывает золотой, затем красный, затем зеленый огненный зонтик, хлопает.";"Взлетает, выбрасывает золотой, красный, зеленый огненный зонтик, хлопает.";"1423";
"1";"Русский Фейерверк";"6";"1";"120";"Р3110";"128.000000";"70.400000";"Лунный цветок                                                                                                                   ";"Взлетает, выбрасывает искристый огненный зонтик.";"Взлетает, разбрасывает огненные искры, образует цветной круг";"1427";
"1";"Русский Фейерверк";"6";"1";"120";"Р3110";"128.000000";"70.400000";"Лунный цветок                                                                                                                   ";"Взлетает, выбрасывает искристый огненный зонтик.";"Взлетает, разбрасывает огненные искры, образует цветной круг";"1428";
"1";"Русский Фейерверк";"6";"1";"120";"Р3110";"128.000000";"70.400000";"Лунный цветок                                                                                                                   ";"Взлетает, выбрасывает искристый огненный зонтик.";"Взлетает, разбрасывает огненные искры, образует цветной круг";"1426";
"1";"Русский Фейерверк";"4";"1";"250";"Р3200";"85.000000";"46.750000";"Акробат";"Набор изделий с различными эффектами: Взлетают, разрываются: 1. Красно-зеленым салютом. 2. Трещащим салютом. ";"Набор изделий с различными эффектами.";"1429";
"1";"Русский Фейерверк";"4";"1";"250";"Р3200";"85.000000";"46.750000";"Акробат";"Набор изделий с различными эффектами: Взлетают, разрываются: 1. Красно-зеленым салютом. 2. Трещащим салютом. ";"Набор изделий с различными эффектами.";"3538";
"1";"Русский Фейерверк";"6";"12";"20";"Р3520";"690.000000";"379.500000";"Веселый жук                                                                                                                     ";"Вертится, образуя круг красного, зеленого, желтого огня.";"Вертится, образуя круг красного, зеленого, желтого огня";"1430";
"1";"Русский Фейерверк";"6";"12";"20";"Р3520";"690.000000";"379.500000";"Веселый жук                                                                                                                     ";"Вертится, образуя круг красного, зеленого, желтого огня.";"Вертится, образуя круг красного, зеленого, желтого огня";"1431";
"1";"Русский Фейерверк";"6";"12";"20";"Р3520";"690.000000";"379.500000";"Веселый жук                                                                                                                     ";"Вертится, образуя круг красного, зеленого, желтого огня.";"Вертится, образуя круг красного, зеленого, желтого огня";"1432";
"1";"Русский Фейерверк";"6";"12";"20";"Р3520";"690.000000";"379.500000";"Веселый жук                                                                                                                     ";"Вертится, образуя круг красного, зеленого, желтого огня.";"Вертится, образуя круг красного, зеленого, желтого огня";"3597";
"1";"Русский Фейерверк";"6";"12";"20";"Р3530";"772.000000";"424.600000";"Мега жук";"";"Вертится, образуя круг красного, зеленого, желтого огня, хлопает";"1434";
"1";"Русский Фейерверк";"6";"12";"20";"Р3530";"772.000000";"424.600000";"Мега жук";"";"Вертится, образуя круг красного, зеленого, желтого огня, хлопает";"1435";
"1";"Русский Фейерверк";"6";"12";"20";"Р3530";"772.000000";"424.600000";"Мега жук";"";"Вертится, образуя круг красного, зеленого, желтого огня, хлопает";"1433";
"1";"Русский Фейерверк";"4";"1";"12";"Р4066";"852.000000";"468.600000";"Звёздная пыль                                                                                                                   ";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1437";
"1";"Русский Фейерверк";"4";"1";"12";"Р4066";"852.000000";"468.600000";"Звёздная пыль                                                                                                                   ";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1438";
"1";"Русский Фейерверк";"4";"1";"12";"Р4066";"852.000000";"468.600000";"Звёздная пыль                                                                                                                   ";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1439";
"1";"Русский Фейерверк";"4";"1";"12";"Р4066";"852.000000";"468.600000";"Звёздная пыль                                                                                                                   ";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1440";
"1";"Русский Фейерверк";"4";"1";"12";"Р4066";"852.000000";"468.600000";"Звёздная пыль                                                                                                                   ";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1441";
"1";"Русский Фейерверк";"4";"1";"12";"Р4066";"852.000000";"468.600000";"Звёздная пыль                                                                                                                   ";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1442";
"1";"Русский Фейерверк";"4";"1";"12";"Р4066";"852.000000";"468.600000";"Звёздная пыль                                                                                                                   ";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1. Поток золотых искр.2. Белые разлетающиеся, трещащие искры, красные, зеленые огни.";"1436";
"1";"Русский Фейерверк";"4";"1";"18";"Р4070";"872.000000";"479.600000";"Мир фэнтези                                                                                                                     ";"Поток золотых и трещащих искр.";"Поток золотых и трещащих искр.";"1444";
"1";"Русский Фейерверк";"4";"1";"18";"Р4070";"872.000000";"479.600000";"Мир фэнтези                                                                                                                     ";"Поток золотых и трещащих искр.";"Поток золотых и трещащих искр.";"1445";
"1";"Русский Фейерверк";"4";"1";"18";"Р4070";"872.000000";"479.600000";"Мир фэнтези                                                                                                                     ";"Поток золотых и трещащих искр.";"Поток золотых и трещащих искр.";"1443";
"1";"Русский Фейерверк";"2";"1";"10";"Р4110";"1260.000000";"693.000000";"Золотой вулкан                                                                                                                  ";"Мощный поток золотых искр";"Мощный поток золотых искр";"1447";
"1";"Русский Фейерверк";"2";"1";"10";"Р4110";"1260.000000";"693.000000";"Золотой вулкан                                                                                                                  ";"Мощный поток золотых искр";"Мощный поток золотых искр";"1448";
"1";"Русский Фейерверк";"2";"1";"10";"Р4110";"1260.000000";"693.000000";"Золотой вулкан                                                                                                                  ";"Мощный поток золотых искр";"Мощный поток золотых искр";"1446";
"1";"Русский Фейерверк";"2";"1";"10";"Р4114";"1384.000000";"761.200000";"Весёлый вулкан                                                                                                                  ";"1. Поток золотых искр, белых трещащих вспышек, синих искр.2. Поток золотых трещащих вспышек и красных, зеленых огней.";"1. Поток золотых искр, белых трещащих вспышек, синих искр.2. Поток золотых трещащих вспышек и красных, зеленых огней.";"1450";
"1";"Русский Фейерверк";"2";"1";"10";"Р4114";"1384.000000";"761.200000";"Весёлый вулкан                                                                                                                  ";"1. Поток золотых искр, белых трещащих вспышек, синих искр.2. Поток золотых трещащих вспышек и красных, зеленых огней.";"1. Поток золотых искр, белых трещащих вспышек, синих искр.2. Поток золотых трещащих вспышек и красных, зеленых огней.";"1451";
"1";"Русский Фейерверк";"2";"1";"10";"Р4114";"1384.000000";"761.200000";"Весёлый вулкан                                                                                                                  ";"1. Поток золотых искр, белых трещащих вспышек, синих искр.2. Поток золотых трещащих вспышек и красных, зеленых огней.";"1. Поток золотых искр, белых трещащих вспышек, синих искр.2. Поток золотых трещащих вспышек и красных, зеленых огней.";"1452";
"1";"Русский Фейерверк";"2";"1";"10";"Р4114";"1384.000000";"761.200000";"Весёлый вулкан                                                                                                                  ";"1. Поток золотых искр, белых трещащих вспышек, синих искр.2. Поток золотых трещащих вспышек и красных, зеленых огней.";"1. Поток золотых искр, белых трещащих вспышек, синих искр.2. Поток золотых трещащих вспышек и красных, зеленых огней.";"1449";
"1";"Русский Фейерверк";"2";"1";"10";"Р4115";"1516.000000";"833.800000";"Волшебный вулкан                                                                                                                ";"";"1. Поток белых огней.2. Белые разлетающиеся вспышки и зеленые огни.3. Белые трещащие, разлетающиеся вспышки, красные, золотые, зеленые огни.4. Мощный поток белых трещащих искр.";"1454";
"1";"Русский Фейерверк";"2";"1";"10";"Р4115";"1516.000000";"833.800000";"Волшебный вулкан                                                                                                                ";"";"1. Поток белых огней.2. Белые разлетающиеся вспышки и зеленые огни.3. Белые трещащие, разлетающиеся вспышки, красные, золотые, зеленые огни.4. Мощный поток белых трещащих искр.";"1455";
"1";"Русский Фейерверк";"2";"1";"10";"Р4115";"1516.000000";"833.800000";"Волшебный вулкан                                                                                                                ";"";"1. Поток белых огней.2. Белые разлетающиеся вспышки и зеленые огни.3. Белые трещащие, разлетающиеся вспышки, красные, золотые, зеленые огни.4. Мощный поток белых трещащих искр.";"1456";
"1";"Русский Фейерверк";"2";"1";"10";"Р4115";"1516.000000";"833.800000";"Волшебный вулкан                                                                                                                ";"";"1. Поток белых огней.2. Белые разлетающиеся вспышки и зеленые огни.3. Белые трещащие, разлетающиеся вспышки, красные, золотые, зеленые огни.4. Мощный поток белых трещащих искр.";"1457";
"1";"Русский Фейерверк";"2";"1";"10";"Р4115";"1516.000000";"833.800000";"Волшебный вулкан                                                                                                                ";"";"1. Поток белых огней.2. Белые разлетающиеся вспышки и зеленые огни.3. Белые трещащие, разлетающиеся вспышки, красные, золотые, зеленые огни.4. Мощный поток белых трещащих искр.";"1458";
"1";"Русский Фейерверк";"2";"1";"10";"Р4115";"1516.000000";"833.800000";"Волшебный вулкан                                                                                                                ";"";"1. Поток белых огней.2. Белые разлетающиеся вспышки и зеленые огни.3. Белые трещащие, разлетающиеся вспышки, красные, золотые, зеленые огни.4. Мощный поток белых трещащих искр.";"1453";
"1";"Русский Фейерверк";"1";"1";"12";"Р4120";"1417.000000";"779.350000";"Царский                                                                                                                         ";"Эффекты: 1. Золотой шуршащий поток.2. Мощный серебристый поток.3. Серебристые шуршащие вспышки с зелеными и красными огнями.4. Мощный поток зеленых и оранжевых огней с треском.";"4 эффекта";"1460";
